prob,degrau,pop,tries,it,s,k
BBOB_F49,,1024,10,59,5,
BBOB_F49,,1024,10,60,1,
BBOB_F49,,1024,10,61,3,
BBOB_F49,,1024,10,63,2,
BBOB_F49,,1024,10,64,3,
BBOB_F49,,1024,10,66,4,
BBOB_F49,,1024,10,66,5,
BBOB_F49,,1024,10,66,6,
BBOB_F49,,1024,10,67,5,
BBOB_F49,,1024,10,68,3,
BBOB_F49,,1024,10,69,2,
BBOB_F49,,1024,10,71,9,
BBOB_F49,,1024,10,73,7,
BBOB_F49,,1024,10,75,3,
BBOB_F49,,1024,10,76,1,
BBOB_F49,,1024,10,76,2,
BBOB_F49,,1024,10,77,8,
BBOB_F49,,1024,10,80,8,
BBOB_F49,,1024,10,81,7,
BBOB_F49,,1024,10,84,6,
BBOB_F49,,1024,10,84,7,
BBOB_F49,,1024,10,85,2,
BBOB_F49,,1024,10,86,7,
BBOB_F49,,1024,10,88,6,
BBOB_F49,,1024,10,88,8,
BBOB_F49,,1024,10,88,10,
BBOB_F49,,1024,10,91,1,
BBOB_F49,,1024,10,91,7,
BBOB_F49,,1024,10,91,8,
BBOB_F49,,1024,10,93,6,
BBOB_F49,,1024,10,95,8,
BBOB_F49,,2048,20,95,8,
BBOB_F49,,1024,10,98,1,
BBOB_F49,,1024,10,99,4,
BBOB_F49,,1024,10,100,4,
BBOB_F49,,1024,10,100,5,
BBOB_F49,,1024,10,100,6,
BBOB_F49,,1024,10,100,7,
BBOB_F49,,1024,10,100,9,
BBOB_F49,,1024,10,101,4,
BBOB_F49,,1024,10,102,8,
BBOB_F49,,1024,10,104,1,
BBOB_F49,,1024,10,105,2,
BBOB_F49,,1024,10,108,10,
BBOB_F49,,1024,10,109,8,
BBOB_F49,,1024,10,111,2,
BBOB_F49,,1024,10,111,5,
BBOB_F49,,1024,10,112,6,
BBOB_F49,,1024,10,112,9,
BBOB_F49,,1024,10,115,2,
BBOB_F49,,1024,10,116,6,
BBOB_F49,,1024,10,118,1,
BBOB_F49,,1024,10,118,3,
BBOB_F49,,1024,10,119,4,
BBOB_F49,,1024,10,119,6,
BBOB_F49,,1024,10,120,2,
BBOB_F49,,1024,10,120,4,
BBOB_F49,,1024,10,121,2,
BBOB_F49,,1024,10,121,4,
BBOB_F49,,1024,10,122,8,
BBOB_F49,,1024,10,123,7,
BBOB_F49,,1024,10,123,10,
BBOB_F49,,1024,10,125,2,
BBOB_F49,,1024,10,126,3,
BBOB_F49,,1024,10,126,8,
BBOB_F49,,1024,10,127,2,
BBOB_F49,,1024,10,127,4,
BBOB_F49,,1024,10,127,8,
BBOB_F49,,1024,10,127,10,
BBOB_F49,,1024,10,128,6,
BBOB_F49,,1024,10,128,8,
BBOB_F49,,1024,10,129,4,
BBOB_F49,,1024,10,133,2,
BBOB_F49,,1024,10,134,7,
BBOB_F49,,1024,10,135,7,
BBOB_F49,,1024,10,137,1,
BBOB_F49,,1024,10,137,4,
BBOB_F49,,1024,10,138,4,
BBOB_F49,,1024,10,139,4,
BBOB_F49,,1024,10,140,9,
BBOB_F49,,1024,10,141,1,
BBOB_F49,,1024,10,141,10,
BBOB_F49,,1024,10,143,4,
BBOB_F49,,1024,10,143,6,
BBOB_F49,,1024,10,144,8,
BBOB_F49,,1024,10,145,6,
BBOB_F49,,1024,10,145,9,
BBOB_F49,,1024,10,147,8,
BBOB_F49,,1024,10,150,10,
BBOB_F49,,1024,10,151,1,
BBOB_F49,,1024,10,154,3,
BBOB_F49,,1024,10,155,2,
BBOB_F49,,1024,10,155,3,
BBOB_F49,,1024,10,155,6,
BBOB_F49,,1024,10,155,7,
BBOB_F49,,1024,10,156,2,
BBOB_F49,,1024,10,156,3,
BBOB_F49,,1024,10,157,3,
BBOB_F49,,1024,10,158,2,
BBOB_F49,,1024,10,158,10,
BBOB_F49,,1024,10,159,5,
BBOB_F49,,2048,20,159,5,
BBOB_F49,,1024,10,160,2,
BBOB_F49,,1024,10,162,3,
BBOB_F49,,1024,10,162,4,
BBOB_F49,,1024,10,163,10,
BBOB_F49,,1024,10,164,9,
BBOB_F49,,1024,10,167,10,
BBOB_F49,,1024,10,170,5,
BBOB_F49,,1024,10,172,3,
BBOB_F49,,1024,10,172,5,
BBOB_F49,,1024,10,172,10,
BBOB_F49,,1024,10,173,1,
BBOB_F49,,1024,10,173,8,
BBOB_F49,,1024,10,174,8,
BBOB_F49,,1024,10,176,6,
BBOB_F49,,1024,10,178,9,
BBOB_F49,,1024,10,179,2,
BBOB_F49,,1024,10,179,6,
BBOB_F49,,1024,10,180,7,
BBOB_F49,,1024,10,180,8,
BBOB_F49,,1024,10,181,7,
BBOB_F49,,1024,10,187,2,
BBOB_F49,,1024,10,189,6,
BBOB_F49,,1024,10,190,1,
BBOB_F49,,1024,10,190,10,
BBOB_F49,,1024,10,191,3,
BBOB_F49,,1024,10,192,3,
BBOB_F49,,1024,10,192,5,
BBOB_F49,,1024,10,193,9,
BBOB_F49,,1024,10,194,3,
BBOB_F49,,1024,10,194,5,
BBOB_F49,,1024,10,196,6,
BBOB_F49,,1024,10,196,10,
BBOB_F49,,1024,10,197,2,
BBOB_F49,,1024,10,197,9,
BBOB_F49,,1024,10,198,4,
BBOB_F49,,1024,10,200,3,
BBOB_F49,,1024,10,201,8,
BBOB_F5,,1024,10,1,4,
BBOB_F5,,1024,10,1,10,
BBOB_F5,,2048,20,1,10,
BBOB_F5,,1024,10,3,2,
BBOB_F5,,1024,10,3,6,
BBOB_F5,,1024,10,3,8,
BBOB_F5,,1024,10,4,2,
BBOB_F5,,1024,10,4,7,
BBOB_F5,,1024,10,5,3,
BBOB_F5,,1024,10,5,4,
BBOB_F5,,1024,10,5,6,
BBOB_F5,,1024,10,5,8,
BBOB_F5,,1024,10,5,10,
BBOB_F5,,1024,10,6,6,
BBOB_F5,,1024,10,6,8,
BBOB_F5,,1024,10,7,6,
BBOB_F5,,1024,10,8,4,
BBOB_F5,,1024,10,9,1,
BBOB_F5,,1024,10,9,10,
BBOB_F5,,1024,10,10,3,
BBOB_F5,,1024,10,10,4,
BBOB_F5,,1024,10,10,8,
BBOB_F5,,1024,10,11,2,
BBOB_F5,,1024,10,12,4,
BBOB_F5,,2048,20,12,4,
BBOB_F5,,1024,10,12,5,
BBOB_F5,,1024,10,12,10,
BBOB_F5,,1024,10,13,2,
BBOB_F5,,1024,10,13,4,
BBOB_F5,,1024,10,13,7,
BBOB_F5,,1024,10,14,3,
BBOB_F5,,1024,10,14,8,
BBOB_F5,,1024,10,15,4,
BBOB_F5,,1024,10,15,7,
BBOB_F5,,1024,10,15,9,
BBOB_F5,,1024,10,16,6,
BBOB_F5,,1024,10,16,8,
BBOB_F5,,1024,10,17,4,
BBOB_F5,,1024,10,17,9,
BBOB_F5,,1024,10,18,1,
BBOB_F5,,1024,10,18,3,
BBOB_F5,,1024,10,18,7,
BBOB_F5,,1024,10,18,9,
BBOB_F5,,1024,10,20,4,
BBOB_F5,,1024,10,21,1,
BBOB_F5,,1024,10,21,4,
BBOB_F5,,1024,10,21,7,
BBOB_F5,,1024,10,22,6,
BBOB_F5,,1024,10,22,10,
BBOB_F5,,1024,10,23,2,
BBOB_F5,,1024,10,23,3,
BBOB_F5,,1024,10,23,4,
BBOB_F5,,1024,10,23,5,
BBOB_F5,,1024,10,24,2,
BBOB_F5,,1024,10,24,6,
BBOB_F5,,1024,10,25,1,
BBOB_F5,,1024,10,25,3,
BBOB_F5,,1024,10,25,8,
BBOB_F5,,1024,10,26,2,
BBOB_F5,,1024,10,26,3,
BBOB_F5,,1024,10,26,4,
BBOB_F5,,1024,10,26,5,
BBOB_F5,,1024,10,26,8,
BBOB_F5,,1024,10,26,9,
BBOB_F5,,1024,10,29,3,
BBOB_F5,,1024,10,29,9,
BBOB_F5,,1024,10,30,1,
BBOB_F5,,1024,10,31,1,
BBOB_F5,,1024,10,31,6,
BBOB_F5,,1024,10,31,9,
BBOB_F5,,1024,10,32,2,
BBOB_F5,,1024,10,33,3,
BBOB_F5,,1024,10,33,4,
BBOB_F5,,1024,10,33,9,
BBOB_F5,,1024,10,34,1,
BBOB_F5,,1024,10,34,4,
BBOB_F5,,1024,10,34,7,
BBOB_F5,,1024,10,34,8,
BBOB_F5,,1024,10,36,4,
BBOB_F5,,1024,10,36,6,
BBOB_F5,,1024,10,37,1,
BBOB_F5,,1024,10,37,3,
BBOB_F5,,1024,10,37,6,
BBOB_F5,,1024,10,39,5,
BBOB_F5,,1024,10,39,7,
BBOB_F5,,1024,10,39,8,
BBOB_F5,,1024,10,40,5,
BBOB_F5,,1024,10,41,1,
BBOB_F5,,1024,10,41,10,
BBOB_F5,,1024,10,42,3,
BBOB_F5,,1024,10,42,5,
BBOB_F5,,1024,10,44,9,
BBOB_F5,,1024,10,45,3,
BBOB_F5,,1024,10,45,7,
BBOB_F5,,1024,10,48,5,
BBOB_F5,,1024,10,48,6,
BBOB_F5,,1024,10,48,8,
BBOB_F5,,1024,10,49,1,
BBOB_F5,,1024,10,49,5,
BBOB_F5,,1024,10,50,4,
BBOB_F5,,1024,10,52,6,
BBOB_F5,,1024,10,52,10,
BBOB_F5,,1024,10,53,4,
BBOB_F5,,2048,20,53,4,
BBOB_F5,,1024,10,53,7,
BBOB_F5,,1024,10,53,8,
BBOB_F5,,1024,10,54,1,
BBOB_F5,,1024,10,54,5,
BBOB_F5,,1024,10,55,7,
BBOB_F5,,1024,10,55,9,
BBOB_F5,,1024,10,55,10,
BBOB_F5,,1024,10,57,1,
BBOB_F5,,1024,10,57,4,
BBOB_F5,,1024,10,57,5,
BBOB_F5,,1024,10,57,8,
BBOB_F5,,1024,10,58,5,
BBOB_F5,,1024,10,58,7,
BBOB_F5,,1024,10,59,2,
BBOB_F5,,1024,10,59,6,
BBOB_F5,,1024,10,61,9,
BBOB_F5,,1024,10,63,10,
BBOB_F5,,1024,10,64,2,
BBOB_F5,,1024,10,64,5,
BBOB_F5,,1024,10,64,7,
BBOB_F5,,1024,10,64,10,
BBOB_F5,,1024,10,65,10,
BBOB_F5,,1024,10,66,2,
BBOB_F5,,1024,10,66,3,
BBOB_F5,,1024,10,67,3,
BBOB_F5,,1024,10,68,4,
BBOB_F5,,1024,10,68,10,
BBOB_F5,,1024,10,69,1,
BBOB_F5,,1024,10,70,1,
BBOB_F5,,1024,10,70,4,
BBOB_F5,,1024,10,70,8,
BBOB_F5,,1024,10,72,3,
BBOB_F5,,1024,10,72,5,
BBOB_F5,,1024,10,73,8,
BBOB_F5,,1024,10,75,3,
BBOB_F5,,1024,10,75,8,
BBOB_F5,,1024,10,76,4,
BBOB_F5,,1024,10,76,9,
BBOB_F5,,1024,10,76,10,
BBOB_F5,,1024,10,77,1,
BBOB_F5,,1024,10,77,2,
BBOB_F5,,1024,10,77,3,
BBOB_F5,,1024,10,78,2,
BBOB_F5,,1024,10,79,7,
BBOB_F5,,1024,10,80,2,
BBOB_F5,,1024,10,80,5,
BBOB_F5,,1024,10,81,10,
BBOB_F5,,1024,10,82,2,
BBOB_F5,,1024,10,82,7,
BBOB_F5,,1024,10,83,1,
BBOB_F5,,1024,10,83,8,
BBOB_F5,,1024,10,84,3,
BBOB_F5,,1024,10,84,10,
BBOB_F5,,1024,10,85,3,
BBOB_F5,,1024,10,87,6,
BBOB_F5,,1024,10,88,4,
BBOB_F5,,1024,10,89,1,
BBOB_F5,,1024,10,89,4,
BBOB_F5,,1024,10,89,9,
BBOB_F5,,1024,10,90,9,
BBOB_F5,,1024,10,91,4,
BBOB_F5,,1024,10,91,7,
BBOB_F5,,1024,10,91,9,
BBOB_F5,,1024,10,92,5,
BBOB_F5,,1024,10,92,7,
BBOB_F5,,1024,10,93,6,
BBOB_F5,,1024,10,93,7,
BBOB_F5,,1024,10,95,8,
BBOB_F5,,1024,10,96,1,
BBOB_F5,,1024,10,96,5,
BBOB_F5,,1024,10,97,3,
BBOB_F5,,1024,10,97,9,
BBOB_F5,,1024,10,98,2,
BBOB_F5,,1024,10,98,3,
BBOB_F5,,1024,10,99,3,
BBOB_F5,,1024,10,99,8,
BBOB_F5,,1024,10,99,9,
BBOB_F5,,1024,10,100,6,
BBOB_F5,,1024,10,101,5,
BBOB_F5,,1024,10,105,5,
BBOB_F5,,1024,10,105,6,
BBOB_F5,,1024,10,106,10,
BBOB_F5,,1024,10,107,5,
BBOB_F5,,1024,10,108,2,
BBOB_F5,,1024,10,109,2,
BBOB_F5,,1024,10,110,1,
BBOB_F5,,1024,10,110,8,
BBOB_F5,,1024,10,112,5,
BBOB_F5,,1024,10,113,1,
BBOB_F5,,1024,10,113,6,
BBOB_F5,,1024,10,113,8,
BBOB_F5,,1024,10,114,3,
BBOB_F5,,1024,10,114,8,
BBOB_F5,,1024,10,115,5,
BBOB_F5,,1024,10,115,6,
BBOB_F5,,1024,10,115,7,
BBOB_F5,,1024,10,116,3,
BBOB_F5,,1024,10,116,4,
BBOB_F5,,1024,10,116,8,
BBOB_F5,,1024,10,117,1,
BBOB_F5,,1024,10,118,1,
BBOB_F5,,1024,10,118,6,
BBOB_F5,,1024,10,118,9,
BBOB_F5,,1024,10,119,3,
BBOB_F5,,1024,10,119,6,
BBOB_F5,,1024,10,120,8,
BBOB_F5,,1024,10,120,9,
BBOB_F5,,1024,10,120,10,
BBOB_F5,,1024,10,121,6,
BBOB_F5,,1024,10,121,7,
BBOB_F5,,1024,10,122,1,
BBOB_F5,,1024,10,122,7,
BBOB_F5,,1024,10,123,1,
BBOB_F5,,1024,10,124,2,
BBOB_F5,,1024,10,124,6,
BBOB_F5,,1024,10,125,2,
BBOB_F5,,1024,10,126,2,
BBOB_F5,,1024,10,126,6,
BBOB_F5,,1024,10,126,7,
BBOB_F5,,1024,10,126,8,
BBOB_F5,,1024,10,127,3,
BBOB_F5,,1024,10,127,5,
BBOB_F5,,1024,10,127,9,
BBOB_F5,,1024,10,128,3,
BBOB_F5,,1024,10,129,8,
BBOB_F5,,1024,10,131,4,
BBOB_F5,,1024,10,131,6,
BBOB_F5,,1024,10,132,1,
BBOB_F5,,1024,10,132,2,
BBOB_F5,,1024,10,132,9,
BBOB_F5,,1024,10,133,3,
BBOB_F5,,1024,10,134,7,
BBOB_F5,,1024,10,134,9,
BBOB_F5,,1024,10,136,3,
BBOB_F5,,1024,10,136,7,
BBOB_F5,,1024,10,136,8,
BBOB_F5,,1024,10,137,9,
BBOB_F5,,1024,10,138,7,
BBOB_F5,,1024,10,139,2,
BBOB_F5,,1024,10,139,4,
BBOB_F5,,1024,10,139,5,
BBOB_F5,,1024,10,139,10,
BBOB_F5,,1024,10,140,7,
BBOB_F5,,1024,10,142,10,
BBOB_F5,,1024,10,143,2,
BBOB_F5,,1024,10,143,4,
BBOB_F5,,1024,10,143,6,
BBOB_F5,,1024,10,145,6,
BBOB_F5,,1024,10,146,1,
BBOB_F5,,1024,10,146,6,
BBOB_F5,,1024,10,147,2,
BBOB_F5,,1024,10,148,1,
BBOB_F5,,1024,10,148,3,
BBOB_F5,,1024,10,148,10,
BBOB_F5,,1024,10,150,4,
BBOB_F5,,1024,10,150,8,
BBOB_F5,,1024,10,151,9,
BBOB_F5,,1024,10,152,8,
BBOB_F5,,1024,10,153,2,
BBOB_F5,,1024,10,154,4,
BBOB_F5,,1024,10,155,1,
BBOB_F5,,1024,10,155,2,
BBOB_F5,,1024,10,155,5,
BBOB_F5,,2048,20,155,5,
BBOB_F5,,1024,10,157,2,
BBOB_F5,,1024,10,158,5,
BBOB_F5,,1024,10,158,6,
BBOB_F5,,1024,10,159,4,
BBOB_F5,,1024,10,160,7,
BBOB_F5,,1024,10,161,7,
BBOB_F5,,1024,10,163,9,
BBOB_F5,,1024,10,163,10,
BBOB_F5,,1024,10,164,1,
BBOB_F5,,1024,10,167,6,
BBOB_F5,,1024,10,167,8,
BBOB_F5,,1024,10,168,5,
BBOB_F5,,1024,10,168,7,
BBOB_F5,,1024,10,168,10,
BBOB_F5,,1024,10,169,1,
BBOB_F5,,1024,10,169,4,
BBOB_F5,,1024,10,169,6,
BBOB_F5,,1024,10,169,10,
BBOB_F5,,1024,10,170,7,
BBOB_F5,,1024,10,170,8,
BBOB_F5,,1024,10,171,6,
BBOB_F5,,1024,10,172,4,
BBOB_F5,,1024,10,174,4,
BBOB_F5,,1024,10,174,5,
BBOB_F5,,1024,10,174,9,
BBOB_F5,,1024,10,175,3,
BBOB_F5,,1024,10,175,5,
BBOB_F5,,1024,10,177,1,
BBOB_F5,,1024,10,177,4,
BBOB_F5,,1024,10,177,6,
BBOB_F5,,1024,10,177,7,
BBOB_F5,,1024,10,180,5,
BBOB_F5,,1024,10,181,6,
BBOB_F5,,1024,10,181,10,
BBOB_F5,,1024,10,182,2,
BBOB_F5,,1024,10,182,7,
BBOB_F5,,1024,10,183,3,
BBOB_F5,,1024,10,184,1,
BBOB_F5,,1024,10,184,4,
BBOB_F5,,1024,10,184,6,
BBOB_F5,,1024,10,184,7,
BBOB_F5,,1024,10,184,10,
BBOB_F5,,1024,10,185,1,
BBOB_F5,,1024,10,185,3,
BBOB_F5,,1024,10,185,6,
BBOB_F5,,1024,10,185,7,
BBOB_F5,,1024,10,188,1,
BBOB_F5,,1024,10,188,9,
BBOB_F5,,1024,10,190,7,
BBOB_F5,,1024,10,190,9,
BBOB_F5,,1024,10,190,10,
BBOB_F5,,1024,10,191,2,
BBOB_F5,,1024,10,191,5,
BBOB_F5,,1024,10,191,6,
BBOB_F5,,1024,10,191,8,
BBOB_F5,,1024,10,192,3,
BBOB_F5,,1024,10,196,6,
BBOB_F5,,1024,10,198,2,
BBOB_F5,,1024,10,200,7,
ZDT4,,1024,10,1,10,
ZDT4,,1024,10,2,2,
ZDT4,,1024,10,3,7,
ZDT4,,1024,10,4,6,
ZDT4,,1024,10,4,9,
ZDT4,,1024,10,5,2,
ZDT4,,1024,10,5,4,
ZDT4,,1024,10,5,8,
ZDT4,,1024,10,7,6,
ZDT4,,1024,10,8,6,
ZDT4,,1024,10,8,9,
ZDT4,,2048,20,8,9,
ZDT4,,1024,10,8,10,
ZDT4,,2048,20,8,10,
ZDT4,,1024,10,9,5,
ZDT4,,1024,10,10,1,
ZDT4,,1024,10,10,9,
ZDT4,,1024,10,11,7,
ZDT4,,1024,10,12,2,
ZDT4,,1024,10,12,8,
ZDT4,,1024,10,13,2,
ZDT4,,1024,10,14,8,
ZDT4,,1024,10,17,3,
ZDT4,,2048,20,17,3,
ZDT4,,1024,10,17,4,
ZDT4,,1024,10,18,4,
ZDT4,,1024,10,19,1,
ZDT4,,1024,10,20,9,
ZDT4,,2048,20,20,9,
ZDT4,,1024,10,21,2,
ZDT4,,1024,10,22,3,
ZDT4,,1024,10,22,4,
ZDT4,,1024,10,22,6,
ZDT4,,1024,10,23,2,
ZDT4,,1024,10,23,5,
ZDT4,,1024,10,24,2,
ZDT4,,1024,10,25,1,
ZDT4,,1024,10,25,4,
ZDT4,,1024,10,25,5,
ZDT4,,1024,10,25,9,
ZDT4,,1024,10,26,4,
ZDT4,,1024,10,26,8,
ZDT4,,1024,10,27,3,
ZDT4,,1024,10,27,4,
ZDT4,,1024,10,27,5,
ZDT4,,1024,10,28,5,
ZDT4,,1024,10,29,3,
ZDT4,,1024,10,30,1,
ZDT4,,1024,10,30,7,
ZDT4,,1024,10,31,4,
ZDT4,,1024,10,31,7,
ZDT4,,1024,10,33,8,
ZDT4,,1024,10,33,10,
ZDT4,,1024,10,34,1,
ZDT4,,1024,10,34,2,
ZDT4,,1024,10,34,3,
ZDT4,,1024,10,34,6,
ZDT4,,1024,10,35,1,
ZDT4,,1024,10,35,4,
ZDT4,,2048,20,35,4,
ZDT4,,1024,10,35,5,
ZDT4,,1024,10,36,1,
ZDT4,,1024,10,36,8,
ZDT4,,1024,10,37,1,
ZDT4,,1024,10,37,3,
ZDT4,,1024,10,37,4,
ZDT4,,1024,10,37,5,
ZDT4,,1024,10,38,8,
ZDT4,,1024,10,39,5,
ZDT4,,1024,10,40,2,
ZDT4,,1024,10,42,2,
ZDT4,,2048,20,42,2,
ZDT4,,1024,10,42,9,
ZDT4,,1024,10,43,5,
ZDT4,,1024,10,43,8,
ZDT4,,1024,10,44,3,
ZDT4,,1024,10,44,7,
ZDT4,,1024,10,45,2,
ZDT4,,1024,10,45,6,
ZDT4,,1024,10,45,8,
ZDT4,,1024,10,45,9,
ZDT4,,1024,10,46,4,
ZDT4,,1024,10,47,4,
ZDT4,,1024,10,48,1,
ZDT4,,1024,10,48,3,
ZDT4,,1024,10,48,4,
ZDT4,,1024,10,48,6,
ZDT4,,1024,10,48,7,
ZDT4,,1024,10,48,9,
ZDT4,,1024,10,49,1,
ZDT4,,1024,10,50,3,
ZDT4,,1024,10,50,9,
ZDT4,,1024,10,51,10,
ZDT4,,1024,10,52,3,
ZDT4,,1024,10,52,7,
ZDT4,,1024,10,52,10,
ZDT4,,1024,10,53,4,
ZDT4,,1024,10,53,8,
ZDT4,,1024,10,53,9,
ZDT4,,1024,10,55,1,
ZDT4,,1024,10,55,2,
ZDT4,,1024,10,55,5,
ZDT4,,1024,10,56,5,
ZDT4,,1024,10,56,7,
ZDT4,,1024,10,56,9,
ZDT4,,1024,10,57,8,
ZDT4,,1024,10,58,5,
ZDT4,,1024,10,58,7,
ZDT4,,1024,10,58,9,
ZDT4,,1024,10,59,1,
ZDT4,,2048,20,59,1,
ZDT4,,1024,10,59,7,
ZDT4,,1024,10,60,9,
ZDT4,,1024,10,61,3,
ZDT4,,1024,10,61,6,
ZDT4,,1024,10,63,9,
ZDT4,,1024,10,64,4,
ZDT4,,1024,10,64,5,
ZDT4,,1024,10,64,9,
ZDT4,,1024,10,65,9,
ZDT4,,1024,10,65,10,
ZDT4,,1024,10,66,3,
ZDT4,,1024,10,66,4,
ZDT4,,1024,10,67,6,
ZDT4,,1024,10,67,10,
ZDT4,,1024,10,68,9,
ZDT4,,1024,10,70,8,
ZDT4,,1024,10,71,9,
ZDT4,,1024,10,73,9,
ZDT4,,1024,10,75,1,
ZDT4,,1024,10,76,7,
ZDT4,,1024,10,78,4,
ZDT4,,1024,10,79,5,
ZDT4,,1024,10,80,4,
ZDT4,,1024,10,81,4,
ZDT4,,1024,10,81,8,
ZDT4,,1024,10,84,2,
ZDT4,,1024,10,86,4,
ZDT4,,1024,10,87,2,
ZDT4,,1024,10,90,4,
ZDT4,,1024,10,90,7,
ZDT4,,1024,10,91,8,
ZDT4,,1024,10,93,1,
ZDT4,,1024,10,93,7,
ZDT4,,1024,10,93,10,
ZDT4,,1024,10,96,3,
ZDT4,,1024,10,96,6,
ZDT4,,1024,10,97,2,
ZDT4,,1024,10,97,5,
ZDT4,,1024,10,97,8,
ZDT4,,1024,10,97,9,
ZDT4,,1024,10,100,10,
ZDT4,,1024,10,108,5,
ZDT4,,1024,10,108,9,
ZDT4,,1024,10,110,6,
ZDT4,,1024,10,110,10,
ZDT4,,1024,10,112,4,
ZDT4,,1024,10,112,9,
ZDT4,,1024,10,114,10,
ZDT4,,1024,10,115,6,
ZDT4,,1024,10,115,8,
ZDT4,,1024,10,116,5,
ZDT4,,1024,10,118,9,
ZDT4,,1024,10,119,7,
ZDT4,,1024,10,120,8,
ZDT4,,1024,10,121,1,
ZDT4,,1024,10,124,6,
ZDT4,,1024,10,124,7,
ZDT4,,1024,10,127,4,
ZDT4,,1024,10,128,1,
ZDT4,,1024,10,128,5,
ZDT4,,1024,10,128,7,
ZDT4,,1024,10,128,10,
ZDT4,,1024,10,139,5,
ZDT4,,1024,10,139,8,
ZDT4,,1024,10,142,3,
ZDT4,,1024,10,155,4,
ZDT4,,1024,10,155,7,
ZDT4,,1024,10,166,5,
ZDT4,,1024,10,170,8,
ZDT4,,1024,10,172,4,
ZDT4,,1024,10,173,1,
ZDT4,,1024,10,173,5,
