g,nf,nf_calc,eim,vmax,vinf,relmax,relinf,gap_argmax,argmax0,med,medrec,relmed
143,9,9,0.00010010310055241515,0.00010010310101624267,0.00010010310101624267,4.633498007717657e-09,4.633498007717657e-09,0.0,True,0.00010008795794468185,0.00010008795966497705,1.71878336198156e-08
144,9,9,7.704231277836561e-05,7.704231011851069e-05,7.704231011851069e-05,3.452459856188274e-08,3.452459856188274e-08,0.0,True,7.622413272627957e-05,7.62241325334704e-05,2.529503035990067e-09
145,9,9,7.295356300013111e-05,7.295356331872637e-05,7.295356331872637e-05,4.36709666108711e-09,4.36709666108711e-09,0.0,True,7.285125867279424e-05,7.285125779117518e-05,1.210163133828581e-08
146,9,9,8.356685804937182e-05,8.356685736092629e-05,8.356685736092629e-05,8.238260310813316e-09,8.238260310813316e-09,0.0,True,8.346486606054113e-05,8.346486662101234e-05,6.715055498585709e-09
147,9,9,9.294731480074194e-05,9.294731634058515e-05,9.294731634058515e-05,1.656683904660151e-08,1.656683904660151e-08,0.0,True,9.257880569588975e-05,9.257880590632665e-05,2.2730570351746027e-09
148,9,9,0.00012277775425638822,0.00012277775462051906,0.00012277775462051906,2.9657721532922277e-09,2.9657721532922277e-09,0.0,True,0.00012276661676175003,0.00012276661756048383,6.5061155575185904e-09
149,9,9,0.00010432849965772327,0.00010432849931623725,0.00010432849931623725,3.2731806072195106e-09,3.2731806072195106e-09,0.0,True,0.00010396240095424926,0.00010396240113322174,1.7215115865235028e-09
150,9,9,0.00011295666950304614,0.00011295667115203107,0.00011295667115203107,1.4598384832535369e-08,1.4598384832535369e-08,0.0,True,0.00011249224609029721,0.0001124922471282207,9.226622430796446e-09
151,9,9,0.00011162569676360118,0.00011162569815493765,0.00011162569815493765,1.2464302652320809e-08,1.2464302652320809e-08,0.0,True,0.00011157355622056648,0.00011157355745938024,1.1103112429610935e-08
152,9,9,7.857012452925509e-05,7.857012688619608e-05,7.857012688619608e-05,2.9997928661789236e-08,2.9997928661789236e-08,0.0,True,7.825133791464996e-05,7.825133749497272e-05,5.363195817562933e-09
153,9,9,8.60567877338528e-05,8.605678991150345e-05,8.605678991150345e-05,2.5304809868406096e-08,2.5304809868406096e-08,0.0,True,8.578237728951307e-05,8.578237694013952e-05,4.072789359182911e-09
154,9,9,8.425830879050919e-05,8.425830750416551e-05,8.425830750416551e-05,1.5266668534169506e-08,1.5266668534169506e-08,0.0,True,8.419103162973618e-05,8.419103107796475e-05,6.553802907121588e-09
155,10,10,0.00010391972250596958,0.00010391971983099234,0.00010391971983099234,2.5740804274905333e-08,2.5740804274905333e-08,0.0,True,0.00010389279889885903,0.00010389280038242687,1.4279794499442267e-08
156,10,10,0.00012265669995234967,0.00012265669979374998,0.00012265669979374998,1.2930373631282043e-09,1.2930373631282043e-09,0.0,True,0.00012259398840426707,0.0001225939870869358,1.0745480142611283e-08
157,10,10,0.00012774511478631068,0.00012774511603284101,0.00012774511603284101,9.757949126258393e-09,9.757949126258393e-09,0.0,True,0.00012748585685128322,0.0001274858586401105,1.4031574149944632e-08
158,10,10,0.0001151123212973996,0.00011511232437356787,0.00011511232437356787,2.6723188555166888e-08,2.6723188555166888e-08,0.0,True,0.00011508043381281121,0.00011508043424598984,3.76413791561114e-09
159,10,10,9.728049084761325e-05,9.72804915818876e-05,9.72804915818876e-05,7.548012379716246e-09,7.548012379716246e-09,0.0,True,9.715116424779274e-05,9.715116197703185e-05,2.337348153443843e-08
160,10,10,8.699704012135068e-05,8.699703815546327e-05,8.699703815546327e-05,2.2597175847047767e-08,2.2597175847047767e-08,0.0,True,8.699421758354694e-05,8.699421750799522e-05,8.684683020844383e-10
161,10,10,8.913603159120792e-05,8.91360320884786e-05,8.91360320884786e-05,5.578784166023399e-09,5.578784166023399e-09,0.0,True,8.913048902182031e-05,8.913048968143616e-05,7.400563501554619e-09
162,10,10,8.407362238529741e-05,8.407362250303186e-05,8.407362250303186e-05,1.4003732168814438e-09,1.4003732168814438e-09,0.0,True,8.406822916311678e-05,8.40682307972067e-05,1.943766274037231e-08
163,10,10,9.05669005585284e-05,9.056689728595669e-05,9.056689728595669e-05,3.613430168480441e-08,3.613430168480441e-08,0.0,True,9.040102844831025e-05,9.040102953022798e-05,1.1967980199177435e-08
164,10,10,7.263539533127882e-05,7.26353935307236e-05,7.26353935307236e-05,2.478895044542039e-08,2.478895044542039e-08,0.0,True,7.239586762292679e-05,7.239586777853192e-05,2.1493647945764567e-09
165,10,10,8.124463843694298e-05,8.124463730683797e-05,8.124463730683797e-05,1.3909902701100644e-08,1.3909902701100644e-08,0.0,True,8.089127540588247e-05,8.089127546648221e-05,7.491504096777903e-10
166,10,10,0.00010103761614438195,0.00010103761549499041,0.00010103761549499041,6.42722544833741e-09,6.42722544833741e-09,0.0,True,0.00010090093102829519,0.00010090093305240225,2.0060340409657825e-08
167,10,10,8.321920705411163e-05,8.321920707247243e-05,8.321920707247243e-05,2.2063177252791414e-10,2.2063177252791414e-10,0.0,True,8.316762364086582e-05,8.316762365826979e-05,2.092637119217823e-10
168,10,10,9.28013289256236e-05,9.280133056113541e-05,9.280133056113541e-05,1.7623797275772984e-08,1.7623797275772984e-08,0.0,True,9.269755034001658e-05,9.269754796652405e-05,2.560469593239956e-08
169,10,10,8.185411963364638e-05,8.185412004796513e-05,8.185412004796513e-05,5.061672580090639e-09,5.061672580090639e-09,0.0,True,8.180403404123655e-05,8.180403412195706e-05,9.867545777695652e-10
170,10,10,9.500646835563403e-05,9.500647090483924e-05,9.500647090483924e-05,2.6831912208085945e-08,2.6831912208085945e-08,0.0,True,9.500575541443649e-05,9.500575532559004e-05,9.351691489674202e-10
171,10,10,7.526198163786119e-05,7.526198387842007e-05,7.526198387842007e-05,2.977012871179905e-08,2.977012871179905e-08,0.0,True,7.526181080125881e-05,7.526181105543478e-05,3.377223624229391e-09
172,11,11,8.963993998875461e-05,8.963993683186927e-05,8.963993683186927e-05,3.521739688591809e-08,3.521739688591809e-08,0.0,True,8.963318343600178e-05,8.963318470891303e-05,1.4201339057937278e-08
173,11,11,8.758628617928621e-05,8.758628495341061e-05,8.758628495341061e-05,1.3996204836123833e-08,1.3996204836123833e-08,0.0,True,8.741096158500659e-05,8.741096082741541e-05,8.667004307787762e-09
174,11,11,9.58423546730346e-05,9.584235366500418e-05,9.584235366500418e-05,1.0517588256639445e-08,1.0517588256639445e-08,0.0,True,9.584073893197052e-05,9.584073947414018e-05,5.6569853801728076e-09
175,11,11,0.00010068565784674668,0.00010068565858434048,0.00010068565858434048,7.325708671703145e-09,7.325708671703145e-09,0.0,True,0.00010064113651882045,0.0001006411375122518,9.871026716299346e-09
176,11,11,9.295323883044413e-05,9.2953241691721e-05,9.2953241691721e-05,3.078189540996991e-08,3.078189540996991e-08,0.0,True,9.28326967570107e-05,9.28326968142592e-05,6.166847012108936e-10
177,11,11,7.91949993359346e-05,7.919500067758592e-05,7.919500067758592e-05,1.6941111551081417e-08,1.6941111551081417e-08,0.0,True,7.917613756430095e-05,7.91761386181293e-05,1.3309923613807564e-08
178,11,11,8.8278918614936e-05,8.827892159542917e-05,8.827892159542917e-05,3.376223019454566e-08,3.376223019454566e-08,0.0,True,8.772153400288404e-05,8.772153542347362e-05,1.619430824704216e-08
179,11,11,8.87771457159631e-05,8.877714338251404e-05,8.877714338251404e-05,2.6284344182706796e-08,2.6284344182706796e-08,0.0,True,8.86973121649507e-05,8.869731137924316e-05,8.85830170965616e-09
180,11,11,0.00012736510503244693,0.00012736510356860657,0.00012736510356860657,1.149326073576429e-08,1.149326073576429e-08,0.0,True,0.0001271326452943515,0.00012713264640268647,8.717941451060013e-09
181,11,11,0.00011257608837014864,0.00011257608661709859,0.00011257608661709859,1.5572135098907057e-08,1.5572135098907057e-08,0.0,True,0.00011257251081925134,0.00011257251065539836,1.4555327913429644e-09
182,11,11,0.00010156769788537767,0.00010156769578200094,0.00010156769578200094,2.0709111015957362e-08,2.0709111015957362e-08,0.0,True,0.0001013233898355562,0.0001013233921068035,2.241582366611783e-08
183,11,11,0.00010754204724469112,0.00010754204599741857,0.00010754204599741857,1.1597998930382647e-08,1.1597998930382647e-08,0.0,True,0.00010753916268135587,0.00010753916211840903,5.2348077392064405e-09
184,11,11,8.755633823153798e-05,8.755633770569576e-05,8.755633770569576e-05,6.0057584054137284e-09,6.0057584054137284e-09,0.0,True,8.753152772417295e-05,8.75315298634234e-05,2.44397698754537e-08
185,11,11,8.541266495581941e-05,8.54126671682222e-05,8.54126671682222e-05,2.59025144357444e-08,2.59025144357444e-08,0.0,True,8.518662039982725e-05,8.518662071121529e-05,3.6553632296182224e-09
186,11,11,8.676679065683948e-05,8.676678744894496e-05,8.676678744894496e-05,3.697145528862373e-08,3.697145528862373e-08,0.0,True,8.672927071992594e-05,8.672927199040019e-05,1.4648736416857515e-08
187,11,11,9.771235447383539e-05,9.771235232224363e-05,9.771235232224363e-05,2.201964909139185e-08,2.201964909139185e-08,0.0,True,9.74612036455824e-05,9.746120469231942e-05,1.0740037680286791e-08
188,11,11,0.00011133933269362779,0.00011133933195091767,0.00011133933195091767,6.670689519890215e-09,6.670689519890215e-09,0.0,True,0.00011127973179762796,0.00011127973208428159,2.5759733284508598e-09
189,11,11,9.88928053068956e-05,9.889280118958683e-05,9.889280118958683e-05,4.163405783162017e-08,4.163405783162017e-08,0.0,True,9.88671456530276e-05,9.886714644189567e-05,7.979071820300833e-09
190,11,11,0.0001008799935893235,0.00010087999197287768,0.00010087999197287768,1.602345278816351e-08,1.602345278816351e-08,0.0,True,0.0001007952440207565,0.00010079524534037008,1.3092022111542317e-08
191,11,11,8.055495489504253e-05,8.055495209426235e-05,8.055495209426235e-05,3.476856497598191e-08,3.476856497598191e-08,0.0,True,8.008450781212751e-05,8.008450880094185e-05,1.2347136184084876e-08
192,11,11,0.00010118118395872016,0.00010118118433399511,0.00010118118433399511,3.7089401160360086e-09,3.7089401160360086e-09,0.0,True,0.00010117889611953841,0.00010117889676033346,6.333287555927366e-09
193,11,11,6.0001765376715535e-05,6.0001768212938877e-05,6.0001768212938877e-05,4.726899823950337e-08,4.726899823950337e-08,0.0,True,5.992254676478285e-05,5.9922543910684856e-05,4.7629786844429686e-08
194,11,11,7.065645884895578e-05,7.065645589080058e-05,7.065645589080058e-05,4.186673433403611e-08,4.186673433403611e-08,0.0,True,7.057364143818431e-05,7.057364205807025e-05,8.783533338377119e-09
195,11,11,7.618795817607637e-05,7.618796101884196e-05,7.618796101884196e-05,3.7312531472553346e-08,3.7312531472553346e-08,0.0,True,7.611570967896522e-05,7.611571015878476e-05,6.303817420566246e-09
196,11,11,8.33584786748171e-05,8.335847643054815e-05,8.335847643054815e-05,2.6923103542840876e-08,2.6923103542840876e-08,0.0,True,8.312992278802633e-05,8.312992407456154e-05,1.5476198537926874e-08
197,11,11,9.496821292924818e-05,9.496821347223697e-05,9.496821347223697e-05,5.717584585155155e-09,5.717584585155155e-09,0.0,True,9.487942717776744e-05,9.487942827939327e-05,1.1610797513470748e-08
198,11,11,7.80329991280207e-05,7.803299828358264e-05,7.803299828358264e-05,1.0821550726851758e-08,1.0821550726851758e-08,0.0,True,7.796379183935771e-05,7.796379424103303e-05,3.08050082050396e-08
199,11,11,6.925947706670748e-05,6.925947530889892e-05,6.925947530889892e-05,2.5380043670930675e-08,2.5380043670930675e-08,0.0,True,6.924203230397072e-05,6.92420310192534e-05,1.855400987993647e-08
200,11,11,9.598550489961627e-05,9.598550489482378e-05,9.598550489482378e-05,4.9929260834983415e-11,4.9929260834983415e-11,0.0,True,9.583062882402297e-05,9.583062799148047e-05,8.687645289957646e-09
201,11,11,8.86864518939519e-05,8.868645177835439e-05,8.868645177835439e-05,1.303440505161797e-09,1.303440505161797e-09,0.0,True,8.867565452550343e-05,8.86756546578008e-05,1.4919243822983025e-09
202,11,11,8.28207884172287e-05,8.282078455938471e-05,8.282078455938471e-05,4.658062381672126e-08,4.658062381672126e-08,0.0,True,8.277199705735222e-05,8.277199567800466e-05,1.6664423185688815e-08
203,11,11,0.00010357377639192401,0.00010357377281429935,0.00010357377281429935,3.4541799912204355e-08,3.4541799912204355e-08,0.0,True,0.00010356698063536084,0.0001035669822279864,1.5377734483951297e-08
204,11,11,6.601395448488286e-05,6.60139538692498e-05,6.60139538692498e-05,9.325801866323105e-09,9.325801866323105e-09,0.0,True,6.597120432514525e-05,6.597120567040094e-05,2.0391558412184324e-08
205,11,11,7.737162277673346e-05,7.737162218400385e-05,7.737162218400385e-05,7.660814043099341e-09,7.660814043099341e-09,0.0,True,7.73299606711027e-05,7.732995956593038e-05,1.4291644909919911e-08
206,11,11,7.170640797133874e-05,7.17064101078028e-05,7.17064101078028e-05,2.979460443105254e-08,2.979460443105254e-08,0.0,True,7.169858495105365e-05,7.169858562084311e-05,9.34173880973928e-09
207,11,11,7.992337519619234e-05,7.992337375407246e-05,7.992337375407246e-05,1.8043780946946157e-08,1.8043780946946157e-08,0.0,True,7.979840352660053e-05,7.979840414270117e-05,7.720713744803038e-09
208,11,11,8.092892442153458e-05,8.092892775188062e-05,8.092892775188062e-05,4.115149261704505e-08,4.115149261704505e-08,0.0,True,8.089969793379691e-05,8.089969858974296e-05,8.108139662888567e-09
209,11,11,6.3848624689608e-05,6.384862159894621e-05,6.384862159894621e-05,4.840608238395611e-08,4.840608238395611e-08,0.0,True,6.370422957579976e-05,6.370423171518632e-05,3.3583115236419936e-08
210,11,11,0.00010387616325980137,0.00010387616436420925,0.00010387616436420925,1.0631966415680725e-08,1.0631966415680725e-08,0.0,True,0.0001038393866238995,0.00010383938681623442,1.8522347196078896e-09
211,11,11,9.41801381639207e-05,9.418013764900711e-05,9.418013764900711e-05,5.467326784037163e-09,5.467326784037163e-09,0.0,True,9.41234256716201e-05,9.41234239649426e-05,1.8132335447602826e-08
212,11,11,9.492898341257111e-05,9.492898397574044e-05,9.492898397574044e-05,5.932533033835969e-09,5.932533033835969e-09,0.0,True,9.484707018094037e-05,9.48470685639128e-05,1.704878806285751e-08
213,11,11,0.00010121809517372722,0.00010121809328085101,0.00010121809328085101,1.8700966524401852e-08,1.8700966524401852e-08,0.0,True,0.00010109035280312379,0.00010109035320225016,3.948214219576487e-09
214,11,11,9.454272461993308e-05,9.454272258932963e-05,9.454272258932963e-05,2.1478156708368147e-08,2.1478156708368147e-08,0.0,True,9.429600457570355e-05,9.429600600623892e-05,1.517068882014375e-08
215,11,11,7.778888828801185e-05,7.778889008843214e-05,7.778889008843214e-05,2.3144954583027374e-08,2.3144954583027374e-08,0.0,True,7.776781901876266e-05,7.776781973466772e-05,9.205672302791873e-09
216,11,11,7.712653091523629e-05,7.712652931818445e-05,7.712652931818445e-05,2.0706906138893996e-08,2.0706906138893996e-08,0.0,True,7.683469375707505e-05,7.683469388989196e-05,1.7286059292316354e-09
217,11,11,8.650906885960906e-05,8.650906684039788e-05,8.650906684039788e-05,2.334103480433906e-08,2.334103480433906e-08,0.0,True,8.622251994313086e-05,8.62225199874454e-05,5.139555326420975e-10
218,11,11,8.935206569712177e-05,8.935206787775399e-05,8.935206787775399e-05,2.440494468711575e-08,2.440494468711575e-08,0.0,True,8.928929923357687e-05,8.928930045493206e-05,1.3678628655952646e-08
219,11,11,6.290955615436206e-05,6.290955941384792e-05,6.290955941384792e-05,5.181225334920899e-08,5.181225334920899e-08,0.0,True,6.287254993516384e-05,6.287254801788547e-05,3.0494682263606805e-08
220,11,11,0.00011439960810742783,0.00011439960718438273,0.00011439960718438273,8.068603699371426e-09,8.068603699371426e-09,0.0,True,0.00011438881162069066,0.00011438881208902307,4.0942151208216754e-09
221,11,11,9.145415264756769e-05,9.145415511096568e-05,9.145415511096568e-05,2.6935878988833748e-08,2.6935878988833748e-08,0.0,True,9.145172764880203e-05,9.145172755995226e-05,9.715483140080182e-10
222,11,11,7.1116309990256e-05,7.111631109935536e-05,7.111631109935536e-05,1.559556953454919e-08,1.559556953454919e-08,0.0,True,7.053040577527099e-05,7.053040815917434e-05,3.379965340552354e-08
223,11,11,6.760174632218613e-05,6.760174446850504e-05,6.760174446850504e-05,2.7420609609148048e-08,2.7420609609148048e-08,0.0,True,6.759829766824918e-05,6.759829937860338e-05,2.530173418978645e-08
224,11,11,8.519802245312221e-05,8.51980204169555e-05,8.51980204169555e-05,2.3899225059253207e-08,2.3899225059253207e-08,0.0,True,8.51097281770608e-05,8.510972570267986e-05,2.9072834188655514e-08
225,11,11,6.087854286632121e-05,6.087854266233149e-05,6.087854266233149e-05,3.3507654516546464e-09,3.3507654516546464e-09,0.0,True,6.075976889424533e-05,6.07597685590458e-05,5.516800689177775e-09
226,11,11,9.312308476390024e-05,9.31230854379838e-05,9.31230854379838e-05,7.238630102122979e-09,7.238630102122979e-09,0.0,True,9.275526404033155e-05,9.275526375906578e-05,3.0323429918585034e-09
227,11,11,6.833479246644547e-05,6.833478722019101e-05,6.833478722019101e-05,7.677281607484886e-08,7.677281607484886e-08,0.0,True,6.826265381546816e-05,6.826265249053894e-05,1.9409284174562062e-08
228,11,11,8.397355135538479e-05,8.39735504532583e-05,8.39735504532583e-05,1.0742983669892418e-08,1.0742983669892418e-08,0.0,True,8.396483283092652e-05,8.396483447448537e-05,1.957437136136829e-08
229,11,11,6.761774330746346e-05,6.76177428317094e-05,6.76177428317094e-05,7.035935086123003e-09,7.035935086123003e-09,0.0,True,6.761734940002038e-05,6.761734897212819e-05,6.328142083756257e-09
230,11,11,9.963742088374158e-05,9.963742002629283e-05,9.963742002629283e-05,8.60568985422235e-09,8.60568985422235e-09,0.0,True,9.962030104094795e-05,9.96203006109e-05,4.316870646068275e-09
231,11,11,0.00010164654925926854,0.00010164655264116096,0.00010164655264116096,3.327109918634653e-08,3.327109918634653e-08,0.0,True,0.00010157567408643544,0.0001015756751476215,1.0447245988293096e-08
232,11,11,5.764712134287886e-05,5.7647120015352696e-05,5.7647120015352696e-05,2.3028490092890745e-08,2.3028490092890745e-08,0.0,True,5.723976368651333e-05,5.723976430930673e-05,1.0880432560736482e-08
233,11,11,8.210684746417176e-05,8.210684629458605e-05,8.210684629458605e-05,1.4244679284719107e-08,1.4244679284719107e-08,0.0,True,8.190970940165843e-05,8.19097083145454e-05,1.3272090217969263e-08
234,11,11,6.743257514495786e-05,6.74325777379668e-05,6.74325777379668e-05,3.8453357770734335e-08,3.8453357770734335e-08,0.0,True,6.740254102545438e-05,6.740254196031152e-05,1.38697609592937e-08
235,11,11,8.123760384960309e-05,8.123760614937801e-05,8.123760614937801e-05,2.8309241259248618e-08,2.8309241259248618e-08,0.0,True,8.121129230626706e-05,8.121129163880731e-05,8.218804798020384e-09
236,11,11,8.022066019835912e-05,8.022065997761165e-05,8.022065997761165e-05,2.7517532877445073e-09,2.7517532877445073e-09,0.0,True,8.008717485262284e-05,8.008717493811005e-05,1.067427008379076e-09
237,11,11,6.58940939885914e-05,6.589409351241307e-05,6.589409351241307e-05,7.22641892730223e-09,7.22641892730223e-09,0.0,True,6.579659837765484e-05,6.579659792687229e-05,6.85115299681551e-09
238,11,11,8.130325747481693e-05,8.130325780608054e-05,8.130325780608054e-05,4.074419874588258e-09,4.074419874588258e-09,0.0,True,8.102261456639231e-05,8.102261646284815e-05,2.3406499583667737e-08
239,11,11,0.00010113919184303509,0.00010113919402911741,0.00010113919402911741,2.161459149284311e-08,2.161459149284311e-08,0.0,True,0.00010102287886420619,0.00010102288008404817,1.2074907936086503e-08
240,11,11,8.030959837695799e-05,8.030959999643804e-05,8.030959999643804e-05,2.0165460691194373e-08,2.0165460691194373e-08,0.0,True,8.00390679364876e-05,8.003906719981122e-05,9.203959988585207e-09
241,11,11,7.604141923492511e-05,7.604141937901242e-05,7.604141937901242e-05,1.8948529950413947e-09,1.8948529950413947e-09,0.0,True,7.601975131066859e-05,7.601975090356823e-05,5.3551920442629505e-09
242,11,11,7.76582612879979e-05,7.76582625409522e-05,7.76582625409522e-05,1.6134204862002428e-08,1.6134204862002428e-08,0.0,True,7.763268739970164e-05,7.763268794772554e-05,7.0591899812186805e-09
243,11,11,7.135200654482764e-05,7.135200923110795e-05,7.135200923110795e-05,3.764827974090864e-08,3.764827974090864e-08,0.0,True,7.132485610823684e-05,7.132485540504147e-05,9.859050743171993e-09
244,11,11,8.285589975633634e-05,8.285590104222128e-05,8.285590104222128e-05,1.551953390641792e-08,1.551953390641792e-08,0.0,True,8.285513038367459e-05,8.285513169715685e-05,1.5852756828866378e-08
245,11,11,8.142071099917421e-05,8.142070939384154e-05,8.142070939384154e-05,1.9716515058858087e-08,1.9716515058858087e-08,0.0,True,8.127280728856712e-05,8.127280986678651e-05,3.1723025130448444e-08
246,11,11,7.499873913360523e-05,7.499873957832361e-05,7.499873957832361e-05,5.929677985366126e-09,5.929677985366126e-09,0.0,True,7.48508042185808e-05,7.485080433274563e-05,1.5252319112951187e-09
247,11,11,7.833446095942104e-05,7.833446175388826e-05,7.833446175388826e-05,1.0141988739432713e-08,1.0141988739432713e-08,0.0,True,7.800010493993009e-05,7.800010704492262e-05,2.6987046697017447e-08
248,11,11,8.310171659903286e-05,8.310171921017305e-05,8.310171921017305e-05,3.142101398528337e-08,3.142101398528337e-08,0.0,True,8.306787700938945e-05,8.306787731250149e-05,3.648968181493917e-09
249,11,11,6.32199849637392e-05,6.321998653449481e-05,6.321998653449481e-05,2.48458713086107e-08,2.48458713086107e-08,0.0,True,6.25332672739999e-05,6.253326508334326e-05,3.5031860713048906e-08
250,11,11,7.968460171109813e-05,7.968460185845639e-05,7.968460185845639e-05,1.8492688788914586e-09,1.8492688788914586e-09,0.0,True,7.957432366968614e-05,7.957432342367163e-05,3.091631846654069e-09
251,11,11,6.884876034826177e-05,6.884876027713076e-05,6.884876027713076e-05,1.033148710666125e-09,1.033148710666125e-09,0.0,True,6.86031150684689e-05,6.860311550109635e-05,6.306236313079703e-09
252,11,11,8.445628041781477e-05,8.445627810638934e-05,8.445627810638934e-05,2.7368307324827384e-08,2.7368307324827384e-08,0.0,True,8.413568023169547e-05,8.413567954197065e-05,8.197768467827512e-09
253,11,11,7.923589882981365e-05,7.923589996308943e-05,7.923589996308943e-05,1.4302554715559409e-08,1.4302554715559409e-08,0.0,True,7.920344104897391e-05,7.920344047837823e-05,7.204177971536081e-09
254,11,11,6.712424578679524e-05,6.712424536770047e-05,6.712424536770047e-05,6.243567685486715e-09,6.243567685486715e-09,0.0,True,6.681843041179955e-05,6.681843054167093e-05,1.943645982385311e-09
255,11,11,7.535963249349479e-05,7.535963535121273e-05,7.535963535121273e-05,3.792107056327012e-08,3.792107056327012e-08,0.0,True,7.52782025288317e-05,7.527820379978826e-05,1.688346030788062e-08
256,11,11,7.142621143215185e-05,7.1426209677979e-05,7.1426209677979e-05,2.455923124090169e-08,2.455923124090169e-08,0.0,True,7.133349357614682e-05,7.133349339091195e-05,2.5967446947313315e-09
257,11,11,6.761398384231831e-05,6.761398079508608e-05,6.761398079508608e-05,4.5068077135105605e-08,4.5068077135105605e-08,0.0,True,6.758159756363501e-05,6.758159952927115e-05,2.9085374570595482e-08
258,11,11,6.486612378496203e-05,6.486612434492833e-05,6.486612434492833e-05,8.63264622450344e-09,8.63264622450344e-09,0.0,True,6.485580908286683e-05,6.485580927809803e-05,3.0102345984174216e-09
259,11,11,6.161710510155683e-05,6.161710782179846e-05,6.161710782179846e-05,4.4147507903882144e-08,4.4147507903882144e-08,0.0,True,6.161613918496348e-05,6.161613841688225e-05,1.2465585419147942e-08
260,11,11,7.572904719657123e-05,7.572904999348477e-05,7.572904999348477e-05,3.693316689602256e-08,3.693316689602256e-08,0.0,True,7.56875304748562e-05,7.568753001683883e-05,6.051424485637426e-09
261,11,11,5.27119556213724e-05,5.271195666783286e-05,5.271195666783286e-05,1.9852430924953456e-08,1.9852430924953456e-08,0.0,True,5.2706298866030834e-05,5.270629772190486e-05,2.1707576168325102e-08
262,11,11,7.905754504647261e-05,7.905754622807782e-05,7.905754622807782e-05,1.4946140997088244e-08,1.4946140997088244e-08,0.0,True,7.90573794627869e-05,7.905737894976003e-05,6.489297819573734e-09
263,11,11,6.292708245655812e-05,6.292707977688749e-05,6.292707977688749e-05,4.258374172059385e-08,4.258374172059385e-08,0.0,True,6.290679735320645e-05,6.29067960787744e-05,2.0259051853998674e-08
264,11,11,7.282949614497084e-05,7.282949729983483e-05,7.282949729983483e-05,1.5857091605869595e-08,1.5857091605869595e-08,0.0,True,7.250349728597766e-05,7.250349685872622e-05,5.89283910710747e-09
265,11,11,7.89694363825769e-05,7.896943812775505e-05,7.896943812775505e-05,2.2099412371588454e-08,2.2099412371588454e-08,0.0,True,7.886382120965592e-05,7.886382206289818e-05,1.0819184666586167e-08
266,11,11,7.239506113148394e-05,7.239506132978581e-05,7.239506132978581e-05,2.7391630767470423e-09,2.7391630767470423e-09,0.0,True,7.23856818379656e-05,7.238568199881493e-05,2.222115335899873e-09
267,11,11,8.324181330257824e-05,8.324181481750673e-05,8.324181481750673e-05,1.8199128966416587e-08,1.8199128966416587e-08,0.0,True,8.31658954709321e-05,8.316589715371308e-05,2.0234026611725847e-08
268,11,11,6.725179508834835e-05,6.725179556361008e-05,6.725179556361008e-05,7.066900285755846e-09,7.066900285755846e-09,0.0,True,6.721343765240716e-05,6.72134387224354e-05,1.591985554069126e-08
269,11,11,5.543910690415577e-05,5.5439107835864454e-05,5.5439107835864454e-05,1.680598290528949e-08,1.680598290528949e-08,0.0,True,5.531668647708365e-05,5.531668658032677e-05,1.8664009790914053e-09
270,11,11,7.28456516639716e-05,7.284565361881055e-05,7.284565361881055e-05,2.6835355326921216e-08,2.6835355326921216e-08,0.0,True,7.27292280747223e-05,7.272922887782232e-05,1.1042328242984614e-08
271,11,11,6.69948550732294e-05,6.699485502225309e-05,6.699485502225309e-05,7.608989221454567e-10,7.608989221454567e-10,0.0,True,6.698775110493342e-05,6.698775080085453e-05,4.539320822419978e-09
272,11,11,0.0007006902702110168,0.0007006902966242361,0.0007006902966242361,3.769599850228981e-08,3.769599850228981e-08,0.0,True,0.0007006888514862973,0.000700688850210076,1.8213807845290324e-09
273,11,11,0.00016338130818093795,0.00016338131293341444,0.00016338131293341444,2.908825092313562e-08,2.908825092313562e-08,0.0,True,0.00016337992654906705,0.00016337992740755929,5.254575920085057e-09
274,11,11,0.00010571699664526292,0.00010571699644239312,0.00010571699644239312,1.9189894223582317e-09,1.9189894223582317e-09,0.0,True,0.00010571632463055482,0.00010571632268518592,1.8401783677495205e-08
275,11,11,0.0001068406646488141,0.00010684066394087716,0.00010684066394087716,6.6261000853999476e-09,6.6261000853999476e-09,0.0,True,0.00010677584803259554,0.0001067758484151218,3.5825166890291932e-09
276,11,11,8.732957887213842e-05,8.732957730563647e-05,8.732957730563647e-05,1.7937816337109394e-08,1.7937816337109394e-08,0.0,True,8.73178658069116e-05,8.731786510358033e-05,8.05483817768228e-09
277,11,11,9.485330708163527e-05,9.485330499637202e-05,9.485330499637202e-05,2.198408589229453e-08,2.198408589229453e-08,0.0,True,9.479814839949778e-05,9.479814972872518e-05,1.4021659794938163e-08
278,11,11,0.06349701914397447,0.06349702231533422,0.06349702231451716,4.9945017687643095e-08,4.993215007955377e-08,1.286760744665284e-11,False,0.06349701486314988,0.06349701694545674,3.27937747121117e-08
279,12,12,7.746139727436439e-05,7.746139608333732e-05,7.746139608333732e-05,1.537574985039125e-08,1.537574985039125e-08,0.0,True,7.742906416125379e-05,7.742906372639423e-05,5.616231663637995e-09
280,12,12,0.002688649960643289,0.0026886501797487236,0.0026886501797487236,8.149273351225086e-08,8.149273351225086e-08,0.0,True,0.002688649740032435,0.0026886496572231574,3.079957905326796e-08
