ts,rec,it,amostra,degrau_falho,pop_size,max_tries,erro,problema
2026-07-26T17:34:02.518+00:00,rs_runtimeerror_fallback,184,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T17:37:17.603+00:00,rs_runtimeerror_fallback,185,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:44:02.787+00:00,rs_runtimeerror_fallback,187,7,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T17:47:10.767+00:00,rs_runtimeerror_fallback,188,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:53:53.428+00:00,rs_runtimeerror_fallback,190,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:53:55.918+00:00,rs_runtimeerror_fallback,190,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T17:57:15.693+00:00,rs_runtimeerror_fallback,191,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:00:16.438+00:00,rs_runtimeerror_fallback,192,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:03:20.936+00:00,rs_runtimeerror_fallback,193,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:06:03.488+00:00,rs_runtimeerror_fallback,194,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:09:11.399+00:00,rs_runtimeerror_fallback,195,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T18:13:34.089+00:00,rs_runtimeerror_fallback,196,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:16:27.719+00:00,rs_runtimeerror_fallback,197,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:19:20.765+00:00,rs_runtimeerror_fallback,198,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:22:17.352+00:00,rs_runtimeerror_fallback,199,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:22:18.212+00:00,rs_runtimeerror_fallback,199,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T18:22:18.907+00:00,rs_runtimeerror_fallback,199,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F1
2026-07-26T18:22:19.960+00:00,rs_runtimeerror_fallback,199,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F1
2026-07-26T18:25:34.410+00:00,rs_runtimeerror_fallback,200,3,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F1
2026-07-26T18:25:35.793+00:00,rs_runtimeerror_fallback,200,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F1
2026-07-26T10:05:47.565+00:00,rs_runtimeerror_fallback,2,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F17
2026-07-26T10:07:29.411+00:00,rs_runtimeerror_fallback,5,6,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F17
2026-07-26T10:07:30.155+00:00,rs_runtimeerror_fallback,5,9,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F17
2026-07-26T10:08:05.608+00:00,rs_runtimeerror_fallback,6,2,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F17
2026-07-26T10:08:45.035+00:00,rs_runtimeerror_fallback,7,6,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F17
2026-07-26T10:09:25.655+00:00,rs_runtimeerror_fallback,8,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F17
2026-07-26T10:09:26.911+00:00,rs_runtimeerror_fallback,8,3,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F17
2026-07-26T10:13:51.549+00:00,rs_runtimeerror_fallback,14,4,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F17
2026-07-26T10:21:03.506+00:00,rs_runtimeerror_fallback,23,3,0,1024,10,Only found 4 optimal points instead of 10.,BBOB_F17
2026-07-26T10:23:38.086+00:00,rs_runtimeerror_fallback,26,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F17
2026-07-26T10:27:09.711+00:00,rs_runtimeerror_fallback,30,8,0,1024,10,Only found 4 optimal points instead of 10.,BBOB_F17
2026-07-26T10:44:08.806+00:00,rs_runtimeerror_fallback,47,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F17
2026-07-26T12:57:06.005+00:00,rs_runtimeerror_fallback,127,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F17
2026-07-26T10:05:12.133+00:00,rs_runtimeerror_fallback,1,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:12.616+00:00,rs_runtimeerror_fallback,1,4,0,1024,10,Only found 3 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:14.404+00:00,rs_runtimeerror_fallback,1,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:44.975+00:00,rs_runtimeerror_fallback,2,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:46.363+00:00,rs_runtimeerror_fallback,2,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:47.222+00:00,rs_runtimeerror_fallback,2,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:47.939+00:00,rs_runtimeerror_fallback,2,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:48.795+00:00,rs_runtimeerror_fallback,2,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:05:49.568+00:00,rs_runtimeerror_fallback,2,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:06:21.878+00:00,rs_runtimeerror_fallback,3,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:06:24.219+00:00,rs_runtimeerror_fallback,3,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:06:24.678+00:00,rs_runtimeerror_fallback,3,10,0,1024,10,Only found 4 optimal points instead of 10.,BBOB_F22
2026-07-26T10:06:58.808+00:00,rs_runtimeerror_fallback,4,2,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:07:01.221+00:00,rs_runtimeerror_fallback,4,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:07:01.927+00:00,rs_runtimeerror_fallback,4,10,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:07:37.117+00:00,rs_runtimeerror_fallback,5,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:07:38.220+00:00,rs_runtimeerror_fallback,5,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:07:38.726+00:00,rs_runtimeerror_fallback,5,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:08:13.131+00:00,rs_runtimeerror_fallback,6,6,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:08:13.796+00:00,rs_runtimeerror_fallback,6,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:08:57.751+00:00,rs_runtimeerror_fallback,7,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:09:41.594+00:00,rs_runtimeerror_fallback,8,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:09:43.062+00:00,rs_runtimeerror_fallback,8,6,1,2048,20,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:10:29.689+00:00,rs_runtimeerror_fallback,9,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:11:15.066+00:00,rs_runtimeerror_fallback,10,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:11:16.595+00:00,rs_runtimeerror_fallback,10,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:11:17.748+00:00,rs_runtimeerror_fallback,10,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:11:18.678+00:00,rs_runtimeerror_fallback,10,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:04.139+00:00,rs_runtimeerror_fallback,11,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:05.329+00:00,rs_runtimeerror_fallback,11,4,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:06.754+00:00,rs_runtimeerror_fallback,11,6,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:50.585+00:00,rs_runtimeerror_fallback,12,1,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:51.475+00:00,rs_runtimeerror_fallback,12,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:53.029+00:00,rs_runtimeerror_fallback,12,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:53.963+00:00,rs_runtimeerror_fallback,12,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:12:54.491+00:00,rs_runtimeerror_fallback,12,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:15:22.071+00:00,rs_runtimeerror_fallback,15,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:15:23.214+00:00,rs_runtimeerror_fallback,15,4,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:16:15.637+00:00,rs_runtimeerror_fallback,16,5,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:16:16.808+00:00,rs_runtimeerror_fallback,16,8,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:17:04.684+00:00,rs_runtimeerror_fallback,17,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:17:59.301+00:00,rs_runtimeerror_fallback,18,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:18:00.702+00:00,rs_runtimeerror_fallback,18,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:18:02.274+00:00,rs_runtimeerror_fallback,18,9,1,2048,20,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:18:51.460+00:00,rs_runtimeerror_fallback,19,2,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:18:52.660+00:00,rs_runtimeerror_fallback,19,4,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:19:47.716+00:00,rs_runtimeerror_fallback,20,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:19:48.481+00:00,rs_runtimeerror_fallback,20,6,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:19:49.484+00:00,rs_runtimeerror_fallback,20,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:19:50.633+00:00,rs_runtimeerror_fallback,20,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:20:43.993+00:00,rs_runtimeerror_fallback,21,2,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:21:37.053+00:00,rs_runtimeerror_fallback,22,6,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:23:26.097+00:00,rs_runtimeerror_fallback,24,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:23:27.065+00:00,rs_runtimeerror_fallback,24,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:23:29.082+00:00,rs_runtimeerror_fallback,24,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:24:18.369+00:00,rs_runtimeerror_fallback,25,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:25:11.944+00:00,rs_runtimeerror_fallback,26,8,0,1024,10,Only found 3 optimal points instead of 10.,BBOB_F22
2026-07-26T10:25:12.503+00:00,rs_runtimeerror_fallback,26,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:26:13.443+00:00,rs_runtimeerror_fallback,27,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:26:14.192+00:00,rs_runtimeerror_fallback,27,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:26:15.080+00:00,rs_runtimeerror_fallback,27,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:27:17.887+00:00,rs_runtimeerror_fallback,28,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:31:13.942+00:00,rs_runtimeerror_fallback,32,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:32:09.168+00:00,rs_runtimeerror_fallback,33,3,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:32:10.662+00:00,rs_runtimeerror_fallback,33,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:32:12.479+00:00,rs_runtimeerror_fallback,33,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:33:06.507+00:00,rs_runtimeerror_fallback,34,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:33:07.304+00:00,rs_runtimeerror_fallback,34,2,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:34:09.005+00:00,rs_runtimeerror_fallback,35,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:35:16.422+00:00,rs_runtimeerror_fallback,36,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:35:16.990+00:00,rs_runtimeerror_fallback,36,2,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:35:18.554+00:00,rs_runtimeerror_fallback,36,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:35:19.397+00:00,rs_runtimeerror_fallback,36,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:36:29.600+00:00,rs_runtimeerror_fallback,37,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:36:30.731+00:00,rs_runtimeerror_fallback,37,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:38:31.075+00:00,rs_runtimeerror_fallback,39,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:38:33.162+00:00,rs_runtimeerror_fallback,39,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:38:33.842+00:00,rs_runtimeerror_fallback,39,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:39:34.400+00:00,rs_runtimeerror_fallback,40,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:39:35.803+00:00,rs_runtimeerror_fallback,40,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:39:36.611+00:00,rs_runtimeerror_fallback,40,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:39:38.074+00:00,rs_runtimeerror_fallback,40,10,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:40:46.924+00:00,rs_runtimeerror_fallback,41,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:41:48.442+00:00,rs_runtimeerror_fallback,42,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:42:52.215+00:00,rs_runtimeerror_fallback,43,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:43:59.095+00:00,rs_runtimeerror_fallback,44,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:48:23.779+00:00,rs_runtimeerror_fallback,48,5,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T10:48:24.349+00:00,rs_runtimeerror_fallback,48,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:48:25.610+00:00,rs_runtimeerror_fallback,48,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T10:48:26.297+00:00,rs_runtimeerror_fallback,48,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:48:27.165+00:00,rs_runtimeerror_fallback,48,10,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T10:50:52.623+00:00,rs_runtimeerror_fallback,50,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:53:15.511+00:00,rs_runtimeerror_fallback,52,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:54:27.125+00:00,rs_runtimeerror_fallback,53,1,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T10:55:46.226+00:00,rs_runtimeerror_fallback,54,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:58:16.090+00:00,rs_runtimeerror_fallback,56,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T10:58:17.092+00:00,rs_runtimeerror_fallback,56,9,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T11:00:49.972+00:00,rs_runtimeerror_fallback,58,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:00:51.770+00:00,rs_runtimeerror_fallback,58,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:02:05.464+00:00,rs_runtimeerror_fallback,59,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:02:06.095+00:00,rs_runtimeerror_fallback,59,6,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:04:39.615+00:00,rs_runtimeerror_fallback,61,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:07:25.040+00:00,rs_runtimeerror_fallback,63,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:08:40.762+00:00,rs_runtimeerror_fallback,64,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:08:42.606+00:00,rs_runtimeerror_fallback,64,6,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T11:08:43.326+00:00,rs_runtimeerror_fallback,64,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T11:10:07.051+00:00,rs_runtimeerror_fallback,65,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:10:08.950+00:00,rs_runtimeerror_fallback,65,10,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:11:23.090+00:00,rs_runtimeerror_fallback,66,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:11:23.764+00:00,rs_runtimeerror_fallback,66,7,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:14:09.711+00:00,rs_runtimeerror_fallback,68,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:14:11.632+00:00,rs_runtimeerror_fallback,68,7,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T11:14:12.308+00:00,rs_runtimeerror_fallback,68,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:14:13.197+00:00,rs_runtimeerror_fallback,68,10,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:16:54.870+00:00,rs_runtimeerror_fallback,70,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:16:55.401+00:00,rs_runtimeerror_fallback,70,5,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:16:56.955+00:00,rs_runtimeerror_fallback,70,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:19:59.611+00:00,rs_runtimeerror_fallback,72,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:21:20.766+00:00,rs_runtimeerror_fallback,73,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:22:56.903+00:00,rs_runtimeerror_fallback,74,8,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:24:29.669+00:00,rs_runtimeerror_fallback,75,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:26:08.680+00:00,rs_runtimeerror_fallback,76,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:27:44.095+00:00,rs_runtimeerror_fallback,77,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:29:19.787+00:00,rs_runtimeerror_fallback,78,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:31:02.939+00:00,rs_runtimeerror_fallback,79,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:31:03.529+00:00,rs_runtimeerror_fallback,79,9,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T11:32:43.785+00:00,rs_runtimeerror_fallback,80,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:32:46.812+00:00,rs_runtimeerror_fallback,80,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:34:18.575+00:00,rs_runtimeerror_fallback,81,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:34:20.580+00:00,rs_runtimeerror_fallback,81,5,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:37:46.842+00:00,rs_runtimeerror_fallback,83,8,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:39:29.349+00:00,rs_runtimeerror_fallback,84,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:41:04.817+00:00,rs_runtimeerror_fallback,85,2,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:41:05.343+00:00,rs_runtimeerror_fallback,85,3,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T11:42:52.921+00:00,rs_runtimeerror_fallback,86,1,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:42:53.693+00:00,rs_runtimeerror_fallback,86,2,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T11:42:54.515+00:00,rs_runtimeerror_fallback,86,4,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:44:39.113+00:00,rs_runtimeerror_fallback,87,1,0,1024,10,Only found 6 optimal points instead of 10.,BBOB_F22
2026-07-26T11:44:40.952+00:00,rs_runtimeerror_fallback,87,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:46:29.261+00:00,rs_runtimeerror_fallback,88,10,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:48:18.752+00:00,rs_runtimeerror_fallback,89,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:48:19.624+00:00,rs_runtimeerror_fallback,89,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:48:21.264+00:00,rs_runtimeerror_fallback,89,7,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:48:22.012+00:00,rs_runtimeerror_fallback,89,8,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:48:22.744+00:00,rs_runtimeerror_fallback,89,9,0,1024,10,Only found 4 optimal points instead of 10.,BBOB_F22
2026-07-26T11:50:23.038+00:00,rs_runtimeerror_fallback,90,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:52:08.077+00:00,rs_runtimeerror_fallback,91,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:52:09.073+00:00,rs_runtimeerror_fallback,91,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:52:10.750+00:00,rs_runtimeerror_fallback,91,6,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:52:11.608+00:00,rs_runtimeerror_fallback,91,8,0,1024,10,Only found 5 optimal points instead of 10.,BBOB_F22
2026-07-26T11:52:13.348+00:00,rs_runtimeerror_fallback,91,8,1,2048,20,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:53:54.334+00:00,rs_runtimeerror_fallback,92,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:55:43.600+00:00,rs_runtimeerror_fallback,93,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:55:44.757+00:00,rs_runtimeerror_fallback,93,3,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:55:46.222+00:00,rs_runtimeerror_fallback,93,8,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:55:47.102+00:00,rs_runtimeerror_fallback,93,10,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:57:37.069+00:00,rs_runtimeerror_fallback,94,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T11:59:35.525+00:00,rs_runtimeerror_fallback,95,3,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T11:59:36.287+00:00,rs_runtimeerror_fallback,95,4,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T11:59:38.495+00:00,rs_runtimeerror_fallback,95,9,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T12:03:19.267+00:00,rs_runtimeerror_fallback,97,1,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T12:03:21.774+00:00,rs_runtimeerror_fallback,97,9,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T12:05:18.787+00:00,rs_runtimeerror_fallback,98,9,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T12:07:25.390+00:00,rs_runtimeerror_fallback,99,6,0,1024,10,Only found 8 optimal points instead of 10.,BBOB_F22
2026-07-26T12:09:25.731+00:00,rs_runtimeerror_fallback,100,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T12:11:34.062+00:00,rs_runtimeerror_fallback,101,2,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T12:11:34.655+00:00,rs_runtimeerror_fallback,101,3,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
2026-07-26T12:11:35.584+00:00,rs_runtimeerror_fallback,101,5,0,1024,10,Only found 7 optimal points instead of 10.,BBOB_F22
2026-07-26T12:13:40.333+00:00,rs_runtimeerror_fallback,102,1,0,1024,10,Only found 9 optimal points instead of 10.,BBOB_F22
