exp,alg,problema,semente,igd_plus,hv,igd,gd,spacing,n_nd,n_aval,erro,selo
main,c122,ZDT4,16,18.362924158673042,0.0,18.365056751277447,77.89367390333894,4.528897738308915,6,309,,
main,c122,ZDT4,17,25.802190396510394,0.0,25.802237741956507,63.6752368651466,3.443931976627596,14,309,,
main,c122,ZDT4,18,10.655164865993799,0.0,10.668069528788891,15.878721772487149,2.5355181992355393,6,309,,
main,c122,ZDT4,19,28.310541879882862,0.0,28.310545053827372,66.21875182336449,6.657696436096665,13,309,,
main,c122,ZDT4,20,22.337604800051786,0.0,22.338273250227818,43.16414758319664,3.9131177029934654,8,309,,
main,c122,ZDT4,21,23.42720518050189,0.0,23.43421617664138,30.873123697358164,3.8216871218969746,4,309,,
main,c122,ZDT4,22,22.54038550450265,0.0,22.541455251933986,95.6014981832227,5.694491657104415,14,309,,
main,c122,ZDT4,23,35.2536069078976,0.0,35.2572169457269,55.72410887225552,8.806275100309001,7,309,,
main,c122,ZDT4,24,22.194128748632878,0.0,22.196437561951367,59.637286658173494,6.3406396159786516,14,309,,
main,c122,ZDT4,25,20.878925730447296,0.0,20.882929352893253,70.95471237100878,64.39969674304842,7,309,,
main,c122,ZDT4,26,41.031588478412736,0.0,41.03221727587111,60.29689215606272,2.0879076644431738,6,309,,
main,c122,ZDT4,27,17.14621152038758,0.0,17.147614192667373,52.164511183376085,2.167859832311195,9,309,,
main,c122,ZDT4,28,20.42607327282587,0.0,20.430052964087775,49.3072149384539,35.146442099408496,7,309,,
main,c122,ZDT4,42,18.594077217326685,0.0,18.595665187466423,58.66729630829929,29.071007256295818,9,309,,
main,c122,ZDT6,0,0.49511682627164594,0.11758706891500353,0.4953469067141211,0.36996933036411656,0.07597566862144112,11,309,,
main,c122,ZDT6,1,0.4562130804208608,0.15627489750472154,0.45623326430876604,0.37301584206228927,0.1252944781793722,12,309,,
main,c122,ZDT6,2,0.8162152549662028,0.052374918675791644,0.8312578673380057,0.49603939665598495,0.09330032508650411,7,309,,
main,c122,ZDT6,3,0.5696320760834244,0.09416804372063502,0.5696324072709961,0.4076279119771578,0.14905838447006364,7,309,,
main,c122,ZDT6,4,0.539078748198131,0.13569342074625235,0.5392607161057187,0.3349515926704252,0.08705367813215241,8,309,,
main,c122,ZDT6,5,0.7233229252303373,0.066934199448525,0.7309920715993409,0.48008945559309446,0.09336799334825777,9,309,,
main,c122,ZDT6,6,0.5679339025820866,0.1341143235452419,0.5681750711932928,0.35389189021168305,0.056768234941428936,10,309,,
main,c122,ZDT6,7,0.5239669512224416,0.1759898625824513,0.5240154661566152,0.9999746075779016,1.3075028518707013,16,309,,
main,c122,ZDT6,8,0.8968514686031164,0.012717584252016825,0.8968514760584019,0.5883521941514859,0.07057853432791955,18,309,,
main,c122,ZDT6,9,0.5557911070303745,0.11162068866240504,0.5558615911320693,1.5145073837837257,1.7805000838644325,11,309,,
main,c122,ZDT6,10,1.3480171527822704,0.0,1.3629330906337167,1.6822327514598165,0.13837341334194736,14,309,,
main,c122,ZDT6,11,0.8355752173726742,0.03029420900727482,0.8355752175234328,1.2610251916971256,0.4724948010243418,14,309,,
main,c122,ZDT6,12,1.0086773889753975,0.0,1.0137340636825056,0.6571471045420795,0.18009407347544185,7,309,,
main,c122,ZDT6,13,0.9981797652828638,0.0,0.998179765347036,0.974732386369762,0.269759039041933,11,309,,
main,c122,ZDT6,14,0.6003390513506279,0.08512535817937239,0.60107893658066,0.5042980377678158,0.17757130858677692,11,309,,
main,c122,ZDT6,15,0.7241261079978457,0.04727021000652141,0.7255363215279389,0.7939731252922786,0.8337963992038557,10,309,,
main,c122,ZDT6,16,0.9138882679880461,0.019133079585844613,0.9200447012002205,1.1034833575778362,0.45419568221839823,16,309,,
main,c122,ZDT6,17,0.8662413964891416,0.013865017243230348,0.8662418399774231,0.6249146951964714,0.19119612494952887,10,309,,
main,c122,ZDT6,18,0.786477350197709,0.02831023746028326,0.7867614985690446,0.6021390698916278,0.11869835910781422,11,309,,
main,c122,ZDT6,19,0.6870624702595701,0.06876692341206975,0.6872432352889142,0.4002955248060431,0.059104936966052214,8,309,,
main,c122,ZDT6,20,0.45801203849631106,0.16872390307180332,0.45825404805564435,0.9781097406121084,2.2393662154318053,12,309,,
main,c122,ZDT6,21,0.8800823689389217,0.019582532105430452,0.8800925178982427,0.9211990629973515,0.9115355062522277,9,309,,
main,c122,ZDT6,22,0.7196746961539255,0.037309840632098065,0.7196987121802968,0.6794491864189982,0.20755118270308898,9,309,,
main,c122,ZDT6,23,0.5897922702672006,0.10733111026744577,0.5906764075903853,1.5006198472753496,2.7054347455222834,7,309,,
main,c122,ZDT6,24,0.7379697613795927,0.058407284845986694,0.7431363557062716,0.5095327109874075,0.11141841873106045,8,309,,
main,c122,ZDT6,25,0.6572353341952709,0.041099820382661946,0.6572443714601746,0.6402261541570309,0.262133915742151,12,309,,
main,c122,ZDT6,26,0.9201388655336292,0.007506330354136346,0.9201618469113114,1.787757670436278,0.37518202944151413,12,309,,
main,c122,ZDT6,27,0.8376568222950063,0.01927809794560677,0.8377242531364067,0.9552847566769755,1.0753837268142414,11,309,,
main,c122,ZDT6,28,0.9308360675535019,0.015572418108035621,0.939647518826495,0.7044836539099,0.12053991377328324,15,309,,
main,c122,ZDT6,42,0.6839878595175155,0.07148130025921605,0.6840344434922555,0.44817829385724894,0.07164841458018431,11,309,,
main,c141,BBOB_F1,0,0.004509324731835109,1.0336268282170553,0.009842174377631277,0.0026540823356646912,0.008956460295700018,142,309,,
main,c141,BBOB_F1,1,0.005681374403701864,1.029338083298592,0.02550517413553713,0.00235258022195031,0.006204965235581175,142,309,,
main,c141,BBOB_F1,2,0.0037917357921552586,1.035492664495169,0.008159080863568955,0.0023637442404333357,0.009493590615327506,138,309,,
main,c141,BBOB_F1,3,0.003093006081238687,1.0368218839306123,0.0067244118467646215,0.001753104162751186,0.0066961858038351195,150,309,,
main,c141,BBOB_F1,4,0.003344987453698047,1.0357380705979709,0.010282361142572397,0.0018872956744268967,0.00644633000243231,151,309,,
main,c141,BBOB_F1,5,0.006152123933323092,1.0285046275328118,0.026721571795770446,0.0022011759689556237,0.007830112060974852,131,309,,
main,c141,BBOB_F1,6,0.003688884971190906,1.035249012716497,0.009422170657585697,0.002163256061715101,0.008535625672741125,138,309,,
main,c141,BBOB_F1,7,0.0034465584565714904,1.0355330455688045,0.012509231502545532,0.001805287120396031,0.007636357059753444,147,309,,
main,c141,BBOB_F1,8,0.003967758659335101,1.0343036037464746,0.012047316130028992,0.002268889009820474,0.005938940924033735,136,309,,
main,c141,BBOB_F1,9,0.003948931547506895,1.0338742015469964,0.01576030528754151,0.0016366674966118138,0.007520095684316917,149,309,,
main,c141,BBOB_F1,10,0.003770383554432823,1.0349448643182524,0.01129501262033503,0.0022280154750870715,0.007717750095279037,144,309,,
main,c141,BBOB_F1,11,0.0032030624761429406,1.0359699664077493,0.013665254617867406,0.0018283107283963802,0.007707908056633932,137,309,,
main,c141,BBOB_F1,12,0.004030746271365433,1.034447916545364,0.010291843928239758,0.0026302598461855455,0.009231767441338981,140,309,,
main,c141,BBOB_F1,13,0.0034876091969872603,1.0357162515568479,0.009766251499363157,0.0019574600671090326,0.0068800086347765785,143,309,,
main,c141,BBOB_F1,14,0.0038102127958982647,1.0344711563828093,0.014482744821229994,0.002107716481536747,0.004924042569636542,163,309,,
main,c141,BBOB_F1,15,0.004191351084013056,1.0334596142334123,0.01817407440529484,0.0020498934320640053,0.007568171495798428,146,309,,
main,c141,BBOB_F1,16,0.00378263698587636,1.0353587670723905,0.010392519955955647,0.002274234480871973,0.009461478204236914,146,309,,
main,c141,BBOB_F1,17,0.0038962698176087107,1.034676109299272,0.009436230762891733,0.002467944033270149,0.007657525369811327,148,309,,
main,c141,BBOB_F1,18,0.0048763770442461956,1.0318056425323883,0.0137814461272856,0.0023223585318309877,0.004982930729882792,149,309,,
main,c141,BBOB_F1,19,0.0034550465971985387,1.0359587034035014,0.0072304138028691295,0.002086662343131816,0.01044079257594256,140,309,,
main,c141,BBOB_F1,20,0.0054668907460986476,1.0301572609849652,0.019378465541831907,0.002292541608674759,0.007807360846839896,128,309,,
main,c141,BBOB_F1,21,0.0037380129641895877,1.0352165436431204,0.009277151108076807,0.0021552343137024193,0.00834001069101874,148,309,,
main,c141,BBOB_F1,22,0.0043874419721117415,1.033062413434668,0.01583408848379519,0.0023734723247073835,0.011363302033776293,150,309,,
main,c141,BBOB_F1,23,0.0034387914871944177,1.0361521425907307,0.009499149402569056,0.0020585803152882737,0.008765287810839281,150,309,,
main,c141,BBOB_F1,24,0.004405522853072746,1.0328297662327617,0.01571428556883956,0.002177814791571073,0.010398477056267676,149,309,,
main,c141,BBOB_F1,25,0.0033180842571567475,1.0362591192668533,0.008324814663621132,0.0017632952241218105,0.00737138510649819,147,309,,
main,c141,BBOB_F1,26,0.003454655653956702,1.036070278440405,0.00781505917524548,0.00194883728958846,0.005666450129125111,152,309,,
main,c141,BBOB_F1,27,0.003988203619375518,1.0341608687593022,0.012804033339364343,0.0022405395916864786,0.0075063793614294945,138,309,,
main,c141,BBOB_F1,28,0.0033649606688311677,1.03580061977896,0.01102159435387171,0.0017829249254110143,0.008763535139620325,137,309,,
main,c141,BBOB_F1,42,0.00410699859216444,1.0343345140391098,0.012166371331703084,0.0021990733334609257,0.00672914571210535,144,309,,
main,c141,BBOB_F17,0,0.0183984690852125,1.1239671392885051,0.16602067069032536,0.017025007482318187,0.2105670540834148,12,309,,
main,c141,BBOB_F17,1,0.03386364037528538,1.100186996905862,0.10802646410496601,0.044679314184177345,0.2150618301682526,14,309,,
main,c141,BBOB_F17,2,0.014349068654048051,1.1274804410188863,0.22095759313063498,0.002679314463037967,0.007742344439473942,7,309,,
main,c141,BBOB_F17,3,0.013574936785182892,1.145183935630465,0.18475975229633784,0.00842007725442041,0.010084140023176685,11,309,,
main,c141,BBOB_F17,4,0.016392042265562626,1.1223772878963445,0.23300280625197653,0.004964115359910084,0.0076335730418497704,9,309,,
main,c141,BBOB_F17,5,0.022629524624808408,1.1118250840420385,0.16251781820051583,0.03909324983251413,0.09509225845451925,15,309,,
main,c141,BBOB_F17,6,0.020540714099987836,1.1161514627111726,0.13806551505787137,0.02193004409129166,0.23422433369799686,11,309,,
main,c141,BBOB_F17,7,0.01728961659766418,1.1425376068819748,0.1769867289247053,0.0314586995466565,0.023043265176075044,16,309,,
main,c141,BBOB_F17,8,0.017072870658690703,1.121854319378203,0.19871429390096687,0.010148707912096171,0.037197324647739,9,309,,
main,c141,BBOB_F17,9,0.01349270333830018,1.1496718146418778,0.1484981811740193,0.01903216347640089,0.009406479788342807,16,309,,
main,c141,BBOB_F17,10,0.017120582325611422,1.126036935105241,0.09172080847260936,0.020486416124766222,0.14264554970259705,16,309,,
main,c141,BBOB_F17,11,0.02269936122632617,1.136605452881241,0.1424720433814904,0.035537839421561475,0.056560539569656836,13,309,,
main,c141,BBOB_F17,12,0.015168744058332293,1.1378723314588344,0.1518605625278827,0.01690232454243749,0.052702739802454025,16,309,,
main,c141,BBOB_F17,13,0.017862986133198748,1.1167133732786694,0.24063687405164327,0.007614959826378967,0.0038828169423508726,8,309,,
main,c141,BBOB_F17,14,0.019241812909159745,1.1335196924898405,0.14423743233255326,0.03646903657991903,0.03826707543537512,9,309,,
main,c141,BBOB_F17,15,0.020812304793984215,1.13139447329745,0.1789888069071517,0.03270334423680105,0.05251954356407685,11,309,,
main,c141,BBOB_F17,16,0.022694665048359947,1.1153081425153206,0.1688095901206888,0.02391560608022504,0.031201766425806337,11,309,,
main,c141,BBOB_F17,17,0.017269613703701135,1.1393186558047301,0.13231569480410063,0.026536640392204332,0.13502993460682525,13,309,,
main,c141,BBOB_F17,18,0.019870067906188952,1.1080028904200552,0.2371241235051112,0.04847907148040893,0.019617671110706596,4,309,,
main,c141,BBOB_F17,19,0.00964868651524548,1.1666386672402955,0.18554661592201735,0.017092963830473228,0.01439098216571396,15,309,,
main,c141,BBOB_F17,20,0.018137355139034694,1.1351928954192285,0.19896888541643862,0.03158661787800659,0.02493825462237316,9,309,,
main,c141,BBOB_F17,21,0.015108111495381951,1.1236124033156198,0.1809563655633099,0.018435724692311663,0.30849115880378636,9,309,,
main,c141,BBOB_F17,22,0.01831325045446527,1.1216923752363146,0.16801710306804862,0.017239009075364457,0.02371665404926276,16,309,,
main,c141,BBOB_F17,23,0.020744323566869782,1.1043497886723623,0.24613773787585552,0.0014442518378380213,0.006116005825270735,5,309,,
main,c141,BBOB_F17,24,0.017838019592416904,1.1373711824317265,0.18386483431910033,0.042211588037723645,0.028150654858325224,14,309,,
main,c141,BBOB_F17,25,0.030699505410468578,1.0964023126521645,0.13512433964437845,0.07416650930946712,0.11543552245032343,12,309,,
main,c141,BBOB_F17,26,0.016333440495601873,1.1281614258672041,0.1585044627103809,0.023249094488733715,0.1771807308660439,14,309,,
main,c141,BBOB_F17,27,0.012117433505165892,1.1496389458680527,0.1190462674323577,0.013729611024142649,0.16055665096275695,18,309,,
main,c141,BBOB_F17,28,0.021739894049209778,1.1080889846671511,0.15901653100646598,0.0307906387455492,0.21025507907430618,12,309,,
main,c141,BBOB_F17,42,0.018791997904365754,1.123646211204058,0.16274129141953605,0.014307213446832279,0.11491381603431086,13,309,,
main,c141,BBOB_F22,0,0.034373324907275814,1.0302398189314477,0.04511666000431934,0.03170354206667642,0.018532514577416788,46,309,,
main,c141,BBOB_F22,1,0.023711728249534717,1.0493403531469383,0.03570554681723586,0.022870206365237414,0.0384687370820121,45,309,,
main,c141,BBOB_F22,2,0.023465711341830373,1.0436371642648694,0.05344782202217562,0.01962735457521075,0.01810732260370619,35,309,,
main,c141,BBOB_F22,3,0.02358715763575573,1.04718209640571,0.03015469783129335,0.02230231591971426,0.033322446295230776,59,309,,
main,c141,BBOB_F22,4,0.029188526107139522,1.0353331163684163,0.041961495244845416,0.027408017856431006,0.03925049782466935,56,309,,
main,c141,BBOB_F22,5,0.04000308138683329,1.0195325329264797,0.046247187589086414,0.03757790182831618,0.04398527732260361,42,309,,
main,c141,BBOB_F22,6,0.0225910863277357,1.0514104771618034,0.04214485239265967,0.022687481441498396,0.015521464796419648,46,309,,
main,c141,BBOB_F22,7,0.025108017271518308,1.0499884728105713,0.03327427584555187,0.027031848819293682,0.045994460764855534,51,309,,
main,c141,BBOB_F22,8,0.02772226598592958,1.0451291784943548,0.03419129175790891,0.030324066532475442,0.03814531343380944,55,309,,
main,c141,BBOB_F22,9,0.019343326897774633,1.051438870315716,0.047377294731935894,0.01789639965834285,0.018810545892777007,42,309,,
main,c141,BBOB_F22,10,0.02398195178779606,1.0468406587191847,0.053998445082056756,0.0334232973109627,0.12924004019186935,46,309,,
main,c141,BBOB_F22,11,0.027676102294210705,1.039279397943616,0.059941510791841075,0.026912026018198684,0.012237034747875733,50,309,,
main,c141,BBOB_F22,12,0.03298945136056755,1.0270784936681228,0.05330097709800466,0.030776188417947187,0.05077140138825367,49,309,,
main,c141,BBOB_F22,13,0.047639570156259525,1.0105514382007426,0.05787243873808807,0.0471221465950372,0.02440702242844356,34,309,,
main,c141,BBOB_F22,14,0.03200242871789703,1.0242482123571108,0.05469789988372523,0.030027639671133397,0.10635878115049593,37,309,,
main,c141,BBOB_F22,15,0.021853065595789534,1.0514841666702437,0.03970196185269303,0.024471343792416618,0.050622119974643894,45,309,,
main,c141,BBOB_F22,16,0.037889545159460004,1.0176311114546501,0.05726578054604698,0.02854038956056211,0.04375336478384754,41,309,,
main,c141,BBOB_F22,17,0.03625817129243111,1.0239769942587302,0.05135289661074765,0.03238537807404004,0.01523801489910944,54,309,,
main,c141,BBOB_F22,18,0.030143981602047298,1.0348749756319144,0.048724889522778606,0.02540762246080615,0.03348947868397307,38,309,,
main,c141,BBOB_F22,19,0.04240531186181751,1.0185190937329893,0.0644477960715193,0.04178956246274358,0.035652041756920175,40,309,,
main,c141,BBOB_F22,20,0.026113969979361426,1.0423714901703771,0.05318213054375592,0.025686806100960972,0.01621208529583819,46,309,,
main,c141,BBOB_F22,21,0.02812870684871856,1.0426707631498018,0.04239476726314368,0.031763548830888014,0.04047825851998501,47,309,,
main,c141,BBOB_F22,22,0.01702383489560493,1.0568266976585068,0.041276775908074645,0.02148699194972977,0.02153591987630573,53,309,,
main,c141,BBOB_F22,23,0.030365521934665754,1.0312284288398401,0.05470881450892496,0.027579170740261862,0.018686851368705383,43,309,,
main,c141,BBOB_F22,24,0.04210961671178086,1.017396303062032,0.06127194096418917,0.03925193715248173,0.020961393596502564,32,309,,
main,c141,BBOB_F22,25,0.0435518445857842,1.011418078060261,0.051930177199698564,0.0659831556017652,0.049604566541451026,39,309,,
main,c141,BBOB_F22,26,0.026532642519315655,1.045239017678901,0.037333880252503594,0.027596289899580476,0.051360329169233415,52,309,,
main,c141,BBOB_F22,27,0.047330750673014704,1.0075310951024252,0.05845870270527178,0.048472858476198415,0.06852526502781996,40,309,,
main,c141,BBOB_F22,28,0.016721269086096845,1.0559379515037368,0.05167374105002711,0.0156622199071982,0.011686282955085656,47,309,,
main,c141,BBOB_F22,42,0.03432876129811912,1.016720295321096,0.09567075876938817,0.017882608866882206,0.02544307433741569,31,309,,
main,c141,BBOB_F37,0,0.10304731092531003,0.7472045414887556,0.10781799662086346,0.08830488266726885,0.08517958045938184,26,309,,
main,c141,BBOB_F37,1,0.08444320947521745,0.800893087287493,0.10973736068381361,0.06282922810031953,0.01298862994833026,22,309,,
main,c141,BBOB_F37,2,0.09167691674553868,0.7502707621808558,0.14315189707258252,0.04590943033162751,0.027694231971658313,20,309,,
main,c141,BBOB_F37,3,0.10886383355827756,0.7646039220379224,0.10998952986296032,0.10465633348371436,0.047196117578720116,30,309,,
main,c141,BBOB_F37,4,0.11373207093313548,0.7762600025964309,0.15255208033459403,0.10613950552189799,0.011144228168396648,31,309,,
main,c141,BBOB_F37,5,0.113361489039856,0.7235968609203643,0.12127329397812592,0.0980235986738732,0.08763616762923722,23,309,,
main,c141,BBOB_F37,6,0.11472511032012313,0.7476341609736851,0.12739763389998254,0.11179802249027605,0.15762333794153394,24,309,,
main,c141,BBOB_F37,7,0.09103698419015953,0.8151213166608174,0.12702926781925208,0.07039345189499213,0.014027520269493854,21,309,,
main,c141,BBOB_F37,8,0.1228029797705725,0.6941910887752394,0.14195079823867746,0.09064784739063887,0.08569568557856,16,309,,
main,c141,BBOB_F37,9,0.10662729404667842,0.741617069743259,0.11159296727817747,0.11339743752279324,0.022012859178481343,26,309,,
main,c141,BBOB_F37,10,0.10672012287801899,0.7376478517289838,0.11510134427301905,0.09410555843974892,0.072891826121239,21,309,,
main,c141,BBOB_F37,11,0.10462241308150674,0.749418688877132,0.11738046597675773,0.09326527632094372,0.10592534191296073,20,309,,
main,c141,BBOB_F37,12,0.10119769033302996,0.7404247454672646,0.11057657117365745,0.06621729301384266,0.12212567282778103,22,309,,
main,c141,BBOB_F37,13,0.08342169518064473,0.800045167944038,0.10080702693013145,0.07099934656139124,0.018601181301745484,25,309,,
main,c141,BBOB_F37,14,0.12679022747936056,0.7183458499181806,0.14148197248668093,0.11391879431912322,0.18294455286757863,16,309,,
main,c141,BBOB_F37,15,0.11514850906451417,0.7681602402370504,0.13625349974553025,0.10153834114573644,0.03662446007675897,24,309,,
main,c141,BBOB_F37,16,0.11854011384260532,0.7122088473437787,0.14251326001842007,0.07811962779977522,0.026369933375231455,19,309,,
main,c141,BBOB_F37,17,0.11681715055347,0.6985061307463927,0.1338167923155485,0.06532501352909201,0.14352972506994116,25,309,,
main,c141,BBOB_F37,18,0.1047515398906465,0.7594890120359137,0.13224863790801714,0.07903930908625753,0.010765489967052908,26,309,,
main,c141,BBOB_F37,19,0.10618301797887524,0.7595057008529054,0.1103827575770628,0.09372406269971505,0.02733442280442391,21,309,,
main,c141,BBOB_F37,20,0.10183542983219028,0.7758045770146392,0.11971673556784584,0.10826648380124769,0.015811558590187572,27,309,,
main,c141,BBOB_F37,21,0.10580543127273026,0.7777021990784189,0.11454934624684397,0.11008553857237868,0.028768318318534568,32,309,,
main,c141,BBOB_F37,22,0.1335676682679745,0.720879394521828,0.1363143494277827,0.1517874226869955,0.04434414545009313,22,309,,
main,c141,BBOB_F37,23,0.1079249731634284,0.7577719902664507,0.11882197389647253,0.12141781659405988,0.01405600674206879,30,309,,
main,c141,BBOB_F37,24,0.09454355338132983,0.7827474600726522,0.09809701367659047,0.10713813825872615,0.03226857445465165,24,309,,
main,c141,BBOB_F37,25,0.11491243056283185,0.749147668886386,0.15191769553199044,0.0882155527833043,0.017640710745057527,29,309,,
main,c141,BBOB_F37,26,0.08649289245079263,0.7888121615738949,0.09031713153450702,0.09750797016140501,0.03502496124507016,24,309,,
main,c141,BBOB_F37,27,0.09735799981022511,0.7469389629381378,0.10156768600820525,0.12175624986291962,0.0559800141822757,28,309,,
main,c141,BBOB_F37,28,0.11175550803197189,0.721533680326642,0.13004933053784226,0.09964366553565876,0.07008146442423523,16,309,,
main,c141,BBOB_F37,42,0.10243789708154276,0.7462148262858331,0.11794790342676374,0.0864274569389597,0.0463383137569561,18,309,,
main,c141,BBOB_F49,0,0.06484072317761627,0.9991151851015271,0.09148010610621517,0.07224209022002807,0.05324621267811529,23,309,,
main,c141,BBOB_F49,1,0.3833870975886368,0.596247938980156,0.4022987300805466,0.2586248568872936,0.022694179836773864,18,309,,
main,c141,BBOB_F49,2,0.19371919332439233,0.8064220302624282,0.26301001030759424,0.1557728023375252,0.017710739515790025,30,309,,
main,c141,BBOB_F49,3,0.09288638481757895,0.9503651875836164,0.12986039287466067,0.10131326733114462,0.03225474934116151,28,309,,
main,c141,BBOB_F49,4,0.2901343966389632,0.6867215645774606,0.35566660944395895,0.16060161136942933,0.015307259267506616,13,309,,
main,c141,BBOB_F49,5,0.12817224181903153,0.8956665764924132,0.22943373421255378,0.09702883609091034,0.057045134076008364,17,309,,
main,c141,BBOB_F49,6,0.047501580158233185,0.9886554121418003,0.21485280212355687,0.012538463473076362,0.21263053932505463,16,309,,
main,c141,BBOB_F49,7,0.3354677769791419,0.6563303116057103,0.3570327823250985,0.28703003925016374,0.01902255331465484,22,309,,
main,c141,BBOB_F49,8,0.21418038166039477,0.7878923502409733,0.3009476280705931,0.07749952294819648,0.13032488928708064,10,309,,
main,c141,BBOB_F49,9,0.22453171376208914,0.8211224163260535,0.23284602343458,0.20403842080303827,0.02808257607955814,37,309,,
main,c141,BBOB_F49,10,0.25619944747470297,0.7514928241577242,0.3216834781962575,0.1322875915281249,0.026068754942466372,24,309,,
main,c141,BBOB_F49,11,0.21330480503737723,0.7875873795709301,0.2500282736166493,0.19477542331514142,0.022178351265392433,22,309,,
main,c141,BBOB_F49,12,0.0660715996208606,0.9935827181340027,0.19998261353392924,0.05791101323725588,0.016668305214913273,16,309,,
main,c141,BBOB_F49,13,0.09206279212584742,0.9655464668612839,0.1476151608982152,0.07755355617309496,0.018720599455867962,24,309,,
main,c141,BBOB_F49,14,0.1409980248282513,0.8971830920089389,0.14358914722721355,0.11239596122564882,0.03034854762520618,33,309,,
main,c141,BBOB_F49,15,0.04922399234337426,1.0111481315332567,0.13025674841948703,0.06201639941321878,0.03368003092356833,19,309,,
main,c141,BBOB_F49,16,0.13402591303692038,0.8968573819897628,0.17625692585311364,0.14621266702422567,0.019516024100627354,45,309,,
main,c141,BBOB_F49,17,0.1372271184039777,0.8847215770877254,0.1696180283660635,0.16002546796404868,0.017536157759575042,32,309,,
main,c141,BBOB_F49,18,0.27678871116572673,0.7504614902981187,0.27707085909539503,0.21794172741905476,0.021048880718533926,45,309,,
main,c141,BBOB_F49,19,0.2322816465482257,0.7740877305291979,0.26723431735730346,0.2387542100186619,0.016172102320849868,30,309,,
main,c141,BBOB_F49,20,0.05179219373330431,1.0013464951160795,0.1385861625470834,0.06474188115656412,0.03502915248289508,32,309,,
main,c141,BBOB_F49,21,0.17392853967905905,0.8335795060248924,0.2319805405886898,0.16015137600543322,0.019495209684167434,28,309,,
main,c141,BBOB_F49,22,0.05158951637632703,1.0235637410729266,0.13854556269685944,0.061098038762650624,0.046727590683935324,25,309,,
main,c141,BBOB_F49,23,0.14337828963442129,0.8664095012008829,0.20121907010196435,0.14441618056929245,0.02123869182530179,38,309,,
main,c141,BBOB_F49,24,0.16216951706385185,0.8419252752264186,0.22277716581149665,0.15983867332729687,0.017126305160763685,26,309,,
main,c141,BBOB_F49,25,0.11003599549471936,0.9163204379526095,0.2150931459480801,0.09065820645913097,0.018646997351371243,19,309,,
main,c141,BBOB_F49,26,0.19404934575024646,0.8376232415509721,0.20402605875599641,0.17059620512862,0.036053022055455596,21,309,,
main,c141,BBOB_F49,27,0.0963448407278755,0.9472112804952695,0.21819067185616503,0.06173361020810374,0.01061739570948018,18,309,,
main,c141,BBOB_F49,28,0.05864669271041405,0.9913547243886153,0.1666217242120239,0.06967765288125828,0.018230793128729054,24,309,,
main,c141,BBOB_F49,42,0.08085179268006555,0.9520945399479707,0.18681907515205567,0.08750167777691793,0.03044214062836175,24,309,,
main,c141,BBOB_F5,0,0.014534931818241639,0.8662317134718198,0.023175777911276816,0.004074998630433771,0.008817348767997266,92,309,,
main,c141,BBOB_F5,1,0.005515164010930907,0.8928026170918703,0.009211590624870388,0.002357525109579623,0.007951492328633685,117,309,,
main,c141,BBOB_F5,2,0.00823105701037012,0.883046447914624,0.020098587021748576,0.002404369112806518,0.006810535627628812,115,309,,
main,c141,BBOB_F5,3,0.005510853307608238,0.8947858133951266,0.012696695099155544,0.0027684233469625038,0.007624947862515683,109,309,,
main,c141,BBOB_F5,4,0.006990106459337071,0.8929321930534768,0.013533968524957925,0.004258093801185212,0.007582481490706402,105,309,,
main,c141,BBOB_F5,5,0.00834511719861633,0.8822152712652375,0.016748405329251554,0.0025541676732157167,0.007674057831351842,122,309,,
main,c141,BBOB_F5,6,0.014693356145836868,0.8636831599521739,0.028782772492133405,0.002250991045772286,0.006501777630752595,121,309,,
main,c141,BBOB_F5,7,0.007313656080550757,0.8892409441377799,0.012702154177857717,0.004095586173343494,0.008378331922285437,97,309,,
main,c141,BBOB_F5,8,0.012945757214520674,0.868770476045237,0.023793354648312944,0.0027750657262158745,0.006402895401873488,110,309,,
main,c141,BBOB_F5,9,0.013691808376586014,0.8665649425110779,0.025716213851656386,0.002606686330275399,0.006722640661478438,114,309,,
main,c141,BBOB_F5,10,0.013537180143859434,0.8680182141960168,0.024012510887064475,0.004453888893185883,0.005074639990047125,117,309,,
main,c141,BBOB_F5,11,0.01793231809372995,0.8565754409228407,0.032050546466947404,0.003099080429869598,0.007290386509147696,94,309,,
main,c141,BBOB_F5,12,0.01084683644787488,0.8749777843237467,0.019784372997388562,0.0032047004844242156,0.010206875215475291,107,309,,
main,c141,BBOB_F5,13,0.009923980560621456,0.884925281122961,0.012309657023687246,0.007510156373236932,0.0081802857490362,99,309,,
main,c141,BBOB_F5,14,0.00855614646304705,0.8813436453824728,0.01548656826587473,0.002429651615230725,0.006468685507114912,122,309,,
main,c141,BBOB_F5,15,0.008084303764032612,0.8829164196206949,0.016877087402718788,0.0027553092545689805,0.004978531315883784,108,309,,
main,c141,BBOB_F5,16,0.010134320281891424,0.875739729440522,0.022962531741650534,0.0022667091327406882,0.007102549574624328,91,309,,
main,c141,BBOB_F5,17,0.005653092297944194,0.8954348774093195,0.010563012272460887,0.002947945888742406,0.010270439922636451,115,309,,
main,c141,BBOB_F5,18,0.005873536111977014,0.892677709476836,0.009763764026172019,0.003068232333661631,0.014143064621235938,112,309,,
main,c141,BBOB_F5,19,0.005983227206442019,0.8913730410940593,0.013452111028890018,0.002721254446125588,0.005407851272510264,112,309,,
