exp,alg,problema,exit,detalhe
main,c149,DTLZ7,0,✅ main/c149/DTLZ7/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,MMF1,0,✅ main/c149/MMF1/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,MMF11_L,0,✅ main/c149/MMF11_L/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,MMF16_20,0,✅ main/c149/MMF16_20/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,MMF4,0,✅ main/c149/MMF4/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,WFG1,0,✅ main/c149/WFG1/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,WFG2,0,✅ main/c149/WFG2/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,WFG4,0,✅ main/c149/WFG4/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,WFG5,0,✅ main/c149/WFG5/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,WFG9,0,✅ main/c149/WFG9/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,ZDT1,0,✅ main/c149/ZDT1/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,ZDT3,0,✅ main/c149/ZDT3/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,ZDT4,0,✅ main/c149/ZDT4/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c149,ZDT6,0,✅ main/c149/ZDT6/s42: accept[R3-c149]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F1,0,✅ main/c154/BBOB_F1/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F17,0,✅ main/c154/BBOB_F17/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F22,0,✅ main/c154/BBOB_F22/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F37,0,✅ main/c154/BBOB_F37/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F49,0,✅ main/c154/BBOB_F49/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,BBOB_F5,0,✅ main/c154/BBOB_F5/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,DTLZ1,0,✅ main/c154/DTLZ1/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,MMF1,0,✅ main/c154/MMF1/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,MMF11_L,0,✅ main/c154/MMF11_L/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,MMF4,0,✅ main/c154/MMF4/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c154,ZDT4,0,✅ main/c154/ZDT4/s42: accept[R2-c154]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F1,0,✅ main/c217/BBOB_F1/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F17,0,✅ main/c217/BBOB_F17/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F22,0,✅ main/c217/BBOB_F22/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F37,0,✅ main/c217/BBOB_F37/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F49,0,✅ main/c217/BBOB_F49/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F5,0,✅ main/c217/BBOB_F5/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,BBOB_F55,0,✅ main/c217/BBOB_F55/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,DTLZ1,0,✅ main/c217/DTLZ1/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,DTLZ2,0,✅ main/c217/DTLZ2/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,DTLZ3,0,✅ main/c217/DTLZ3/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,DTLZ4,0,✅ main/c217/DTLZ4/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,DTLZ7,0,✅ main/c217/DTLZ7/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,MMF1,0,✅ main/c217/MMF1/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,MMF11_L,0,✅ main/c217/MMF11_L/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,MMF16_20,0,✅ main/c217/MMF16_20/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,MMF4,0,✅ main/c217/MMF4/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,WFG1,0,✅ main/c217/WFG1/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,WFG2,0,✅ main/c217/WFG2/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,WFG4,0,✅ main/c217/WFG4/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,WFG5,0,✅ main/c217/WFG5/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,WFG9,0,✅ main/c217/WFG9/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,ZDT1,0,✅ main/c217/ZDT1/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,ZDT3,0,✅ main/c217/ZDT3/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,ZDT4,0,✅ main/c217/ZDT4/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c217,ZDT6,0,✅ main/c217/ZDT6/s42: accept[R1-c217]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F1,0,✅ main/c238/BBOB_F1/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F17,0,✅ main/c238/BBOB_F17/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F22,0,✅ main/c238/BBOB_F22/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F37,0,✅ main/c238/BBOB_F37/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F49,0,✅ main/c238/BBOB_F49/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F5,0,✅ main/c238/BBOB_F5/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,BBOB_F55,0,✅ main/c238/BBOB_F55/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,DTLZ1,0,✅ main/c238/DTLZ1/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,DTLZ2,0,✅ main/c238/DTLZ2/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,DTLZ3,0,✅ main/c238/DTLZ3/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,DTLZ4,0,✅ main/c238/DTLZ4/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,DTLZ7,0,✅ main/c238/DTLZ7/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,MMF1,0,✅ main/c238/MMF1/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,MMF11_L,0,✅ main/c238/MMF11_L/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,MMF16_20,0,✅ main/c238/MMF16_20/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,MMF4,0,✅ main/c238/MMF4/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,WFG1,0,✅ main/c238/WFG1/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,WFG2,0,✅ main/c238/WFG2/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,WFG4,0,✅ main/c238/WFG4/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,WFG5,0,✅ main/c238/WFG5/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,WFG9,0,✅ main/c238/WFG9/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,ZDT1,0,✅ main/c238/ZDT1/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,ZDT3,0,✅ main/c238/ZDT3/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,ZDT4,0,✅ main/c238/ZDT4/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c238,ZDT6,0,✅ main/c238/ZDT6/s42: accept[R1-c238]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F1,0,✅ main/c262/BBOB_F1/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F17,0,✅ main/c262/BBOB_F17/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F22,0,✅ main/c262/BBOB_F22/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F37,0,✅ main/c262/BBOB_F37/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F49,0,✅ main/c262/BBOB_F49/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F5,0,✅ main/c262/BBOB_F5/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,BBOB_F55,0,✅ main/c262/BBOB_F55/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,DTLZ1,0,✅ main/c262/DTLZ1/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,DTLZ2,0,✅ main/c262/DTLZ2/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,DTLZ3,0,✅ main/c262/DTLZ3/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,DTLZ4,0,✅ main/c262/DTLZ4/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,MMF1,0,✅ main/c262/MMF1/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,MMF11_L,0,✅ main/c262/MMF11_L/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,MMF4,0,✅ main/c262/MMF4/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,WFG2,0,✅ main/c262/WFG2/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,WFG4,0,✅ main/c262/WFG4/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,WFG5,0,✅ main/c262/WFG5/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,WFG9,0,✅ main/c262/WFG9/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,ZDT1,0,✅ main/c262/ZDT1/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,ZDT4,0,✅ main/c262/ZDT4/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,c262,ZDT6,0,✅ main/c262/ZDT6/s42: accept[R2-c262]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F1,0,✅ main/e7/BBOB_F1/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F17,0,✅ main/e7/BBOB_F17/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F22,0,✅ main/e7/BBOB_F22/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F37,0,✅ main/e7/BBOB_F37/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F49,0,✅ main/e7/BBOB_F49/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F5,0,✅ main/e7/BBOB_F5/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,BBOB_F55,0,✅ main/e7/BBOB_F55/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,DTLZ1,0,✅ main/e7/DTLZ1/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,DTLZ2,0,✅ main/e7/DTLZ2/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,DTLZ3,0,✅ main/e7/DTLZ3/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,DTLZ4,0,✅ main/e7/DTLZ4/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,DTLZ7,0,✅ main/e7/DTLZ7/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,MMF1,0,✅ main/e7/MMF1/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,MMF11_L,0,✅ main/e7/MMF11_L/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,MMF16_20,0,✅ main/e7/MMF16_20/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,MMF4,0,✅ main/e7/MMF4/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,WFG1,0,✅ main/e7/WFG1/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,WFG2,0,✅ main/e7/WFG2/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,WFG4,0,✅ main/e7/WFG4/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,WFG5,0,✅ main/e7/WFG5/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,WFG9,0,✅ main/e7/WFG9/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,ZDT1,0,✅ main/e7/ZDT1/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,ZDT3,0,✅ main/e7/ZDT3/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,ZDT4,0,✅ main/e7/ZDT4/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e7,ZDT6,0,✅ main/e7/ZDT6/s42: accept[R1-e7]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F1,0,✅ main/e74/BBOB_F1/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F17,0,✅ main/e74/BBOB_F17/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F22,0,✅ main/e74/BBOB_F22/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F37,0,✅ main/e74/BBOB_F37/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F49,0,✅ main/e74/BBOB_F49/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F5,0,✅ main/e74/BBOB_F5/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,BBOB_F55,0,✅ main/e74/BBOB_F55/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,DTLZ1,0,✅ main/e74/DTLZ1/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,DTLZ2,0,✅ main/e74/DTLZ2/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,DTLZ3,0,✅ main/e74/DTLZ3/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,DTLZ4,0,✅ main/e74/DTLZ4/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,DTLZ7,0,✅ main/e74/DTLZ7/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,MMF1,0,✅ main/e74/MMF1/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,MMF11_L,0,✅ main/e74/MMF11_L/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,MMF16_20,0,✅ main/e74/MMF16_20/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,MMF4,0,✅ main/e74/MMF4/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,WFG1,0,✅ main/e74/WFG1/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,WFG2,0,✅ main/e74/WFG2/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,WFG4,0,✅ main/e74/WFG4/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,WFG5,0,✅ main/e74/WFG5/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,WFG9,0,✅ main/e74/WFG9/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,ZDT1,0,✅ main/e74/ZDT1/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,ZDT3,0,✅ main/e74/ZDT3/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,ZDT4,0,✅ main/e74/ZDT4/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e74,ZDT6,0,✅ main/e74/ZDT6/s42: accept[R1-e74]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F1,0,✅ main/e81/BBOB_F1/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F17,0,✅ main/e81/BBOB_F17/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F22,0,✅ main/e81/BBOB_F22/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F37,0,✅ main/e81/BBOB_F37/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
main,e81,BBOB_F49,0,✅ main/e81/BBOB_F49/s42: accept[R3-e81]=VERDE · auditar=VERDE |  | PORTÃO: 1 runs · 2 gates · 0 vermelho(s) → VERDE
