g,fe,d_gbest,d_nmin,d_nmax,rel_ei,win,sid_ok,sub_id,sub_ok,ga_it_ok,ga_pop_d,na_ok,th_lo,th_hi,mse,einan,ng,dgrid,dmin_arq,lam
116,357,1.7628341286712867e-08,2.1637390513646052e-08,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.7930662368977043,"(np.float64(0.3636363636), np.float64(0.6363636364))"
117,358,2.8926547268603997e-09,2.1637390513646052e-08,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,3.5216186551282505,"(np.float64(0.4242424242), np.float64(0.5757575758))"
118,359,1.1211266220945149e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2450375229350525,"(np.float64(0.9292929293), np.float64(0.0707070707))"
119,360,2.966808618221073e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.4100894465404608,"(np.float64(0.8484848485), np.float64(0.1515151515))"
120,361,1.8039962301763524e-09,2.974895889259048e-09,1.754479559431133e-08,1.196713802450607e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,4.257288285537308,"(np.float64(0.7474747475), np.float64(0.2525252525))"
121,362,7.449090955180537e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.2834499864123936,"(np.float64(0.5555555556), np.float64(0.4444444444))"
122,363,6.787087253323776e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,3.7477446354693207,"(np.float64(0.1616161616), np.float64(0.8383838384))"
123,364,3.6579481507972644e-11,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,9.9e-05,42.3114835245942,"(np.float64(1e-06), np.float64(1.0))"
124,365,6.460135412722501e-10,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.0614831950240722,"(np.float64(0.9595959596), np.float64(0.0404040404))"
125,366,6.01547561762672e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,41.59221209210048,"(np.float64(0.101010101), np.float64(0.898989899))"
126,367,6.605958405292434e-09,2.974895889259048e-09,1.754479559431133e-08,3.656355250160793e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,41.263020294986106,"(np.float64(0.1111111111), np.float64(0.8888888889))"
127,368,2.966808618221073e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.641960605368808,"(np.float64(0.8484848485), np.float64(0.1515151515))"
128,369,7.352798370163782e-10,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,1.7763568394002505e-15,2.7056072207473094,"(np.float64(0.8686868687), np.float64(0.1313131313))"
129,370,1.622922440880359e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.4458305349473854,"(np.float64(0.3333333333), np.float64(0.6666666667))"
130,371,2.523773995344314e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,0.6937111399880393,"(np.float64(0.4747474747), np.float64(0.5252525253))"
131,372,1.6044460621200685e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,42.37553637592356,"(np.float64(0.0707070707), np.float64(0.9292929293))"
132,373,7.025865611520743e-09,2.974895889259048e-09,1.754479559431133e-08,4.2103693525582625e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.709356746258467,"(np.float64(0.2121212121), np.float64(0.7878787879))"
133,374,2.4208357818356063e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.0092152300120854,"(np.float64(0.696969697), np.float64(0.303030303))"
134,375,5.424992857716582e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,44.00524319707746,"(np.float64(0.0909090909), np.float64(0.9090909091))"
135,376,1.55726037620596e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.355823845626835,"(np.float64(0.7676767677), np.float64(0.2323232323))"
136,377,1.580366773556996e-08,2.974895889259048e-09,1.754479559431133e-08,1.9458868588065654e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8367467402198798,"(np.float64(0.898989899), np.float64(0.101010101))"
137,378,1.4521514893339749e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,37.84495073812417,"(np.float64(0.0606060606), np.float64(0.9393939394))"
138,379,2.5442037088208025e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,3.211975049646923,"(np.float64(0.6868686869), np.float64(0.3131313131))"
139,380,7.285923475652822e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.7723625563861175,"(np.float64(0.5656565657), np.float64(0.4343434343))"
140,381,1.580366773556996e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.7680373548756085,"(np.float64(0.898989899), np.float64(0.101010101))"
141,382,1.9479651558462763e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.1183679267864572,"(np.float64(0.404040404), np.float64(0.595959596))"
142,383,1.8086611375256467e-08,2.974895889259048e-09,1.754479559431133e-08,1.2704999051830337e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,4.106748388678869,"(np.float64(0.3737373737), np.float64(0.6262626263))"
143,384,8.886760827220286e-09,2.974895889259048e-09,1.754479559431133e-08,1.668059089114354e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.5230174319727636,"(np.float64(0.1919191919), np.float64(0.8080808081))"
144,385,1.9479651558462763e-08,2.974895889259048e-09,1.754479559431133e-08,1.424074719830854e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,2.2689758664626933e-15,"(np.float64(0.404040404), np.float64(0.595959596))"
145,386,7.015796360532178e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.3338825739365374,"(np.float64(0.1717171717), np.float64(0.8282828283))"
146,387,3.740909915173063e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.5799520118757204,"(np.float64(0.6060606061), np.float64(0.3939393939))"
147,388,2.376142199667086e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.3254012727639475,"(np.float64(0.4949494949), np.float64(0.5050505051))"
148,389,2.2974678826059858e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.05336563451503961,"(np.float64(0.7070707071), np.float64(0.2929292929))"
149,390,1.573793170783766e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.4465047403460078,"(np.float64(0.4343434343), np.float64(0.5656565657))"
150,391,2.376142199667086e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.111649533294836,"(np.float64(0.4949494949), np.float64(0.5050505051))"
151,392,3.93816643184941e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.6162078265679671,"(np.float64(0.6464646465), np.float64(0.3535353535))"
152,393,6.01547561762672e-09,2.974895889259048e-09,1.754479559431133e-08,2.0061201929603806e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,41.975251420580314,"(np.float64(0.101010101), np.float64(0.898989899))"
153,394,3.790224023525468e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.999192561267428,"(np.float64(0.6161616162), np.float64(0.3838383838))"
154,395,1.669357113653902e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.5065180732466783,"(np.float64(0.3434343434), np.float64(0.6565656566))"
155,396,1.8039962301763524e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.777021297632501,"(np.float64(0.7474747475), np.float64(0.2525252525))"
156,397,1.1211266220945149e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.6778957941977675,"(np.float64(0.9292929293), np.float64(0.0707070707))"
157,398,1.2794976467223051e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.7542020689003051,"(np.float64(0.9191919192), np.float64(0.0808080808))"
158,399,1.562613147210179e-08,2.974895889259048e-09,1.754479559431133e-08,6.484985490720185e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,44.000488588470496,"(np.float64(0.8888888889), np.float64(0.1111111111))"
159,400,2.303933377412193e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.3657607970289047,"(np.float64(0.1414141414), np.float64(0.8585858586))"
160,401,2.4499580975057e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.782662205992063,"(np.float64(0.4848484848), np.float64(0.5151515152))"
161,402,3.790224023525468e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.0869016107520675,"(np.float64(0.6161616162), np.float64(0.3838383838))"
162,403,2.667571608050423e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.0500149213610801,"(np.float64(0.6767676768), np.float64(0.3232323232))"
163,404,1.7013864345161167e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,33.798661558035974,"(np.float64(0.0404040404), np.float64(0.9595959596))"
164,405,1.7090046218470878e-10,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.2370009770406942,"(np.float64(0.9898989899), np.float64(0.0101010101))"
165,406,1.3848041879871431e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.21185229007672587,"(np.float64(0.2525252525), np.float64(0.7474747475))"
166,407,1.3780386998174521e-08,2.974895889259048e-09,1.754479559431133e-08,7.896309023038731e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.7715766054606896,"(np.float64(0.5151515152), np.float64(0.4848484848))"
167,408,1.404237853774859e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.5233058393994849,"(np.float64(0.303030303), np.float64(0.696969697))"
168,409,3.6579481507972644e-11,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,9.9e-05,36.43998153682797,"(np.float64(1e-06), np.float64(1.0))"
169,410,1.9479651558462763e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.837584639143057,"(np.float64(0.404040404), np.float64(0.595959596))"
170,411,8.373155141461197e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.0867922832008485,"(np.float64(0.2929292929), np.float64(0.7070707071))"
171,412,8.886760827220286e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.2838023328405512,"(np.float64(0.1919191919), np.float64(0.8080808081))"
172,413,7.589583336797823e-10,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,19.820305046786647,0,0,0,0.0,35.37579279751078,"(np.float64(0.0202020202), np.float64(0.9797979798))"
173,414,7.3541340239735575e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,17.282351586219647,"(np.float64(0.5454545455), np.float64(0.4545454545))"
174,415,2.5442037088208025e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.2655853679166764,"(np.float64(0.6868686869), np.float64(0.3131313131))"
175,416,2.217834796369722e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.5662030762263218,"(np.float64(0.8282828283), np.float64(0.1717171717))"
176,417,1.669357113653902e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.3066864332456742,"(np.float64(0.3434343434), np.float64(0.6565656566))"
177,418,6.01547561762672e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,1.2557077555818523,"(np.float64(0.101010101), np.float64(0.898989899))"
178,419,1.9479651558462763e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.5123968577386488,"(np.float64(0.404040404), np.float64(0.595959596))"
179,420,1.573793170783766e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.7291978977903104,"(np.float64(0.4343434343), np.float64(0.5656565657))"
180,421,1.669357113653902e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.5050427654685317,"(np.float64(0.3434343434), np.float64(0.6565656566))"
181,422,1.6044460621200685e-09,2.974895889259048e-09,1.754479559431133e-08,1.5936249857599815e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,43.828083082602774,"(np.float64(0.0707070707), np.float64(0.9292929293))"
182,423,1.2553261541370375e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.5138597516525643,"(np.float64(0.1616161616), np.float64(0.8383838384))"
183,424,9.777715859193847e-10,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.1861879406739573,"(np.float64(0.202020202), np.float64(0.797979798))"
184,425,1.6044460621200685e-09,2.974895889259048e-09,1.754479559431133e-08,1.5731070391585081e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.640702413071305,"(np.float64(0.0707070707), np.float64(0.9292929293))"
185,426,1.544859520863362e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.8277182304782554,"(np.float64(0.8787878788), np.float64(0.1212121212))"
186,427,1.7013864345161167e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.792490180565604,0,0,0,0.0,40.15760531812904,"(np.float64(0.0404040404), np.float64(0.9595959596))"
187,428,3.5872462778030467e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.1592939639933686,"(np.float64(0.1818181818), np.float64(0.8181818182))"
188,429,1.6370712563329448e-09,2.974895889259048e-09,1.754479559431133e-08,3.5216574408746995e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,1.7763568394002505e-15,0.7036511046281504,"(np.float64(0.1313131313), np.float64(0.8686868687))"
189,430,2.4208357818356063e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.7448352709404844,"(np.float64(0.696969697), np.float64(0.303030303))"
190,431,3.745189047776876e-09,2.974895889259048e-09,1.754479559431133e-08,2.6150565070475648e-15,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.322554914766921,"(np.float64(0.1212121212), np.float64(0.8787878788))"
191,432,1.6806283031911562e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.3876375552490419,"(np.float64(0.7575757576), np.float64(0.2424242424))"
192,433,1.1211266220945149e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.2483120014519113,"(np.float64(0.9292929293), np.float64(0.0707070707))"
193,434,2.4208357818356063e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.110027222558098,"(np.float64(0.696969697), np.float64(0.303030303))"
194,435,8.93217214081865e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8358343061431548,"(np.float64(0.3939393939), np.float64(0.6060606061))"
195,436,7.3541340239735575e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.61478998977561,"(np.float64(0.5454545455), np.float64(0.4545454545))"
196,437,9.40420824546706e-10,2.974895889259048e-09,1.754479559431133e-08,2.9925192122879767e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,33.96633715791987,"(np.float64(0.8181818182), np.float64(0.1818181818))"
197,438,1.4521514893339749e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,40.61729375408516,"(np.float64(0.0606060606), np.float64(0.9393939394))"
198,439,1.5421899896006508e-08,2.974895889259048e-09,1.754479559431133e-08,1.1153569100138484e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,0.34585441944444845,"(np.float64(0.4747474747), np.float64(0.5252525253))"
199,440,7.015796360532178e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.023972329114380297,"(np.float64(0.1717171717), np.float64(0.8282828283))"
200,441,1.4378686852278832e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.8936869171640609,"(np.float64(0.9090909091), np.float64(0.0909090909))"
201,442,2.1740999556207896e-09,2.974895889259048e-09,1.754479559431133e-08,1.4975803609562946e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.9962080896789622,"(np.float64(0.7171717172), np.float64(0.2828282828))"
202,443,1.544859520863362e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.0323053267761129,"(np.float64(0.8787878788), np.float64(0.1212121212))"
203,444,2.217834796369722e-08,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.3749472718783649,"(np.float64(0.8282828283), np.float64(0.1717171717))"
204,445,3.592967479093545e-09,2.974895889259048e-09,1.754479559431133e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,37.145293545857946,"(np.float64(0.5757575758), np.float64(0.4242424242))"
205,446,1.5440165951341456e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,9.155133597044475e-16,"(np.float64(0.4444444444), np.float64(0.5555555556))"
206,447,1.8007286217702756e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.5841011526547788,"(np.float64(0.7474747475), np.float64(0.2525252525))"
207,448,1.3077798288740894e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.7705237602431734,"(np.float64(0.7878787879), np.float64(0.2121212121))"
208,449,2.9098635445645726e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.38434440916380386,"(np.float64(0.6565656566), np.float64(0.3434343434))"
209,450,2.786626346340526e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,18.656116726232217,"(np.float64(0.6666666667), np.float64(0.3333333333))"
210,451,3.6912217726836616e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,1.7947379294985013,"(np.float64(0.595959596), np.float64(0.404040404))"
211,452,2.1590045168329297e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,13.686275646740848,"(np.float64(0.0505050505), np.float64(0.9494949495))"
212,453,3.789868752157588e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,3.164346523320736,"(np.float64(0.6161616162), np.float64(0.3838383838))"
213,454,7.551281572260038e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,27.848798363457032,"(np.float64(0.1515151515), np.float64(0.8484848485))"
214,455,7.344777341877773e-09,2.974895889259048e-09,1.752806148815571e-08,1.2739168190415901e-16,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,36.589713299653724,"(np.float64(0.5454545455), np.float64(0.4545454545))"
215,456,1.196770932354596e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,37.17725294750036,"(np.float64(0.8585858586), np.float64(0.1414141414))"
216,457,3.5868083225754077e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,23.718356286419652,"(np.float64(0.1818181818), np.float64(0.8181818182))"
217,458,7.0254019823856595e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.2883661707375977,"(np.float64(0.2121212121), np.float64(0.7878787879))"
218,459,2.2178453767951467e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,0.7304927663738852,"(np.float64(0.8282828283), np.float64(0.1717171717))"
219,460,1.4515529195291421e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,18.606843483042923,0,0,0,0.0,10.88988289998834,"(np.float64(0.0606060606), np.float64(0.9393939394))"
220,461,1.6228509730487062e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,1.822054711249161,"(np.float64(0.3333333333), np.float64(0.6666666667))"
221,462,1.0637615371900111e-08,2.974895889259048e-09,1.752806148815571e-08,4.227844968842997e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.5537732997075158,"(np.float64(0.2525252525), np.float64(0.7474747475))"
222,463,3.6536203863016167e-11,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042923,0,0,0,9.9e-05,34.23467934989818,"(np.float64(1e-06), np.float64(1.0))"
223,464,6.16087042493163e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,16.81792830507429,0,0,0,0.0,38.98144785379656,"(np.float64(0.0101010101), np.float64(0.9898989899))"
224,465,7.1578625804313845e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,4.170748413082289,"(np.float64(0.3737373737), np.float64(0.6262626263))"
225,466,1.5803667402503052e-08,2.974895889259048e-09,1.752806148815571e-08,1.469191136494818e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,1.5872345636314036,"(np.float64(0.898989899), np.float64(0.101010101))"
226,467,9.380681786907985e-10,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,2.766237978153096,"(np.float64(0.8181818182), np.float64(0.1818181818))"
227,468,1.540953367684672e-08,2.974895889259048e-09,1.752806148815571e-08,1.545881540894917e-16,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.6296851859929435,"(np.float64(0.3131313131), np.float64(0.6868686869))"
228,469,2.1590045168329297e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,18.606843483042923,0,0,0,0.0,33.84325129033519,"(np.float64(0.0505050505), np.float64(0.9494949495))"
229,470,7.551281572260038e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,2.0515085253208065,"(np.float64(0.1515151515), np.float64(0.8484848485))"
230,471,1.4766420253220502e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,0.0,35.37199112306083,"(np.float64(0.4949494949), np.float64(0.5050505051))"
231,472,1.762158244322798e-08,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,3.180533564113433,"(np.float64(0.3636363636), np.float64(0.6363636364))"
232,473,9.176399529131629e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,0,True,1e-05,20.0,0,0,0,7.105427357601002e-15,2.149066963378038,"(np.float64(0.404040404), np.float64(0.595959596))"
233,474,8.36399066672655e-09,2.974895889259048e-09,1.752806148815571e-08,0.0,fe-1,True,True,True,True,-2,True,1e-05,20.0,0,0,0,0.0,0.7195784598042396,"(np.float64(0.2929292929), np.float64(0.7070707071))"
