cfg,label,seed,file,n_header,n_footer,hdr_full,hdr_disp,ftr_run,ftr_disp,bad,ts_h_min,ts_h_max,ts_f_max,path
c311,swap_big-lhs_ZDT1,42,exp_sweep-big-lhs_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:47.858+00:00,2026-07-26T11:33:47.858+00:00,2026-07-26T11:34:56.878+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-lhs_ZDT1/42/exp_sweep-big-lhs_c311_ZDT1_42.jsonl
c311,swap_big-mvns_ZDT4,42,exp_sweep-big-mvns_c311_ZDT4_42.jsonl,1,1,1,0,1,0,0,2026-07-24T02:02:06.570+00:00,2026-07-24T02:02:06.570+00:00,2026-07-24T02:02:55.241+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-mvns_ZDT4/42/exp_sweep-big-mvns_c311_ZDT4_42.jsonl
c311,WFG9,42,exp_off_c311_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:58.247+00:00,2026-07-26T11:29:58.247+00:00,2026-07-26T11:30:19.453+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/WFG9/42/exp_off_c311_WFG9_42.jsonl
c311,swap_medium-mvns_DTLZ2,42,exp_sweep-medium-mvns_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:31:46.490+00:00,2026-07-26T11:31:46.490+00:00,2026-07-26T11:33:10.957+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-mvns_DTLZ2/42/exp_sweep-medium-mvns_c311_DTLZ2_42.jsonl
c311,swap_medium-mvns_MMF16_20,42,exp_sweep-medium-mvns_c311_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:31:54.666+00:00,2026-07-26T11:31:54.666+00:00,2026-07-26T11:33:45.814+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-mvns_MMF16_20/42/exp_sweep-medium-mvns_c311_MMF16_20_42.jsonl
c311,WFG1,42,exp_off_c311_WFG1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:25.970+00:00,2026-07-26T11:29:25.970+00:00,2026-07-26T11:29:49.100+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/WFG1/42/exp_off_c311_WFG1_42.jsonl
c311,swap_medium-lhs_WFG9,42,exp_sweep-medium-lhs_c311_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:59.880+00:00,2026-07-26T11:30:59.880+00:00,2026-07-26T11:31:22.573+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-lhs_WFG9/42/exp_sweep-medium-lhs_c311_WFG9_42.jsonl
c311,MMF16_20,42,exp_off_c311_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:10.608+00:00,2026-07-26T11:29:10.608+00:00,2026-07-26T11:30:32.988+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/MMF16_20/42/exp_off_c311_MMF16_20_42.jsonl
c311,DTLZ3,42,exp_off_c311_DTLZ3_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:53.302+00:00,2026-07-26T11:27:53.302+00:00,2026-07-26T11:28:59.735+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/DTLZ3/42/exp_off_c311_DTLZ3_42.jsonl
c311,swap_medium-lhs_ZDT4,42,exp_sweep-medium-lhs_c311_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:31:24.204+00:00,2026-07-26T11:31:24.204+00:00,2026-07-26T11:31:44.898+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-lhs_ZDT4/42/exp_sweep-medium-lhs_c311_ZDT4_42.jsonl
c311,BBOB_F1,42,exp_off_c311_BBOB_F1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:26:31.375+00:00,2026-07-26T11:26:31.375+00:00,2026-07-26T11:26:56.738+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F1/42/exp_off_c311_BBOB_F1_42.jsonl
c311,DTLZ4,42,exp_off_c311_DTLZ4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:28:12.309+00:00,2026-07-26T11:28:12.309+00:00,2026-07-26T11:29:13.759+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/DTLZ4/42/exp_off_c311_DTLZ4_42.jsonl
c311,swap_big-mvns_MMF16_20,42,exp_sweep-big-mvns_c311_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:34:58.950+00:00,2026-07-26T11:34:58.950+00:00,2026-07-26T11:38:14.014+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-mvns_MMF16_20/42/exp_sweep-big-mvns_c311_MMF16_20_42.jsonl
c311,MMF4,42,exp_off_c311_MMF4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:15.289+00:00,2026-07-26T11:29:15.289+00:00,2026-07-26T11:29:37.644+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/MMF4/42/exp_off_c311_MMF4_42.jsonl
c311,MMF11_L,42,exp_off_c311_MMF11_L_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:01.251+00:00,2026-07-26T11:29:01.251+00:00,2026-07-26T11:29:24.430+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/MMF11_L/42/exp_off_c311_MMF11_L_42.jsonl
c311,swap_medium-lhs_DTLZ2,42,exp_sweep-medium-lhs_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:40.810+00:00,2026-07-26T11:30:40.810+00:00,2026-07-26T11:32:17.461+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-lhs_DTLZ2/42/exp_sweep-medium-lhs_c311_DTLZ2_42.jsonl
c311,DTLZ2,42,exp_off_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:36.473+00:00,2026-07-26T11:27:36.473+00:00,2026-07-26T11:28:44.664+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/DTLZ2/42/exp_off_c311_DTLZ2_42.jsonl
c311,swap_small-mvns_ZDT1,42,exp_sweep-small-mvns_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:23:04.270+00:00,2026-07-26T11:23:04.270+00:00,2026-07-26T11:23:50.791+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-mvns_ZDT1/42/exp_sweep-small-mvns_c311_ZDT1_42.jsonl
c311,ZDT3,42,exp_off_c311_ZDT3_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:17.031+00:00,2026-07-26T11:30:17.031+00:00,2026-07-26T11:31:09.432+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/ZDT3/42/exp_off_c311_ZDT3_42.jsonl
c311,ZDT4,42,exp_off_c311_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:20.926+00:00,2026-07-26T11:30:20.926+00:00,2026-07-26T11:30:41.397+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/ZDT4/42/exp_off_c311_ZDT4_42.jsonl
c311,BBOB_F49,42,exp_off_c311_BBOB_F49_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:05.739+00:00,2026-07-26T11:27:05.739+00:00,2026-07-26T11:27:24.560+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F49/42/exp_off_c311_BBOB_F49_42.jsonl
c311,swap_small-lhs_DTLZ2,42,exp_sweep-small-lhs_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:23:02.408+00:00,2026-07-26T11:23:02.408+00:00,2026-07-26T11:24:14.654+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-lhs_DTLZ2/42/exp_sweep-small-lhs_c311_DTLZ2_42.jsonl
c311,swap_small-lhs_MMF16_20,42,exp_sweep-small-lhs_c311_MMF16_20_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:07:53.803+00:00,2026-07-26T11:07:53.803+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-lhs_MMF16_20/42/exp_sweep-small-lhs_c311_MMF16_20_42.jsonl
c311,swap_medium-mvns_ZDT1,42,exp_sweep-medium-mvns_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:32:32.886+00:00,2026-07-26T11:32:32.886+00:00,2026-07-26T11:33:24.742+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-mvns_ZDT1/42/exp_sweep-medium-mvns_c311_ZDT1_42.jsonl
c311,swap_big-mvns_WFG9,42,exp_sweep-big-mvns_c311_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:37:58.875+00:00,2026-07-26T11:37:58.875+00:00,2026-07-26T11:38:28.887+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-mvns_WFG9/42/exp_sweep-big-mvns_c311_WFG9_42.jsonl
c311,BBOB_F22,42,exp_off_c311_BBOB_F22_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:26:45.490+00:00,2026-07-26T11:26:45.490+00:00,2026-07-26T11:27:04.066+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F22/42/exp_off_c311_BBOB_F22_42.jsonl
c311,swap_small-lhs_WFG9,42,exp_sweep-small-lhs_c311_WFG9_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:07:47.680+00:00,2026-07-26T11:07:47.680+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-lhs_WFG9/42/exp_sweep-small-lhs_c311_WFG9_42.jsonl
c311,swap_big-lhs_ZDT4,42,exp_sweep-big-lhs_c311_ZDT4_42.jsonl,1,1,1,0,1,0,0,2026-07-24T01:34:09.875+00:00,2026-07-24T01:34:09.875+00:00,2026-07-24T01:35:15.082+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-lhs_ZDT4/42/exp_sweep-big-lhs_c311_ZDT4_42.jsonl
c311,swap_big-mvns_ZDT1,42,exp_sweep-big-mvns_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:37:59.231+00:00,2026-07-26T11:37:59.231+00:00,2026-07-26T11:41:30.408+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-mvns_ZDT1/42/exp_sweep-big-mvns_c311_ZDT1_42.jsonl
c311,swap_medium-mvns_WFG9,42,exp_sweep-medium-mvns_c311_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:32:19.068+00:00,2026-07-26T11:32:19.068+00:00,2026-07-26T11:32:31.261+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-mvns_WFG9/42/exp_sweep-medium-mvns_c311_WFG9_42.jsonl
c311,swap_big-lhs_MMF16_20,42,exp_sweep-big-lhs_c311_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:26.790+00:00,2026-07-26T11:33:26.790+00:00,2026-07-26T11:37:57.115+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-lhs_MMF16_20/42/exp_sweep-big-lhs_c311_MMF16_20_42.jsonl
c311,swap_small-lhs_ZDT1,42,exp_sweep-small-lhs_c311_ZDT1_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:08:00.438+00:00,2026-07-26T11:08:00.438+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-lhs_ZDT1/42/exp_sweep-small-lhs_c311_ZDT1_42.jsonl
c311,swap_medium-lhs_MMF16_20,42,exp_sweep-medium-lhs_c311_MMF16_20_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:43.011+00:00,2026-07-26T11:30:43.011+00:00,2026-07-26T11:33:01.876+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-lhs_MMF16_20/42/exp_sweep-medium-lhs_c311_MMF16_20_42.jsonl
c311,swap_small-mvns_DTLZ2,42,exp_sweep-small-mvns_c311_DTLZ2_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:07:11.308+00:00,2026-07-26T11:07:11.308+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-mvns_DTLZ2/42/exp_sweep-small-mvns_c311_DTLZ2_42.jsonl
c311,WFG4,42,exp_off_c311_WFG4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:43.550+00:00,2026-07-26T11:29:43.550+00:00,2026-07-26T11:29:56.777+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/WFG4/42/exp_off_c311_WFG4_42.jsonl
c311,swap_big-mvns_DTLZ2,42,exp_sweep-big-mvns_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:59.341+00:00,2026-07-26T11:33:59.341+00:00,2026-07-26T11:37:56.655+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-mvns_DTLZ2/42/exp_sweep-big-mvns_c311_DTLZ2_42.jsonl
c311,swap_big-lhs_DTLZ2,42,exp_sweep-big-lhs_c311_DTLZ2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:13.000+00:00,2026-07-26T11:33:13.000+00:00,2026-07-26T11:38:43.626+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-lhs_DTLZ2/42/exp_sweep-big-lhs_c311_DTLZ2_42.jsonl
c311,swap_small-mvns_WFG9,42,exp_sweep-small-mvns_c311_WFG9_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:07:39.528+00:00,2026-07-26T11:07:39.528+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-mvns_WFG9/42/exp_sweep-small-mvns_c311_WFG9_42.jsonl
c311,WFG2,42,exp_off_c311_WFG2_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:39.217+00:00,2026-07-26T11:29:39.217+00:00,2026-07-26T11:30:01.126+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/WFG2/42/exp_off_c311_WFG2_42.jsonl
c311,WFG5,42,exp_off_c311_WFG5_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:29:50.641+00:00,2026-07-26T11:29:50.641+00:00,2026-07-26T11:30:15.521+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/WFG5/42/exp_off_c311_WFG5_42.jsonl
c311,ZDT1,42,exp_off_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:02.703+00:00,2026-07-26T11:30:02.703+00:00,2026-07-26T11:30:39.252+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/ZDT1/42/exp_off_c311_ZDT1_42.jsonl
c311,ZDT6,42,exp_off_c311_ZDT6_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:30:34.599+00:00,2026-07-26T11:30:34.599+00:00,2026-07-26T11:30:58.297+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/ZDT6/42/exp_off_c311_ZDT6_42.jsonl
c311,swap_small-mvns_ZDT4,42,exp_sweep-small-mvns_c311_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:23:11.375+00:00,2026-07-26T11:23:11.375+00:00,2026-07-26T11:23:40.975+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-mvns_ZDT4/42/exp_sweep-small-mvns_c311_ZDT4_42.jsonl
c311,swap_small-mvns_MMF16_20,42,exp_sweep-small-mvns_c311_MMF16_20_42.jsonl,1,0,1,0,0,0,0,2026-07-26T11:07:38.525+00:00,2026-07-26T11:07:38.525+00:00,,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_small-mvns_MMF16_20/42/exp_sweep-small-mvns_c311_MMF16_20_42.jsonl
c311,DTLZ7,42,exp_off_c311_DTLZ7_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:28:37.123+00:00,2026-07-26T11:28:37.123+00:00,2026-07-26T11:29:41.988+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/DTLZ7/42/exp_off_c311_DTLZ7_42.jsonl
c311,BBOB_F5,42,exp_off_c311_BBOB_F5_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:09.072+00:00,2026-07-26T11:27:09.072+00:00,2026-07-26T11:27:34.702+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F5/42/exp_off_c311_BBOB_F5_42.jsonl
c311,DTLZ1,42,exp_off_c311_DTLZ1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:27:26.199+00:00,2026-07-26T11:27:26.199+00:00,2026-07-26T11:28:35.616+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/DTLZ1/42/exp_off_c311_DTLZ1_42.jsonl
c311,MMF1,42,exp_off_c311_MMF1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:28:46.176+00:00,2026-07-26T11:28:46.176+00:00,2026-07-26T11:29:09.058+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/MMF1/42/exp_off_c311_MMF1_42.jsonl
c311,swap_medium-lhs_ZDT1,42,exp_sweep-medium-lhs_c311_ZDT1_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:31:11.042+00:00,2026-07-26T11:31:11.042+00:00,2026-07-26T11:31:53.073+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-lhs_ZDT1/42/exp_sweep-medium-lhs_c311_ZDT1_42.jsonl
c311,BBOB_F17,42,exp_off_c311_BBOB_F17_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:26:35.692+00:00,2026-07-26T11:26:35.692+00:00,2026-07-26T11:26:43.745+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/BBOB_F17/42/exp_off_c311_BBOB_F17_42.jsonl
c311,swap_big-lhs_WFG9,42,exp_sweep-big-lhs_c311_WFG9_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:29.277+00:00,2026-07-26T11:33:29.277+00:00,2026-07-26T11:33:57.116+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_big-lhs_WFG9/42/exp_sweep-big-lhs_c311_WFG9_42.jsonl
c311,swap_medium-mvns_ZDT4,42,exp_sweep-medium-mvns_c311_ZDT4_42.jsonl,1,2,1,0,1,1,0,2026-07-26T11:33:03.568+00:00,2026-07-26T11:33:03.568+00:00,2026-07-26T11:33:27.233+00:00,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c311/swap_medium-mvns_ZDT4/42/exp_sweep-medium-mvns_c311_ZDT4_42.jsonl
c141,BBOB_F37,42,exp_main_c141_BBOB_F37_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:23:48Z,2026-07-26T11:23:48Z,2026-07-26T11:24:12Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F37/42/exp_main_c141_BBOB_F37_42.jsonl
c141,BBOB_F55,42,exp_main_c141_BBOB_F55_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:24:45Z,2026-07-26T11:24:45Z,2026-07-26T11:25:12Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F55/42/exp_main_c141_BBOB_F55_42.jsonl
c141,WFG9,42,exp_main_c141_WFG9_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:42:48Z,2026-07-26T11:42:48Z,2026-07-26T11:44:54Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/WFG9/42/exp_main_c141_WFG9_42.jsonl
c141,WFG1,42,exp_main_c141_WFG1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:40:15Z,2026-07-26T11:40:15Z,2026-07-26T11:42:10Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/WFG1/42/exp_main_c141_WFG1_42.jsonl
c141,MMF16_20,42,exp_main_c141_MMF16_20_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:39:12Z,2026-07-26T11:39:12Z,2026-07-26T11:41:25Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/MMF16_20/42/exp_main_c141_MMF16_20_42.jsonl
c141,DTLZ3,42,exp_main_c141_DTLZ3_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:29:24Z,2026-07-26T11:29:24Z,2026-07-26T11:30:06Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/DTLZ3/42/exp_main_c141_DTLZ3_42.jsonl
c141,BBOB_F1,42,exp_main_c141_BBOB_F1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:22:12Z,2026-07-26T11:22:12Z,2026-07-26T11:22:40Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F1/42/exp_main_c141_BBOB_F1_42.jsonl
c141,DTLZ4,42,exp_main_c141_DTLZ4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:29:41Z,2026-07-26T11:29:41Z,2026-07-26T11:30:21Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/DTLZ4/42/exp_main_c141_DTLZ4_42.jsonl
c141,MMF4,42,exp_main_c141_MMF4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:20Z,2026-07-26T10:37:20Z,2026-07-26T10:37:25Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/MMF4/42/exp_main_c141_MMF4_42.jsonl
c141,MMF11_L,42,exp_main_c141_MMF11_L_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:20Z,2026-07-26T10:37:20Z,2026-07-26T10:37:26Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/MMF11_L/42/exp_main_c141_MMF11_L_42.jsonl
c141,DTLZ2,42,exp_main_c141_DTLZ2_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:29:15Z,2026-07-26T11:29:15Z,2026-07-26T11:29:58Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/DTLZ2/42/exp_main_c141_DTLZ2_42.jsonl
c141,ZDT3,42,exp_main_c141_ZDT3_42.jsonl,1,1,1,0,1,0,0,2026-07-26T12:19:15Z,2026-07-26T12:19:15Z,2026-07-26T12:23:35Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/ZDT3/42/exp_main_c141_ZDT3_42.jsonl
c141,ZDT4,42,exp_main_c141_ZDT4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:25:04Z,2026-07-26T11:25:04Z,2026-07-26T11:25:31Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/ZDT4/42/exp_main_c141_ZDT4_42.jsonl
c141,BBOB_F49,42,exp_main_c141_BBOB_F49_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:24:08Z,2026-07-26T11:24:08Z,2026-07-26T11:24:33Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F49/42/exp_main_c141_BBOB_F49_42.jsonl
c141,BBOB_F22,42,exp_main_c141_BBOB_F22_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:23:31Z,2026-07-26T11:23:31Z,2026-07-26T11:23:57Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F22/42/exp_main_c141_BBOB_F22_42.jsonl
c141,WFG4,42,exp_main_c141_WFG4_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:42:23Z,2026-07-26T11:42:23Z,2026-07-26T11:44:20Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/WFG4/42/exp_main_c141_WFG4_42.jsonl
c141,WFG2,42,exp_main_c141_WFG2_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:41:37Z,2026-07-26T11:41:37Z,2026-07-26T11:43:51Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/WFG2/42/exp_main_c141_WFG2_42.jsonl
c141,WFG5,42,exp_main_c141_WFG5_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:42:29Z,2026-07-26T11:42:29Z,2026-07-26T11:44:25Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/WFG5/42/exp_main_c141_WFG5_42.jsonl
c141,ZDT1,42,exp_main_c141_ZDT1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T12:16:53Z,2026-07-26T12:16:53Z,2026-07-26T12:21:20Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/ZDT1/42/exp_main_c141_ZDT1_42.jsonl
c141,ZDT6,42,exp_main_c141_ZDT6_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:25:25Z,2026-07-26T11:25:25Z,2026-07-26T11:25:56Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/ZDT6/42/exp_main_c141_ZDT6_42.jsonl
c141,DTLZ7,42,exp_main_c141_DTLZ7_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:40:08Z,2026-07-26T11:40:08Z,2026-07-26T11:42:17Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/DTLZ7/42/exp_main_c141_DTLZ7_42.jsonl
c141,BBOB_F5,42,exp_main_c141_BBOB_F5_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:24:24Z,2026-07-26T11:24:24Z,2026-07-26T11:24:51Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F5/42/exp_main_c141_BBOB_F5_42.jsonl
c141,DTLZ1,42,exp_main_c141_DTLZ1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:45:42Z,2026-07-26T10:45:42Z,2026-07-26T10:45:57Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/DTLZ1/42/exp_main_c141_DTLZ1_42.jsonl
c141,MMF1,42,exp_main_c141_MMF1_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:37:20Z,2026-07-26T10:37:20Z,2026-07-26T10:37:26Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/MMF1/42/exp_main_c141_MMF1_42.jsonl
c141,BBOB_F17,42,exp_main_c141_BBOB_F17_42.jsonl,1,1,1,0,1,0,0,2026-07-26T11:22:52Z,2026-07-26T11:22:52Z,2026-07-26T11:23:19Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/c141/BBOB_F17/42/exp_main_c141_BBOB_F17_42.jsonl
smsemoa,BBOB_F37,42,exp_main_smsemoa_BBOB_F37_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:40:37Z,2026-07-26T10:40:37Z,2026-07-26T10:40:40Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/smsemoa/BBOB_F37/42/exp_main_smsemoa_BBOB_F37_42.jsonl
smsemoa,BBOB_F55,42,exp_main_smsemoa_BBOB_F55_42.jsonl,1,1,1,0,1,0,0,2026-07-26T10:40:38Z,2026-07-26T10:40:38Z,2026-07-26T10:40:41Z,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/smsemoa/BBOB_F55/42/exp_main_smsemoa_BBOB_F55_42.jsonl
