problema,ger,log,meu,nf1_log,nf1_meu,nadpop_log,nadpop_meu,ideal_log,ideal_meu
DTLZ2,12,13,13,"[np.float64(1.4099865180114022), np.float64(1.3247915696483443), np.float64(1.0247746067501011)]","[np.float64(1.4099864959716797), np.float64(1.3247915506362915), np.float64(1.0247745513916016)]","[np.float64(1.4099865180114022), np.float64(1.3247915696483443), np.float64(1.0394919546500436)]","[np.float64(1.4099864959716797), np.float64(1.3247915506362915), np.float64(1.0394920110702515)]","[np.float64(0.10838735527633296), np.float64(0.07433064128439741), np.float64(0.09728080873870756)]","[np.float64(0.10838735848665237), np.float64(0.0743306428194046), np.float64(0.09728080779314041)]"
DTLZ2,13,14,14,"[np.float64(1.4099865180114022), np.float64(1.2675849175466747), np.float64(1.0249467742206362)]","[np.float64(1.4099864959716797), np.float64(1.2675849199295044), np.float64(1.0249468088150024)]","[np.float64(1.4099865180114022), np.float64(1.2675849175466747), np.float64(1.0249467742206362)]","[np.float64(1.4099864959716797), np.float64(1.2675849199295044), np.float64(1.0249468088150024)]","[np.float64(0.10837529926095596), np.float64(0.07433064128439741), np.float64(0.07143836084443249)]","[np.float64(0.10837529599666595), np.float64(0.0743306428194046), np.float64(0.07143835723400116)]"
DTLZ2,14,12,12,"[np.float64(1.4034519017796205), np.float64(1.2675849175466747), np.float64(1.0079006961806218)]","[np.float64(1.403451919555664), np.float64(1.2675849199295044), np.float64(1.0079007148742676)]","[np.float64(1.4034519017796205), np.float64(1.2675849175466747), np.float64(1.0249467742206362)]","[np.float64(1.403451919555664), np.float64(1.2675849199295044), np.float64(1.0249468088150024)]","[np.float64(0.10660265205696326), np.float64(0.0702229046736309), np.float64(0.07143836084443249)]","[np.float64(0.10660265386104584), np.float64(0.07022290676832199), np.float64(0.07143835723400116)]"
DTLZ2,15,13,13,"[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(1.007898020826721)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(1.007897973060608)]","[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(1.0130279261293886)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(1.0130279064178467)]","[np.float64(0.10660236909275649), np.float64(0.0702229046736309), np.float64(0.07143836084443249)]","[np.float64(0.10660237073898315), np.float64(0.07022290676832199), np.float64(0.07143835723400116)]"
DTLZ2,16,14,14,"[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(1.0130247633968927)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(1.0130248069763184)]","[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(1.0130247633968927)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(1.0130248069763184)]","[np.float64(0.10714460937145126), np.float64(0.05173704289017815), np.float64(0.07143836084443249)]","[np.float64(0.10714460909366608), np.float64(0.051737044006586075), np.float64(0.07143835723400116)]"
DTLZ2,17,14,14,"[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(0.9940756678311494)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(0.9940756559371948)]","[np.float64(1.329354609269453), np.float64(1.2675849175466747), np.float64(0.9940756678311494)]","[np.float64(1.3293546438217163), np.float64(1.2675849199295044), np.float64(0.9940756559371948)]","[np.float64(0.13106462417967268), np.float64(0.05173704289017815), np.float64(0.07143836084443249)]","[np.float64(0.13106462359428406), np.float64(0.051737044006586075), np.float64(0.07143835723400116)]"
DTLZ3,1,15,15,"[np.float64(1332.4827111591992), np.float64(1272.4057616810092), np.float64(942.6092335165074)]","[np.float64(1332.482666015625), np.float64(1272.40576171875), np.float64(942.6092529296875)]","[np.float64(1332.4827111591992), np.float64(1272.4057616810092), np.float64(942.6092335165074)]","[np.float64(1332.482666015625), np.float64(1272.40576171875), np.float64(942.6092529296875)]","[np.float64(0.394332388482722), np.float64(0.8813552787887889), np.float64(8.049770604304667)]","[np.float64(0.3943323791027069), np.float64(0.8813552856445312), np.float64(8.04977035522461)]"
DTLZ3,2,13,13,"[np.float64(577.0773990649387), np.float64(1016.7400934258909), np.float64(846.2428254904486)]","[np.float64(577.077392578125), np.float64(1016.7401123046875), np.float64(846.2427978515625)]","[np.float64(577.0773990649387), np.float64(1025.5059728504596), np.float64(846.2428254904486)]","[np.float64(577.077392578125), np.float64(1025.5059814453125), np.float64(846.2427978515625)]","[np.float64(0.3036314566383979), np.float64(0.8619459122361856), np.float64(30.855728218480166)]","[np.float64(0.303631454706192), np.float64(0.8619459271430969), np.float64(30.855728149414062)]"
DTLZ3,3,11,11,"[np.float64(452.9300301205151), np.float64(751.9712150514644), np.float64(817.0396617492855)]","[np.float64(452.9300231933594), np.float64(751.97119140625), np.float64(817.0396728515625)]","[np.float64(613.9352180425099), np.float64(751.9712150514644), np.float64(817.0396617492855)]","[np.float64(613.9352416992188), np.float64(751.97119140625), np.float64(817.0396728515625)]","[np.float64(0.3036314566383979), np.float64(0.3654512511194016), np.float64(50.103639542803236)]","[np.float64(0.303631454706192), np.float64(0.36545124650001526), np.float64(50.1036376953125)]"
DTLZ3,4,9,9,"[np.float64(281.5018751977319), np.float64(751.9712150514644), np.float64(534.4780499778792)]","[np.float64(281.5018615722656), np.float64(751.97119140625), np.float64(534.47802734375)]","[np.float64(452.9300301205151), np.float64(751.9712150514644), np.float64(560.5611185433143)]","[np.float64(452.9300231933594), np.float64(751.97119140625), np.float64(560.5610961914062)]","[np.float64(0.3036314566383979), np.float64(0.38918835553153813), np.float64(50.103639542803236)]","[np.float64(0.303631454706192), np.float64(0.38918834924697876), np.float64(50.1036376953125)]"
DTLZ3,5,10,10,"[np.float64(374.4874692320391), np.float64(751.9712150514644), np.float64(534.4780499778792)]","[np.float64(374.4874572753906), np.float64(751.97119140625), np.float64(534.47802734375)]","[np.float64(445.90653992927497), np.float64(751.9712150514644), np.float64(560.5611185433143)]","[np.float64(445.90655517578125), np.float64(751.97119140625), np.float64(560.5610961914062)]","[np.float64(0.3036314566383979), np.float64(0.38918835553153813), np.float64(50.103639542803236)]","[np.float64(0.303631454706192), np.float64(0.38918834924697876), np.float64(50.1036376953125)]"
DTLZ3,6,10,10,"[np.float64(374.4874692320391), np.float64(751.9712150514644), np.float64(534.4780499778792)]","[np.float64(374.4874572753906), np.float64(751.97119140625), np.float64(534.47802734375)]","[np.float64(445.90653992927497), np.float64(751.9712150514644), np.float64(551.2787071009689)]","[np.float64(445.90655517578125), np.float64(751.97119140625), np.float64(551.2786865234375)]","[np.float64(0.3036314566383979), np.float64(0.38918835553153813), np.float64(50.103639542803236)]","[np.float64(0.303631454706192), np.float64(0.38918834924697876), np.float64(50.1036376953125)]"
DTLZ3,7,10,10,"[np.float64(370.5339100445756), np.float64(751.9712150514644), np.float64(501.2733493743545)]","[np.float64(370.5339050292969), np.float64(751.97119140625), np.float64(501.2733459472656)]","[np.float64(445.90653992927497), np.float64(751.9712150514644), np.float64(551.2787071009689)]","[np.float64(445.90655517578125), np.float64(751.97119140625), np.float64(551.2786865234375)]","[np.float64(0.08621938804848513), np.float64(0.38918835553153813), np.float64(50.103639542803236)]","[np.float64(0.08621938526630402), np.float64(0.38918834924697876), np.float64(50.1036376953125)]"
DTLZ3,8,9,9,"[np.float64(370.5339100445756), np.float64(539.5590238342546), np.float64(456.54976733928396)]","[np.float64(370.5339050292969), np.float64(539.5590209960938), np.float64(456.5497741699219)]","[np.float64(445.90653992927497), np.float64(729.3543382723377), np.float64(502.44686892091426)]","[np.float64(445.90655517578125), np.float64(729.3543090820312), np.float64(502.4468688964844)]","[np.float64(0.08621938804848513), np.float64(17.469993363619935), np.float64(50.26932555408964)]","[np.float64(0.08621938526630402), np.float64(17.469993591308594), np.float64(50.269325256347656)]"
DTLZ3,9,8,8,"[np.float64(298.27397126074413), np.float64(539.5590238342546), np.float64(432.543879828956)]","[np.float64(298.2739562988281), np.float64(539.5590209960938), np.float64(432.54388427734375)]","[np.float64(414.9859230908904), np.float64(729.3543382723377), np.float64(489.63666813614884)]","[np.float64(414.9859313964844), np.float64(729.3543090820312), np.float64(489.63665771484375)]","[np.float64(0.07002281340392837), np.float64(17.469993363619935), np.float64(50.26932555408964)]","[np.float64(0.070022813975811), np.float64(17.469993591308594), np.float64(50.269325256347656)]"
DTLZ3,10,8,8,"[np.float64(306.27884548647836), np.float64(850.3740066254655), np.float64(328.90997288864406)]","[np.float64(306.2788391113281), np.float64(850.3740234375), np.float64(328.90997314453125)]","[np.float64(328.67964715926087), np.float64(850.3740066254655), np.float64(370.78550302430784)]","[np.float64(328.6796569824219), np.float64(850.3740234375), np.float64(370.7854919433594)]","[np.float64(0.04306471475910462), np.float64(156.6267823061258), np.float64(8.92074345932011)]","[np.float64(0.04306471347808838), np.float64(156.6267852783203), np.float64(8.920742988586426)]"
DTLZ3,11,8,8,"[np.float64(304.63001416329524), np.float64(850.3740066254655), np.float64(328.90997288864406)]","[np.float64(304.6300048828125), np.float64(850.3740234375), np.float64(328.90997314453125)]","[np.float64(419.3855998751971), np.float64(850.3740066254655), np.float64(396.5946726292354)]","[np.float64(419.3855895996094), np.float64(850.3740234375), np.float64(396.59466552734375)]","[np.float64(0.03427596971750037), np.float64(156.6267823061258), np.float64(8.92074345932011)]","[np.float64(0.03427597135305405), np.float64(156.6267852783203), np.float64(8.920742988586426)]"
DTLZ3,12,8,8,"[np.float64(304.63001416329524), np.float64(850.3740066254655), np.float64(328.90997288864406)]","[np.float64(304.6300048828125), np.float64(850.3740234375), np.float64(328.90997314453125)]","[np.float64(304.63001416329524), np.float64(850.3740066254655), np.float64(396.5946726292354)]","[np.float64(304.6300048828125), np.float64(850.3740234375), np.float64(396.59466552734375)]","[np.float64(0.03427596971750037), np.float64(156.6267823061258), np.float64(8.92074345932011)]","[np.float64(0.03427597135305405), np.float64(156.6267852783203), np.float64(8.920742988586426)]"
DTLZ3,13,8,8,"[np.float64(304.63001416329524), np.float64(850.3740066254655), np.float64(328.90997288864406)]","[np.float64(304.6300048828125), np.float64(850.3740234375), np.float64(328.90997314453125)]","[np.float64(304.63001416329524), np.float64(850.3740066254655), np.float64(328.90997288864406)]","[np.float64(304.6300048828125), np.float64(850.3740234375), np.float64(328.90997314453125)]","[np.float64(0.03345702249601489), np.float64(156.6267823061258), np.float64(8.92074345932011)]","[np.float64(0.03345702216029167), np.float64(156.6267852783203), np.float64(8.920742988586426)]"
DTLZ3,14,8,8,"[np.float64(246.02797897680813), np.float64(572.1227396774254), np.float64(328.90997288864406)]","[np.float64(246.02798461914062), np.float64(572.1227416992188), np.float64(328.90997314453125)]","[np.float64(288.5240311049713), np.float64(594.2093579157563), np.float64(339.68915010127114)]","[np.float64(288.5240173339844), np.float64(594.2093505859375), np.float64(339.68914794921875)]","[np.float64(0.03345702249601489), np.float64(156.6267823061258), np.float64(0.0)]","[np.float64(0.03345702216029167), np.float64(156.6267852783203), np.float64(0.0)]"
DTLZ3,15,10,10,"[np.float64(186.70633832665), np.float64(481.1164616459223), np.float64(238.02619673603064)]","[np.float64(186.7063446044922), np.float64(481.116455078125), np.float64(238.0261993408203)]","[np.float64(288.5240311049713), np.float64(625.8252416438158), np.float64(339.68915010127114)]","[np.float64(288.5240173339844), np.float64(625.8252563476562), np.float64(339.68914794921875)]","[np.float64(0.03345001633897735), np.float64(111.60095243835379), np.float64(3.370441515272496)]","[np.float64(0.033450014889240265), np.float64(111.6009521484375), np.float64(3.370441436767578)]"
DTLZ3,16,9,9,"[np.float64(186.70633832665), np.float64(481.1164616459223), np.float64(238.02619673603064)]","[np.float64(186.7063446044922), np.float64(481.116455078125), np.float64(238.0261993408203)]","[np.float64(288.5240311049713), np.float64(498.3941385346491), np.float64(307.37037210544753)]","[np.float64(288.5240173339844), np.float64(498.3941345214844), np.float64(307.370361328125)]","[np.float64(0.031842219317473025), np.float64(111.60095243835379), np.float64(2.758798622750974)]","[np.float64(0.031842220574617386), np.float64(111.6009521484375), np.float64(2.758798599243164)]"
DTLZ3,17,9,9,"[np.float64(186.70633832665), np.float64(470.76933176975956), np.float64(238.02619673603064)]","[np.float64(186.7063446044922), np.float64(470.7693176269531), np.float64(238.0261993408203)]","[np.float64(291.3536302854683), np.float64(498.3941385346491), np.float64(307.37037210544753)]","[np.float64(291.3536376953125), np.float64(498.3941345214844), np.float64(307.370361328125)]","[np.float64(0.031842219317473025), np.float64(111.60095243835379), np.float64(2.6871875881832334)]","[np.float64(0.031842220574617386), np.float64(111.6009521484375), np.float64(2.687187671661377)]"
DTLZ3,18,9,10,"[np.float64(186.70633832665), np.float64(482.0724757825261), np.float64(202.01301804001616)]","[np.float64(186.7063446044922), np.float64(482.0724792480469), np.float64(202.0130157470703)]","[np.float64(291.3536302854683), np.float64(482.0724757825261), np.float64(307.37037210544753)]","[np.float64(291.3536376953125), np.float64(482.0724792480469), np.float64(307.370361328125)]","[np.float64(0.031842219317473025), np.float64(138.0436358158903), np.float64(2.6871875881832312)]","[np.float64(0.031842220574617386), np.float64(138.04364013671875), np.float64(2.687187671661377)]"
DTLZ4,1,15,7,"[np.float64(2.0731719462693423), np.float64(1.7095174899503232), np.float64(2.0129480440565604)]","[np.float64(1.4212958812713623), np.float64(1.709517478942871), np.float64(2.0129480361938477)]","[np.float64(2.0731719462693423), np.float64(1.7095174899503232), np.float64(2.0129480440565604)]","[np.float64(2.073171854019165), np.float64(1.709517478942871), np.float64(2.0129480361938477)]","[np.float64(0.37645495919276134), np.float64(1.0625454626971548e-265), np.float64(1.0166344593499458e-220)]","[np.float64(0.3764549493789673), np.float64(0.0), np.float64(0.0)]"
DTLZ4,2,12,11,"[np.float64(1.444522314927615), np.float64(1.5454074659741468), np.float64(1.9452428929922696)]","[np.float64(1.407966136932373), np.float64(1.5454074144363403), np.float64(1.9452428817749023)]","[np.float64(1.444522314927615), np.float64(1.7166105286268396), np.float64(1.972661009724886)]","[np.float64(1.4445222616195679), np.float64(1.7166105508804321), np.float64(1.972661018371582)]","[np.float64(0.037953730199752345), np.float64(1.4346374040658297e-295), np.float64(6.339158778416354e-94)]","[np.float64(0.037953730672597885), np.float64(0.0), np.float64(0.0)]"
DTLZ4,3,12,10,"[np.float64(1.4054464074432689), np.float64(1.642095905979342), np.float64(2.0217614601448135)]","[np.float64(1.382483720779419), np.float64(1.642095923423767), np.float64(2.021761417388916)]","[np.float64(1.4117379628009825), np.float64(1.642095905979342), np.float64(2.0217614601448135)]","[np.float64(1.4117379188537598), np.float64(1.642095923423767), np.float64(2.021761417388916)]","[np.float64(0.021128827270711838), np.float64(1.8809697109179505e-144), np.float64(7.444860227682708e-100)]","[np.float64(0.021128827705979347), np.float64(0.0), np.float64(0.0)]"
DTLZ4,4,12,8,"[np.float64(1.4063351124509689), np.float64(1.5454074659741468), np.float64(2.0217614601448135)]","[np.float64(1.382483720779419), np.float64(1.5454074144363403), np.float64(2.021761417388916)]","[np.float64(1.4063351124509689), np.float64(1.629199117906669), np.float64(2.0217614601448135)]","[np.float64(1.4063351154327393), np.float64(1.6291991472244263), np.float64(2.021761417388916)]","[np.float64(0.021128827270711838), np.float64(1.8809697109179505e-144), np.float64(2.8881181618299128e-102)]","[np.float64(0.021128827705979347), np.float64(0.0), np.float64(0.0)]"
DTLZ4,5,9,8,"[np.float64(1.4059752802646932), np.float64(1.5451237768047164), np.float64(1.3305356714449692)]","[np.float64(1.382483720779419), np.float64(1.545123815536499), np.float64(1.330535650253296)]","[np.float64(1.4059752802646932), np.float64(1.5451237768047164), np.float64(1.8944831202815948)]","[np.float64(1.4059752225875854), np.float64(1.545123815536499), np.float64(1.8944830894470215)]","[np.float64(8.14718125593228e-17), np.float64(7.827277255896045e-198), np.float64(7.149734246276577e-100)]","[np.float64(8.147181109209567e-17), np.float64(0.0), np.float64(0.0)]"
DTLZ4,6,9,7,"[np.float64(1.382483778027388), np.float64(1.4169981881645752), np.float64(1.333445834542887)]","[np.float64(1.382483720779419), np.float64(1.4169981479644775), np.float64(1.330535650253296)]","[np.float64(1.4059752678211734), np.float64(1.5446573045187466), np.float64(1.4762413489660209)]","[np.float64(1.4059752225875854), np.float64(1.5446573495864868), np.float64(1.4762413501739502)]","[np.float64(8.14718125593228e-17), np.float64(1.2752576105275742e-250), np.float64(7.347488395197759e-100)]","[np.float64(8.147181109209567e-17), np.float64(0.0), np.float64(0.0)]"
DTLZ4,7,12,9,"[np.float64(1.4019265765614946), np.float64(1.4169981881645752), np.float64(1.4468103972021054)]","[np.float64(1.382483720779419), np.float64(1.4169981479644775), np.float64(1.4072962999343872)]","[np.float64(1.4019265765614946), np.float64(1.4175968905671112), np.float64(1.4468103972021054)]","[np.float64(1.4019265174865723), np.float64(1.4175969362258911), np.float64(1.4468103647232056)]","[np.float64(0.027546560361361806), np.float64(1.8809697109179505e-144), np.float64(1.1123472051620894e-87)]","[np.float64(0.027546560391783714), np.float64(0.0), np.float64(0.0)]"
DTLZ4,8,13,12,"[np.float64(1.4019265765614946), np.float64(1.336855384128456), np.float64(1.4468103972021054)]","[np.float64(1.382483720779419), np.float64(1.336855411529541), np.float64(1.4468103647232056)]","[np.float64(1.4019265765614946), np.float64(1.336855384128456), np.float64(1.4468103972021054)]","[np.float64(1.4019265174865723), np.float64(1.336855411529541), np.float64(1.4468103647232056)]","[np.float64(0.028228789146807824), np.float64(1.8809697109179505e-144), np.float64(1.461484650628439e-113)]","[np.float64(0.028228789567947388), np.float64(0.0), np.float64(0.0)]"
DTLZ4,9,13,10,"[np.float64(1.4019265765614946), np.float64(1.336855384128456), np.float64(1.3511171231199843)]","[np.float64(1.34120774269104), np.float64(1.336855411529541), np.float64(1.3511171340942383)]","[np.float64(1.4019265765614946), np.float64(1.336855384128456), np.float64(1.3511171231199843)]","[np.float64(1.4019265174865723), np.float64(1.336855411529541), np.float64(1.3511171340942383)]","[np.float64(0.026582248210687186), np.float64(1.0767821971409611e-122), np.float64(1.444367236024318e-113)]","[np.float64(0.026582248508930206), np.float64(0.0), np.float64(0.0)]"
DTLZ4,10,11,8,"[np.float64(1.3789424132504886), np.float64(1.3018192035219924), np.float64(1.2885036471351687)]","[np.float64(1.34120774269104), np.float64(1.3018192052841187), np.float64(1.288503646850586)]","[np.float64(1.3789424132504886), np.float64(1.3018192035219924), np.float64(1.3511171231199843)]","[np.float64(1.3789423704147339), np.float64(1.3018192052841187), np.float64(1.3511171340942383)]","[np.float64(0.01862740312366718), np.float64(1.0767821971409611e-122), np.float64(1.433515166301798e-113)]","[np.float64(0.018627403303980827), np.float64(0.0), np.float64(0.0)]"
DTLZ4,11,11,11,"[np.float64(1.3461682769201015), np.float64(1.3018192035219924), np.float64(1.292820930695062)]","[np.float64(1.3461682796478271), np.float64(1.3018192052841187), np.float64(1.292820930480957)]","[np.float64(1.3461682769201015), np.float64(1.3018192035219924), np.float64(1.292820930695062)]","[np.float64(1.3461682796478271), np.float64(1.3018192052841187), np.float64(1.292820930480957)]","[np.float64(0.01862740312366718), np.float64(4.752734230791379e-42), np.float64(1.3854507795414564e-113)]","[np.float64(0.018627403303980827), np.float64(4.7532043909897795e-42), np.float64(0.0)]"
DTLZ4,12,11,11,"[np.float64(1.3461682769201015), np.float64(1.2733424232863306), np.float64(1.2634950197429755)]","[np.float64(1.3461682796478271), np.float64(1.2733423709869385), np.float64(1.2634949684143066)]","[np.float64(1.3461682769201015), np.float64(1.2733424232863306), np.float64(1.2873497680369244)]","[np.float64(1.3461682796478271), np.float64(1.2733423709869385), np.float64(1.287349820137024)]","[np.float64(0.018265868208395094), np.float64(4.752734230791379e-42), np.float64(1.3854507795414564e-113)]","[np.float64(0.018265867605805397), np.float64(4.7532043909897795e-42), np.float64(0.0)]"
DTLZ4,13,10,10,"[np.float64(1.3461682769201015), np.float64(1.2681522324657242), np.float64(1.2566952724173912)]","[np.float64(1.3461682796478271), np.float64(1.2681522369384766), np.float64(1.25669527053833)]","[np.float64(1.3461682769201015), np.float64(1.2681522324657242), np.float64(1.2873497680369244)]","[np.float64(1.3461682796478271), np.float64(1.2681522369384766), np.float64(1.287349820137024)]","[np.float64(0.01816756684711803), np.float64(4.752734230791379e-42), np.float64(1.3854507795414564e-113)]","[np.float64(0.018167566508054733), np.float64(4.7532043909897795e-42), np.float64(0.0)]"
DTLZ4,14,9,9,"[np.float64(1.343772289006336), np.float64(1.2797151955430328), np.float64(1.2566952724173912)]","[np.float64(1.343772292137146), np.float64(1.2797151803970337), np.float64(1.25669527053833)]","[np.float64(1.3461158850357497), np.float64(1.2797151955430328), np.float64(1.2873497680369244)]","[np.float64(1.3461158275604248), np.float64(1.2797151803970337), np.float64(1.287349820137024)]","[np.float64(0.01816756684711803), np.float64(6.407259340587903e-42), np.float64(1.3854507795414564e-113)]","[np.float64(0.018167566508054733), np.float64(6.406736578893064e-42), np.float64(0.0)]"
DTLZ4,15,11,11,"[np.float64(1.343772289006336), np.float64(1.2797151955430328), np.float64(1.256719186284406)]","[np.float64(1.343772292137146), np.float64(1.2797151803970337), np.float64(1.2567192316055298)]","[np.float64(1.3461158850357497), np.float64(1.2797151955430328), np.float64(1.256719186284406)]","[np.float64(1.3461158275604248), np.float64(1.2797151803970337), np.float64(1.2567192316055298)]","[np.float64(0.01793808642674405), np.float64(6.407259340587903e-42), np.float64(1.3781943558589375e-113)]","[np.float64(0.01793808676302433), np.float64(6.406736578893064e-42), np.float64(0.0)]"
DTLZ4,16,11,10,"[np.float64(1.343772289006336), np.float64(1.2454079859462055), np.float64(1.2627775507676005)]","[np.float64(1.343772292137146), np.float64(1.2454079389572144), np.float64(1.26277756690979)]","[np.float64(1.3461158850357497), np.float64(1.2454079859462055), np.float64(1.2627775507676005)]","[np.float64(1.3461158275604248), np.float64(1.2454079389572144), np.float64(1.26277756690979)]","[np.float64(9.634727904766592e-18), np.float64(6.407259340587903e-42), np.float64(1.3785472400966494e-113)]","[np.float64(9.634727632596136e-18), np.float64(6.406736578893064e-42), np.float64(0.0)]"
DTLZ4,17,12,11,"[np.float64(1.343772289006336), np.float64(1.2454079859462055), np.float64(1.2627775507676005)]","[np.float64(1.343772292137146), np.float64(1.2454079389572144), np.float64(1.26277756690979)]","[np.float64(1.3437789226605399), np.float64(1.2454079859462055), np.float64(1.2627775507676005)]","[np.float64(1.3437789678573608), np.float64(1.2454079389572144), np.float64(1.26277756690979)]","[np.float64(9.634727904766592e-18), np.float64(6.407259340587903e-42), np.float64(1.3785472400966494e-113)]","[np.float64(9.634727632596136e-18), np.float64(6.406736578893064e-42), np.float64(0.0)]"
DTLZ4,18,11,11,"[np.float64(1.3227530087144737), np.float64(1.2454079859462055), np.float64(1.2502019557189088)]","[np.float64(1.3227529525756836), np.float64(1.2454079389572144), np.float64(1.250201940536499)]","[np.float64(1.3437783975572768), np.float64(1.2454079859462055), np.float64(1.253710031586542)]","[np.float64(1.343778371810913), np.float64(1.2454079389572144), np.float64(1.2537100315093994)]","[np.float64(0.01777902205432159), np.float64(6.307037017889124e-42), np.float64(2.048473358723976e-101)]","[np.float64(0.017779022455215454), np.float64(6.307244387926002e-42), np.float64(0.0)]"
DTLZ7,1,15,15,"[np.float64(0.8428331651111236), np.float64(0.9373693044797455), np.float64(22.306604126610093)]","[np.float64(0.8428331613540649), np.float64(0.9373692870140076), np.float64(22.306604385375977)]","[np.float64(0.8428331651111236), np.float64(0.9373693044797455), np.float64(22.306604126610093)]","[np.float64(0.8428331613540649), np.float64(0.9373692870140076), np.float64(22.306604385375977)]","[np.float64(0.0032673418859691284), np.float64(0.0021811840926645484), np.float64(13.353578590765364)]","[np.float64(0.0032673419918864965), np.float64(0.0021811840124428272), np.float64(13.353578567504883)]"
DTLZ7,2,13,13,"[np.float64(0.8428331651111236), np.float64(0.9373693044797455), np.float64(19.1146906075602)]","[np.float64(0.8428331613540649), np.float64(0.9373692870140076), np.float64(19.11469078063965)]","[np.float64(0.8781789782749432), np.float64(0.9373693044797455), np.float64(19.1146906075602)]","[np.float64(0.8781789541244507), np.float64(0.9373692870140076), np.float64(19.11469078063965)]","[np.float64(0.008477057787880622), np.float64(0.002193617402553312), np.float64(13.353578590765364)]","[np.float64(0.008477057330310345), np.float64(0.0021936174016445875), np.float64(13.353578567504883)]"
DTLZ7,3,10,10,"[np.float64(0.8620567675773212), np.float64(0.7416999613631086), np.float64(16.597753335257288)]","[np.float64(0.8620567917823792), np.float64(0.7416999340057373), np.float64(16.597753524780273)]","[np.float64(0.8781789782749432), np.float64(0.7416999613631086), np.float64(18.678084584906145)]","[np.float64(0.8781789541244507), np.float64(0.7416999340057373), np.float64(18.678085327148438)]","[np.float64(0.02048819103550327), np.float64(0.002193617402553305), np.float64(13.284475916482057)]","[np.float64(0.020488191395998), np.float64(0.0021936174016445875), np.float64(13.284476280212402)]"
DTLZ7,4,9,9,"[np.float64(0.8569831842628082), np.float64(0.7416999613631086), np.float64(15.889228084927206)]","[np.float64(0.8569831848144531), np.float64(0.7416999340057373), np.float64(15.889227867126465)]","[np.float64(0.8784743004692628), np.float64(0.7416999613631086), np.float64(17.285890788150077)]","[np.float64(0.8784742951393127), np.float64(0.7416999340057373), np.float64(17.285890579223633)]","[np.float64(0.020488191035503256), np.float64(0.002193617402553305), np.float64(13.24405374984702)]","[np.float64(0.020488191395998), np.float64(0.0021936174016445875), np.float64(13.244053840637207)]"
DTLZ7,5,9,9,"[np.float64(0.4385433369426786), np.float64(0.7416999613631086), np.float64(15.812130985106899)]","[np.float64(0.4385433495044708), np.float64(0.7416999340057373), np.float64(15.81213092803955)]","[np.float64(0.8784722020521653), np.float64(0.7416999613631086), np.float64(17.191211647489425)]","[np.float64(0.8784722089767456), np.float64(0.7416999340057373), np.float64(17.191211700439453)]","[np.float64(0.020488191035503256), np.float64(0.002193617402553305), np.float64(13.279299645279677)]","[np.float64(0.020488191395998), np.float64(0.0021936174016445875), np.float64(13.27929973602295)]"
DTLZ7,6,10,10,"[np.float64(0.4284811820039185), np.float64(0.7416999613631086), np.float64(15.985172993152633)]","[np.float64(0.42848119139671326), np.float64(0.7416999340057373), np.float64(15.985173225402832)]","[np.float64(0.8781883255239644), np.float64(0.7416999613631086), np.float64(17.051585296642408)]","[np.float64(0.8781883120536804), np.float64(0.7416999340057373), np.float64(17.051586151123047)]","[np.float64(0.020488191035503256), np.float64(0.0025878521412119326), np.float64(12.79499379024838)]","[np.float64(0.020488191395998), np.float64(0.002587852068245411), np.float64(12.79499340057373)]"
DTLZ7,7,10,10,"[np.float64(0.8776604748958293), np.float64(0.7416999613631086), np.float64(15.710669808682578)]","[np.float64(0.8776604533195496), np.float64(0.7416999340057373), np.float64(15.71066951751709)]","[np.float64(0.8781877976969295), np.float64(0.7416999613631086), np.float64(17.051585296642408)]","[np.float64(0.8781877756118774), np.float64(0.7416999340057373), np.float64(17.051586151123047)]","[np.float64(0.020488191035503256), np.float64(0.0025878521412119326), np.float64(12.473114802247627)]","[np.float64(0.020488191395998), np.float64(0.002587852068245411), np.float64(12.473114967346191)]"
DTLZ7,8,9,9,"[np.float64(0.9045731348249414), np.float64(0.3453666282596686), np.float64(15.710669808682578)]","[np.float64(0.9045731425285339), np.float64(0.34536662697792053), np.float64(15.71066951751709)]","[np.float64(0.9045731348249414), np.float64(0.7416999613631086), np.float64(15.713244728760488)]","[np.float64(0.9045731425285339), np.float64(0.7416999340057373), np.float64(15.713244438171387)]","[np.float64(0.12146580245984048), np.float64(0.0025878521412119326), np.float64(12.26813546786693)]","[np.float64(0.12146580219268799), np.float64(0.002587852068245411), np.float64(12.268135070800781)]"
