ts,rec,name,solution_id,x_key,fe,geracao,estrategia,n,motivo,problema
2026-07-26T13:05:46Z,guard,dedup_slot_perdido,,,,70.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:48Z,guard,hv_range0,,,,71.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:48Z,guard,dedup_slot_perdido,,,,74.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:50Z,guard,hv_range0,,,,75.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:05:51Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:53Z,guard,dedup_slot_perdido,,,,82.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:55Z,guard,dedup_slot_perdido,,,,86.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:57Z,guard,dedup_slot_perdido,,,,90.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:05:59Z,guard,dedup_slot_perdido,,,,94.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:01Z,guard,dedup_slot_perdido,,,,98.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:03Z,guard,dedup_slot_perdido,,,,102.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:05Z,guard,dedup_slot_perdido,,,,106.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:07Z,guard,hv_range0,,,,107.0,,,"front-1 do arquivo degenerado em >=1 coordenada (Ymax-Ymin<=0) — norm D74 vira NaN; edge fora do paper, NAO consertado (so logado)",DTLZ7
2026-07-26T13:06:08Z,guard,dedup_slot_perdido,,,,110.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:10Z,guard,dedup_slot_perdido,,,,114.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:12Z,guard,dedup_slot_perdido,,,,118.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:14Z,guard,dedup_slot_perdido,,,,122.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:17Z,guard,dedup_slot_perdido,,,,126.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:19Z,guard,dedup_slot_perdido,,,,130.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:21Z,guard,dedup_slot_perdido,,,,134.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:24Z,guard,dedup_slot_perdido,,,,138.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:26Z,guard,dedup_slot_perdido,,,,142.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:28Z,guard,dedup_slot_perdido,,,,146.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:31Z,guard,dedup_slot_perdido,,,,150.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:33Z,guard,dedup_slot_perdido,,,,154.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:36Z,guard,dedup_slot_perdido,,,,158.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:38Z,guard,dedup_slot_perdido,,,,162.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:41Z,guard,dedup_slot_perdido,,,,166.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:43Z,guard,dedup_slot_perdido,,,,170.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:48Z,guard,dedup_slot_perdido,,,,178.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:06:50Z,guard,dedup_slot_perdido,,,,182.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",DTLZ7
2026-07-26T13:07:09Z,guard,cand_vazio,,,,210.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T13:07:12Z,guard,cand_vazio,,,,214.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T13:07:14Z,guard,cand_vazio,,,,218.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T13:07:18Z,guard,cand_vazio,,,,222.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T13:07:20Z,guard,cand_vazio,,,,226.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T13:07:23Z,guard,cand_vazio,,,,230.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),DTLZ7
2026-07-26T11:30:19Z,guard,cache_hit,0.0,039843BD82EFF93F,1.0,,,,,MMF1
2026-07-26T11:30:27Z,guard,cand_vazio,,,,14.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:30Z,guard,cand_vazio,,,,18.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:36Z,guard,cand_vazio,,,,34.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:38Z,guard,cand_vazio,,,,38.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:40Z,guard,cand_vazio,,,,42.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:47Z,guard,cand_vazio,,,,58.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF1
2026-07-26T11:30:36Z,guard,cache_hit,0.0,807068779A18D03F,1.0,,,,,MMF11_L
2026-07-26T11:30:44Z,guard,cand_vazio,,,,14.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:30:49Z,guard,cand_vazio,,,,26.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:30:51Z,guard,cand_vazio,,,,30.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:30:53Z,guard,cand_vazio,,,,34.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:30:58Z,guard,cand_vazio,,,,46.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:31:00Z,guard,cand_vazio,,,,50.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:31:02Z,guard,cand_vazio,,,,54.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:31:03Z,guard,cand_vazio,,,,58.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T11:31:05Z,guard,cand_vazio,,,,62.0,s1,,estrategia nao produziu candidato (edge stock — ex.: rank-learning sem nivel-1),MMF11_L
2026-07-26T12:55:00Z,guard,cache_hit,0.0,ABBFCEB476A0E03F,1.0,,,,,MMF16_20
2026-07-26T11:30:52Z,guard,cache_hit,0.0,40D2C1152D6CD7BF,1.0,,,,,MMF4
2026-07-26T13:06:27Z,guard,cache_hit,0.0,212CA208E291EB3F,1.0,,,,,WFG1
2026-07-26T13:06:54Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG1
2026-07-26T13:07:50Z,guard,cache_hit,0.0,8B4869ACD540FD3F,1.0,,,,,WFG2
2026-07-26T13:07:54Z,guard,dedup_slot_perdido,,,,2.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:07:56Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:07:59Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:01Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:04Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:06Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:08Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:10Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:12Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:14Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:17Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:19Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:21Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:23Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:30Z,guard,dedup_slot_perdido,,,,66.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:34Z,guard,dedup_slot_perdido,,,,74.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:36Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:38Z,guard,dedup_slot_perdido,,,,82.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:42Z,guard,dedup_slot_perdido,,,,90.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:45Z,guard,dedup_slot_perdido,,,,94.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:47Z,guard,dedup_slot_perdido,,,,98.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:10:32Z,guard,dedup_slot_perdido,,,,278.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG2
2026-07-26T13:08:09Z,guard,cache_hit,0.0,6D62D085E1C2E83F,1.0,,,,,WFG4
2026-07-26T13:14:33Z,guard,dedup_slot_perdido,,,,578.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG4
2026-07-26T13:10:22Z,guard,cache_hit,0.0,5CA938D04C43F83F,1.0,,,,,WFG5
2026-07-26T13:14:26Z,guard,cache_hit,0.0,8687CDA5EF4BF83F,1.0,,,,,WFG9
2026-07-26T13:14:37Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG9
2026-07-26T13:14:40Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG9
2026-07-26T13:14:42Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",WFG9
2026-07-26T13:14:53Z,guard,cache_hit,0.0,CA0BDCDE5F23E23F,1.0,,,,,ZDT1
2026-07-26T13:15:02Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:04Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:07Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:10Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:12Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:14Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:17Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:19Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:22Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:24Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:27Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:29Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:32Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:34Z,guard,dedup_slot_perdido,,,,58.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:36Z,guard,dedup_slot_perdido,,,,62.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:39Z,guard,dedup_slot_perdido,,,,66.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:41Z,guard,dedup_slot_perdido,,,,70.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:47Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:49Z,guard,dedup_slot_perdido,,,,82.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:51Z,guard,dedup_slot_perdido,,,,86.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:54Z,guard,dedup_slot_perdido,,,,90.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:56Z,guard,dedup_slot_perdido,,,,94.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:59Z,guard,dedup_slot_perdido,,,,98.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:16:01Z,guard,dedup_slot_perdido,,,,102.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:16:04Z,guard,dedup_slot_perdido,,,,106.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:16:12Z,guard,dedup_slot_perdido,,,,118.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:16:23Z,guard,dedup_slot_perdido,,,,134.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:16:25Z,guard,dedup_slot_perdido,,,,138.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT1
2026-07-26T13:15:01Z,guard,cache_hit,0.0,A2F9333A60CED83F,1.0,,,,,ZDT3
2026-07-26T13:15:09Z,guard,dedup_slot_perdido,,,,6.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:11Z,guard,dedup_slot_perdido,,,,10.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:14Z,guard,dedup_slot_perdido,,,,14.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:16Z,guard,dedup_slot_perdido,,,,18.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:19Z,guard,dedup_slot_perdido,,,,22.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:22Z,guard,dedup_slot_perdido,,,,26.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:24Z,guard,dedup_slot_perdido,,,,30.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:27Z,guard,dedup_slot_perdido,,,,34.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:29Z,guard,dedup_slot_perdido,,,,38.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:32Z,guard,dedup_slot_perdido,,,,42.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:34Z,guard,dedup_slot_perdido,,,,46.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:36Z,guard,dedup_slot_perdido,,,,50.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:39Z,guard,dedup_slot_perdido,,,,54.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:41Z,guard,dedup_slot_perdido,,,,58.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:43Z,guard,dedup_slot_perdido,,,,62.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:46Z,guard,dedup_slot_perdido,,,,66.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:48Z,guard,dedup_slot_perdido,,,,70.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:51Z,guard,dedup_slot_perdido,,,,74.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:53Z,guard,dedup_slot_perdido,,,,78.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:15:56Z,guard,dedup_slot_perdido,,,,82.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:08Z,guard,dedup_slot_perdido,,,,102.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:11Z,guard,dedup_slot_perdido,,,,106.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:13Z,guard,dedup_slot_perdido,,,,110.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:16Z,guard,dedup_slot_perdido,,,,114.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:18Z,guard,dedup_slot_perdido,,,,118.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:21Z,guard,dedup_slot_perdido,,,,122.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:24Z,guard,dedup_slot_perdido,,,,126.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:26Z,guard,dedup_slot_perdido,,,,130.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:28Z,guard,dedup_slot_perdido,,,,134.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:31Z,guard,dedup_slot_perdido,,,,138.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:33Z,guard,dedup_slot_perdido,,,,142.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:36Z,guard,dedup_slot_perdido,,,,146.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
2026-07-26T13:16:39Z,guard,dedup_slot_perdido,,,,150.0,s1,1.0,"dedup eps=1e-5 STOCK rejeitou o candidato SEM gastar FE (slot perdido, nao o orcamento)",ZDT3
