label,exp,tier,dist,problema,D,M,N,Nmin,iteracao,obj,dtp,dgps,dentro,tp,ngps,nfolhas
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,56,1,159.0,1.0,True,8927.0,56.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,57,0,239.0,1.0,True,9296.0,57.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,57,1,144.0,1.0,True,9071.0,57.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,57,2,194.0,1.0,True,6802.0,42.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,58,0,224.0,1.0,True,9520.0,58.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,58,1,229.0,1.0,True,9300.0,58.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,59,0,150.0,1.0,True,9670.0,59.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,59,1,124.0,1.0,True,9424.0,59.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,60,0,137.0,1.0,True,9807.0,60.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,60,1,123.0,1.0,True,9547.0,60.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,61,0,137.0,1.0,True,9944.0,61.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,61,1,139.0,1.0,True,9686.0,61.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,61,2,150.0,1.0,True,6952.0,43.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,62,0,125.0,1.0,True,10069.0,62.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,62,1,216.0,1.0,True,9902.0,62.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,63,0,227.0,1.0,True,10296.0,63.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,63,1,181.0,1.0,True,10083.0,63.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,64,0,227.0,1.0,True,10523.0,64.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,64,1,141.0,1.0,True,10224.0,64.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,65,0,168.0,1.0,True,10691.0,65.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,65,1,176.0,1.0,True,10400.0,65.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,66,0,170.0,1.0,True,10861.0,66.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,66,1,130.0,1.0,True,10530.0,66.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,67,0,130.0,1.0,True,10991.0,67.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,67,1,128.0,1.0,True,10658.0,67.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,68,0,120.0,1.0,True,11111.0,68.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,68,1,121.0,1.0,True,10779.0,68.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,69,0,226.0,1.0,True,11337.0,69.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,69,1,222.0,1.0,True,11001.0,69.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,70,0,227.0,1.0,True,11564.0,70.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,70,1,123.0,1.0,True,11124.0,70.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,70,2,132.0,1.0,True,7084.0,44.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,71,0,216.0,1.0,True,11780.0,71.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,71,1,126.0,1.0,True,11250.0,71.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,71,2,167.0,1.0,True,7251.0,45.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,72,0,198.0,1.0,True,11978.0,72.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,72,1,131.0,1.0,True,11381.0,72.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,72,2,122.0,1.0,True,7373.0,46.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,73,0,213.0,1.0,True,12191.0,73.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,73,1,205.0,1.0,True,11586.0,73.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,73,2,126.0,1.0,True,7499.0,47.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,74,0,195.0,1.0,True,12386.0,74.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,74,1,149.0,1.0,True,11735.0,74.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,74,2,226.0,1.0,True,7725.0,48.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,75,0,120.0,1.0,True,12506.0,75.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,75,1,125.0,1.0,True,11860.0,75.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,75,2,120.0,1.0,True,7845.0,49.0,327.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,76,0,169.0,1.0,True,12675.0,76.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,76,1,163.0,1.0,True,12023.0,76.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,77,0,162.0,1.0,True,12837.0,77.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,77,1,140.0,1.0,True,12163.0,77.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,78,0,126.0,1.0,True,12963.0,78.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,78,1,131.0,1.0,True,12294.0,78.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,79,0,125.0,1.0,True,13088.0,79.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,79,1,163.0,1.0,True,12457.0,79.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,80,0,120.0,1.0,True,13208.0,80.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,80,1,194.0,1.0,True,12651.0,80.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,81,0,121.0,1.0,True,13329.0,81.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,81,1,125.0,1.0,True,12776.0,81.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,82,0,122.0,1.0,True,13451.0,82.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,82,1,160.0,1.0,True,12936.0,82.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,83,0,132.0,1.0,True,13583.0,83.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,83,1,120.0,1.0,True,13056.0,83.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,84,0,144.0,1.0,True,13727.0,84.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,84,1,149.0,1.0,True,13205.0,84.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,85,0,221.0,1.0,True,13948.0,85.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,85,1,170.0,1.0,True,13375.0,85.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,86,0,129.0,1.0,True,14077.0,86.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,86,1,233.0,1.0,True,13608.0,86.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,87,0,120.0,1.0,True,14197.0,87.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,87,1,123.0,1.0,True,13731.0,87.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,88,0,211.0,1.0,True,14408.0,88.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,88,1,192.0,1.0,True,13923.0,88.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,89,0,176.0,1.0,True,14584.0,89.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,89,1,165.0,1.0,True,14088.0,89.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,90,0,128.0,1.0,True,14712.0,90.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,90,1,230.0,1.0,True,14318.0,90.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,91,0,205.0,1.0,True,14917.0,91.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,91,1,192.0,1.0,True,14510.0,91.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,92,0,204.0,1.0,True,15121.0,92.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,92,1,205.0,1.0,True,14715.0,92.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,93,0,145.0,1.0,True,15266.0,93.0,323.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,93,1,121.0,1.0,True,14836.0,93.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,94,1,155.0,1.0,True,14991.0,94.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,95,1,124.0,1.0,True,15115.0,95.0,324.0
swap_big-lhs_DTLZ2,sweep-big-lhs,big,lhs,DTLZ2,12,3,50000,120,97,1,219.0,1.0,True,15334.0,96.0,324.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,2,0,262.0,1.0,True,658.0,2.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,2,1,314.0,1.0,True,620.0,2.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,2,2,284.0,1.0,True,630.0,2.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,3,0,219.0,1.0,True,877.0,3.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,3,1,230.0,1.0,True,850.0,3.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,3,2,330.0,1.0,True,960.0,3.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,4,0,399.0,1.0,True,1276.0,4.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,4,1,358.0,1.0,True,1208.0,4.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,4,2,227.0,1.0,True,1187.0,4.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,5,0,261.0,1.0,True,1537.0,5.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,5,1,251.0,1.0,True,1459.0,5.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,5,2,320.0,1.0,True,1507.0,5.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,6,0,234.0,1.0,True,1771.0,6.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,6,1,313.0,1.0,True,1772.0,6.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,6,2,376.0,1.0,True,1883.0,6.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,7,0,208.0,1.0,True,1979.0,7.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,7,1,266.0,1.0,True,2038.0,7.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,7,2,327.0,1.0,True,2210.0,7.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,8,0,201.0,1.0,True,2180.0,8.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,8,1,390.0,1.0,True,2428.0,8.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,8,2,322.0,1.0,True,2532.0,8.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,9,0,244.0,1.0,True,2424.0,9.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,9,1,248.0,1.0,True,2676.0,9.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,9,2,239.0,1.0,True,2771.0,9.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,10,0,237.0,1.0,True,2661.0,10.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,10,1,277.0,1.0,True,2953.0,10.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,10,2,200.0,1.0,True,2971.0,10.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,11,0,215.0,1.0,True,2876.0,11.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,11,1,235.0,1.0,True,3188.0,11.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,11,2,259.0,1.0,True,3230.0,11.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,12,0,213.0,1.0,True,3089.0,12.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,12,1,249.0,1.0,True,3437.0,12.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,12,2,352.0,1.0,True,3582.0,12.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,13,0,250.0,1.0,True,3339.0,13.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,13,1,330.0,1.0,True,3767.0,13.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,13,2,291.0,1.0,True,3873.0,13.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,14,0,236.0,1.0,True,3575.0,14.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,14,1,246.0,1.0,True,4013.0,14.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,14,2,266.0,1.0,True,4139.0,14.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,15,0,267.0,1.0,True,3842.0,15.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,15,1,280.0,1.0,True,4293.0,15.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,15,2,220.0,1.0,True,4359.0,15.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,16,0,353.0,1.0,True,4195.0,16.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,16,1,274.0,1.0,True,4567.0,16.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,16,2,309.0,1.0,True,4668.0,16.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,17,0,357.0,1.0,True,4552.0,17.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,17,1,242.0,1.0,True,4809.0,17.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,17,2,204.0,1.0,True,4872.0,17.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,18,0,397.0,1.0,True,4949.0,18.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,18,1,291.0,1.0,True,5100.0,18.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,18,2,267.0,1.0,True,5139.0,18.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,19,0,236.0,1.0,True,5185.0,19.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,19,1,218.0,1.0,True,5318.0,19.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,19,2,255.0,1.0,True,5394.0,19.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,20,0,279.0,1.0,True,5464.0,20.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,20,1,202.0,1.0,True,5520.0,20.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,20,2,262.0,1.0,True,5656.0,20.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,21,0,204.0,1.0,True,5668.0,21.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,21,1,209.0,1.0,True,5729.0,21.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,21,2,256.0,1.0,True,5912.0,21.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,22,0,239.0,1.0,True,5907.0,22.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,22,1,220.0,1.0,True,5949.0,22.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,22,2,294.0,1.0,True,6206.0,22.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,23,0,258.0,1.0,True,6165.0,23.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,23,1,351.0,1.0,True,6300.0,23.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,24,0,266.0,1.0,True,6431.0,24.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,24,1,238.0,1.0,True,6538.0,24.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,24,2,306.0,1.0,True,6512.0,23.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,25,0,336.0,1.0,True,6767.0,25.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,25,1,273.0,1.0,True,6811.0,25.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,26,0,218.0,1.0,True,6985.0,26.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,26,1,388.0,1.0,True,7199.0,26.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,27,0,391.0,1.0,True,7376.0,27.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,27,1,227.0,1.0,True,7426.0,27.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,28,0,208.0,1.0,True,7584.0,28.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,28,1,292.0,1.0,True,7718.0,28.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,29,0,300.0,1.0,True,7884.0,29.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,29,1,236.0,1.0,True,7954.0,29.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,30,0,251.0,1.0,True,8135.0,30.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,30,1,215.0,1.0,True,8169.0,30.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,31,0,274.0,1.0,True,8409.0,31.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,31,1,230.0,1.0,True,8399.0,31.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,32,0,219.0,1.0,True,8628.0,32.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,32,1,367.0,1.0,True,8766.0,32.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,33,0,295.0,1.0,True,8923.0,33.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,33,1,252.0,1.0,True,9018.0,33.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,34,0,360.0,1.0,True,9283.0,34.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,34,1,276.0,1.0,True,9294.0,34.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,34,2,291.0,1.0,True,6803.0,24.0,188.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,35,0,253.0,1.0,True,9536.0,35.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,35,1,285.0,1.0,True,9579.0,35.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,36,0,201.0,1.0,True,9737.0,36.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,36,1,200.0,1.0,True,9779.0,36.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,37,0,223.0,1.0,True,9960.0,37.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,37,1,254.0,1.0,True,10033.0,37.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,38,0,396.0,1.0,True,10356.0,38.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,38,1,360.0,1.0,True,10393.0,38.0,184.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,39,0,250.0,1.0,True,10606.0,39.0,189.0
swap_big-lhs_MMF16_20,sweep-big-lhs,big,lhs,MMF16_20,20,3,50000,200,39,1,289.0,1.0,True,10682.0,39.0,184.0
