alg,exp,problema,n_ev,familias,has_fe,has_f_best,has_n_front1,has_modelo_hp,has_tempo_fit_s,has_tempo_busca_s,has_dist_min_arquivo,has_ideal,has_nadir_pop,has_nadir_front1
c262,main,BBOB_F49,201,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,BBOB_F5,201,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,BBOB_F55,201,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,DTLZ1,141,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,DTLZ2,241,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,DTLZ3,241,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,DTLZ4,241,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,MMF1,41,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,MMF11_L,41,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,MMF4,41,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,WFG2,441,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,WFG4,441,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,WFG5,441,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,WFG9,441,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,ZDT1,640,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,ZDT4,201,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c262,main,ZDT6,202,decision/hard_stop;decision/infill,True,True,True,True,True,True,True,False,False,False
c311,off,BBOB_F1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F17,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F22,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F37,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F49,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F5,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,BBOB_F55,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,DTLZ1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,DTLZ2,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,DTLZ3,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,DTLZ4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,DTLZ7,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,MMF1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,MMF11_L,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,MMF16_20,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,MMF4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,WFG1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,WFG2,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,WFG4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,WFG5,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,WFG9,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,ZDT1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,ZDT3,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,ZDT4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,off,ZDT6,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-lhs,swap_big-lhs_DTLZ2,99,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-lhs,swap_big-lhs_MMF16_20,44,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-lhs,swap_big-lhs_WFG9,6,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-lhs,swap_big-lhs_ZDT1,18,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-lhs,swap_big-lhs_ZDT4,50,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-mvns,swap_big-mvns_DTLZ2,56,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-mvns,swap_big-mvns_MMF16_20,41,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-mvns,swap_big-mvns_WFG9,8,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-mvns,swap_big-mvns_ZDT1,61,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-big-mvns,swap_big-mvns_ZDT4,30,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-lhs,swap_medium-lhs_DTLZ2,14,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-lhs,swap_medium-lhs_MMF16_20,10,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-lhs,swap_medium-lhs_WFG9,6,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-lhs,swap_medium-lhs_ZDT1,6,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-lhs,swap_medium-lhs_ZDT4,7,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-mvns,swap_medium-mvns_DTLZ2,14,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-mvns,swap_medium-mvns_MMF16_20,10,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-mvns,swap_medium-mvns_WFG9,8,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-mvns,swap_medium-mvns_ZDT1,7,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-medium-mvns,swap_medium-mvns_ZDT4,10,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-lhs,swap_small-lhs_DTLZ2,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-lhs,swap_small-lhs_MMF16_20,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-lhs,swap_small-lhs_WFG9,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-lhs,swap_small-lhs_ZDT1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-lhs,swap_small-lhs_ZDT4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-mvns,swap_small-mvns_DTLZ2,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-mvns,swap_small-mvns_MMF16_20,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-mvns,swap_small-mvns_WFG9,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-mvns,swap_small-mvns_ZDT1,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
c311,sweep-small-mvns,swap_small-mvns_ZDT4,4,decision/c311_build,True,True,True,False,True,True,False,False,False,False
e103,off,BBOB_F1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F17,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F22,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F37,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F49,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F5,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,BBOB_F55,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,DTLZ1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,DTLZ2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,DTLZ3,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,DTLZ4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,DTLZ7,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,MMF1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,MMF11_L,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,MMF16_20,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,MMF4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,WFG1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,WFG2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,WFG4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,WFG5,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,WFG9,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,ZDT1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,ZDT3,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,ZDT4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,off,ZDT6,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-lhs,swap_medium-lhs_DTLZ2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-lhs,swap_medium-lhs_MMF16_20,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-lhs,swap_medium-lhs_WFG9,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-lhs,swap_medium-lhs_ZDT1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-lhs,swap_medium-lhs_ZDT4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-mvns,swap_medium-mvns_DTLZ2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-mvns,swap_medium-mvns_MMF16_20,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-mvns,swap_medium-mvns_WFG9,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-mvns,swap_medium-mvns_ZDT1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-medium-mvns,swap_medium-mvns_ZDT4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-lhs,swap_small-lhs_DTLZ2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-lhs,swap_small-lhs_MMF16_20,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-lhs,swap_small-lhs_WFG9,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-lhs,swap_small-lhs_ZDT1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-lhs,swap_small-lhs_ZDT4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-mvns,swap_small-mvns_DTLZ2,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-mvns,swap_small-mvns_MMF16_20,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-mvns,swap_small-mvns_WFG9,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-mvns,swap_small-mvns_ZDT1,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e103,sweep-small-mvns,swap_small-mvns_ZDT4,99,e103_gen/,True,True,True,False,False,False,False,False,False,False
e7,main,BBOB_F1,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F17,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F22,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F37,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F49,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F5,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,BBOB_F55,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,DTLZ1,46,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,DTLZ2,80,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,DTLZ3,80,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,DTLZ4,80,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,DTLZ7,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,MMF1,13,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,MMF11_L,13,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,MMF16_20,133,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,MMF4,13,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,WFG1,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,WFG2,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,WFG4,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,WFG5,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,WFG9,146,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,ZDT1,200,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,ZDT3,200,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,ZDT4,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e7,main,ZDT6,66,e7_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F1,218,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F17,208,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F22,213,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F37,221,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F49,214,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F5,210,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,BBOB_F55,216,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,DTLZ1,138,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,DTLZ2,238,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,DTLZ3,241,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,DTLZ4,238,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,DTLZ7,488,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,MMF1,45,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,MMF11_L,48,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,MMF16_20,398,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,MMF4,39,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,WFG1,440,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,WFG2,461,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,WFG4,440,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,WFG5,439,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,WFG9,442,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,ZDT1,627,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,ZDT3,654,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,ZDT4,258,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e74,main,ZDT6,213,e74_boot/;e74_gen/,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F1,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F17,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F22,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F37,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F49,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F5,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,BBOB_F55,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,DTLZ1,140,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,DTLZ2,240,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,DTLZ3,240,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,DTLZ4,240,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,DTLZ7,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,MMF1,40,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,MMF11_L,40,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,MMF16_20,400,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,MMF4,40,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,WFG1,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,WFG2,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,WFG4,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,WFG5,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,WFG9,440,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,ZDT1,600,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,ZDT3,600,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,ZDT4,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,main,ZDT6,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,batch,q10_DTLZ2,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,batch,q10_MMF16_20,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,batch,q10_WFG9,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,batch,q10_ZDT1,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
e81,batch,q10_ZDT4,200,decision/e81_gen,True,True,True,True,True,True,True,False,False,False
moead,main,BBOB_F1,12,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F17,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F22,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F37,13,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F49,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F5,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,BBOB_F55,13,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,DTLZ1,11,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,DTLZ2,17,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,DTLZ3,18,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,DTLZ4,18,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,DTLZ7,33,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,MMF1,3,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,MMF11_L,3,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,MMF16_20,29,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,MMF4,3,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,WFG1,31,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,WFG2,27,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,WFG4,27,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,WFG5,26,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,WFG9,25,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,ZDT1,38,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,ZDT3,38,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,ZDT4,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead,main,ZDT6,14,moead_gen/,True,True,True,False,False,False,False,True,True,True
moead_media,off,BBOB_F1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F17,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F22,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F37,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F49,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F5,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,BBOB_F55,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,DTLZ1,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,DTLZ2,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,DTLZ3,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,DTLZ4,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,DTLZ7,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,MMF1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,MMF11_L,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,MMF16_20,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,MMF4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,WFG1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,WFG2,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,WFG4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,WFG5,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,WFG9,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,ZDT1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,ZDT3,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,ZDT4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,off,ZDT6,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-lhs,swap_medium-lhs_DTLZ2,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-lhs,swap_medium-lhs_MMF16_20,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-lhs,swap_medium-lhs_WFG9,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-lhs,swap_medium-lhs_ZDT1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-lhs,swap_medium-lhs_ZDT4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-mvns,swap_medium-mvns_DTLZ2,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-mvns,swap_medium-mvns_MMF16_20,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-mvns,swap_medium-mvns_WFG9,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-mvns,swap_medium-mvns_ZDT1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-medium-mvns,swap_medium-mvns_ZDT4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-lhs,swap_small-lhs_DTLZ2,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-lhs,swap_small-lhs_MMF16_20,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-lhs,swap_small-lhs_WFG9,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-lhs,swap_small-lhs_ZDT1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-lhs,swap_small-lhs_ZDT4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-mvns,swap_small-mvns_DTLZ2,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-mvns,swap_small-mvns_MMF16_20,381,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-mvns,swap_small-mvns_WFG9,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-mvns,swap_small-mvns_ZDT1,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
moead_media,sweep-small-mvns,swap_small-mvns_ZDT4,801,decision/moead_media_gen,True,True,True,False,False,False,False,False,False,False
nsga2,main,BBOB_F1,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F17,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F22,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F37,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F49,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F5,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,BBOB_F55,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,DTLZ1,8,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,DTLZ2,13,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,DTLZ3,13,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,DTLZ4,13,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,DTLZ7,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,MMF1,3,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,MMF11_L,3,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,MMF16_20,21,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,MMF4,3,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,WFG1,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,WFG2,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,WFG4,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,WFG5,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,WFG9,23,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,ZDT1,31,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,ZDT3,31,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,ZDT4,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
nsga2,main,ZDT6,11,nsga2_gen/,True,True,True,False,False,False,False,True,True,True
