alg,exp,problema,n_gen,caminho,has_fe,has_f_best,has_n_front1,has_modelo_hp,has_tempo_fit_s,has_tempo_busca_s,has_dist_min_arquivo,has_ideal,has_nadir_pop,has_nadir_front1,n_di10_literal,n_pisos_extra,chaves
b4,main,DTLZ4,338,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,DTLZ7,423,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,MMF1,45,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,MMF11_L,42,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,MMF16_20,90,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,MMF4,50,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,WFG1,185,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,WFG2,443,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,WFG4,274,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,WFG5,370,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,WFG9,442,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,ZDT1,557,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,ZDT3,547,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,ZDT4,201,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b4,main,ZDT6,203,b4_gen,True,True,True,True,True,True,True,False,False,False,7,0,L_sel;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;geracao;guard_randperm;lote;modelo_hp;motivo;n_acumulado;n_front1;n_refs;n_treino;p0;p1;ramo;rec;ref_ids;rr;tempo_busca_s;tempo_fit_s;tempo_geracao_s;tempo_pred_sonda_s;tr;ts
b5m,off,BBOB_F1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F17,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F22,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F37,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F49,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F5,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,BBOB_F55,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,DTLZ1,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,DTLZ2,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,DTLZ3,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,DTLZ4,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,DTLZ7,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,MMF1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,MMF11_L,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,MMF16_20,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,MMF4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,WFG1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,WFG2,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,WFG4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,WFG5,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,WFG9,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,ZDT1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,ZDT3,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,ZDT4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,off,ZDT6,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-lhs,swap_medium-lhs_DTLZ2,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-lhs,swap_medium-lhs_MMF16_20,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-lhs,swap_medium-lhs_WFG9,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-lhs,swap_medium-lhs_ZDT1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-lhs,swap_medium-lhs_ZDT4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-mvns,swap_medium-mvns_DTLZ2,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-mvns,swap_medium-mvns_MMF16_20,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-mvns,swap_medium-mvns_WFG9,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-mvns,swap_medium-mvns_ZDT1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-medium-mvns,swap_medium-mvns_ZDT4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-lhs,swap_small-lhs_DTLZ2,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-lhs,swap_small-lhs_MMF16_20,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-lhs,swap_small-lhs_WFG9,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-lhs,swap_small-lhs_ZDT1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-lhs,swap_small-lhs_ZDT4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-mvns,swap_small-mvns_DTLZ2,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-mvns,swap_small-mvns_MMF16_20,381,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-mvns,swap_small-mvns_WFG9,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-mvns,swap_small-mvns_ZDT1,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5m,sweep-small-mvns,swap_small-mvns_ZDT4,801,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F1,828,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F17,2461,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F22,1144,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F37,814,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F49,919,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F5,879,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,BBOB_F55,942,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,DTLZ1,870,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,DTLZ2,504,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,DTLZ3,1077,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,DTLZ4,2312,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,DTLZ7,785,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,MMF1,909,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,MMF11_L,848,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,MMF16_20,595,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,MMF4,865,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,WFG1,935,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,WFG2,923,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,WFG4,937,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,WFG5,930,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,WFG9,906,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,ZDT1,878,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,ZDT3,921,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,ZDT4,3845,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,off,ZDT6,950,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-lhs,swap_medium-lhs_DTLZ2,408,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-lhs,swap_medium-lhs_MMF16_20,512,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-lhs,swap_medium-lhs_WFG9,905,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-lhs,swap_medium-lhs_ZDT1,852,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-lhs,swap_medium-lhs_ZDT4,5465,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-mvns,swap_medium-mvns_DTLZ2,454,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-mvns,swap_medium-mvns_MMF16_20,647,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-mvns,swap_medium-mvns_WFG9,954,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-mvns,swap_medium-mvns_ZDT1,864,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-medium-mvns,swap_medium-mvns_ZDT4,3660,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-lhs,swap_small-lhs_DTLZ2,504,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-lhs,swap_small-lhs_MMF16_20,595,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-lhs,swap_small-lhs_WFG9,906,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-lhs,swap_small-lhs_ZDT1,878,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-lhs,swap_small-lhs_ZDT4,3845,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-mvns,swap_small-mvns_DTLZ2,557,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-mvns,swap_small-mvns_MMF16_20,507,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-mvns,swap_small-mvns_WFG9,944,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-mvns,swap_small-mvns_ZDT1,854,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
b5r,sweep-small-mvns,swap_small-mvns_ZDT4,5548,b5_gen,True,True,True,False,False,False,False,False,False,False,3,0,caminho;f_best;fe;geracao;motivo;n_ds_membros;n_front1;rec;tempo_fit_s;ts
c141,main,BBOB_F1,59,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F17,57,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F22,51,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F37,50,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F49,51,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F5,56,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,BBOB_F55,54,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,DTLZ1,31,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,DTLZ2,65,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
c141,main,DTLZ3,64,c141_gen,True,True,True,True,True,True,True,False,False,False,7,0,Q;U;U_pool_max;arquivo;dist_min_arquivo;f_best;fe;fe_treino_max;fit1;fit2;fit3;geracao;lote;modelo_hp;motivo;n_front1;n_front2;n_pool;n_por_nivel;n_sub1;n_sub2;nivel;ramo_QU;rec;tempo_busca_s;tempo_fit_s;tempo_geracao_s;ts
