problema,geracao,fe,aceito,slot_perdido,n_cand,N,count,frac_n1,n_desal,flag_copia,cand_dist,cand_classe,n1_pop,nan_s0,match_dx,pos,rank_global,is_argmax_global,is_argmax_S,pos_in_S,chosen_in_S,|S1|,limiar_pre
ZDT1,374,583,1,0,1,100,28,0.9,7,False,0.6129511429308674,1,96,0,0.0,53.0,2.0,0.0,1.0,1.0,1.0,96.0,1.0
ZDT1,378,586,1,0,1,100,3,0.92,5,False,0.30092701762872964,1,97,0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,382,589,1,0,1,100,28,0.94,6,False,1.308519892540405,1,100,0,0.0,96.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0
ZDT1,386,592,1,0,1,100,3,0.93,6,False,0.3744695863614783,1,99,0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,390,595,1,0,1,100,9,0.9,10,False,0.44776072076560325,1,100,0,0.0,10.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,394,598,1,0,1,100,3,0.92,8,False,0.26022464007872587,1,100,0,0.0,78.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,398,601,1,0,1,100,2,1.0,0,False,0.3028011362539564,1,100,0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,402,604,1,0,1,100,3,0.93,7,False,0.30796123388843405,1,100,0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,406,607,1,0,1,100,2,0.99,0,False,0.28708369780222215,1,99,0,0.0,76.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,410,610,1,0,1,100,4,0.92,7,False,0.2522628185641059,1,99,0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,414,613,1,0,1,100,6,0.9,7,False,0.3290765237882244,1,97,0,0.0,62.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,418,616,1,0,1,100,3,0.9,9,False,0.40443328647556215,1,99,0,0.0,62.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,422,619,1,0,1,100,2,0.99,0,False,0.29126724014199284,1,99,0,0.0,24.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,426,622,1,0,1,100,51,0.75,22,False,1.651590586631468,1,97,0,0.0,16.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,430,625,1,0,1,100,22,0.9,10,False,0.6940991752588574,1,100,0,0.0,70.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,434,628,1,0,1,100,7,0.95,5,False,0.3545470309381571,1,100,0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,438,631,1,0,1,100,51,0.54,25,False,1.320683244545243,1,78,0,0.0,52.0,1.0,1.0,1.0,1.0,1.0,78.0,1.0
ZDT1,442,634,1,0,1,100,9,0.9,9,False,0.5032717698577044,1,99,0,0.0,69.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,446,637,1,0,1,100,4,0.9,9,False,0.39936161295546574,1,99,0,0.0,74.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,450,640,1,0,1,100,51,0.8,20,False,1.5408873619080565,1,99,0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,454,643,1,0,1,100,9,0.9,9,False,0.3324863009387274,1,99,0,0.0,53.0,2.0,0.0,0.0,2.0,1.0,99.0,1.0
ZDT1,458,646,1,0,1,100,51,0.77,18,False,1.426921583163394,1,93,0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,93.0,1.0
ZDT1,462,649,1,0,1,100,11,0.96,4,False,0.48189415258680746,1,100,0,0.0,51.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,466,652,1,0,1,100,2,0.99,0,False,0.25323225778053826,1,99,0,0.0,60.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,470,655,1,0,1,100,8,0.91,9,False,0.38128456011871953,1,100,0,0.0,60.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,474,658,1,0,1,100,6,0.9,8,False,0.31534036984523534,1,98,0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,478,661,1,0,1,100,51,0.7,23,False,1.1995289298332399,1,93,0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,93.0,1.0
ZDT1,482,664,1,0,1,100,2,0.92,0,False,0.22585398060011413,1,92,0,0.0,67.0,2.0,0.0,1.0,1.0,1.0,92.0,1.0
ZDT1,486,667,1,0,1,100,4,0.91,7,False,0.2334163231266047,1,98,0,0.0,94.0,1.0,1.0,1.0,1.0,1.0,98.0,0.0
ZDT1,490,670,1,0,1,100,21,0.91,7,False,0.759276085788929,1,98,0,0.0,80.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,494,673,1,0,1,100,51,0.78,19,False,1.330272439889485,1,96,0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0
ZDT1,498,676,1,0,1,100,11,0.9,10,False,0.3554188427245137,1,100,0,0.0,40.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,502,679,1,0,1,100,5,0.92,7,False,0.32690382586252953,1,99,0,0.0,76.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,506,682,1,0,1,100,9,0.9,8,False,0.6308231306256805,1,98,0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,510,685,1,0,1,100,2,0.94,0,False,0.2539173111169524,1,94,0,0.0,75.0,1.0,1.0,1.0,1.0,1.0,94.0,1.0
ZDT1,514,688,1,0,1,100,3,0.95,3,False,0.22754882940723756,1,98,0,0.0,51.0,2.0,0.0,1.0,1.0,1.0,98.0,1.0
ZDT1,518,691,1,0,1,100,12,0.91,8,False,0.5026790387135657,1,99,0,0.0,12.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,522,694,1,0,1,100,12,0.91,9,False,0.43946754439055646,1,99,0,0.0,82.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,526,697,1,0,1,100,7,0.97,2,False,0.296385746447742,1,99,0,0.0,89.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,530,700,1,0,1,100,3,0.91,7,False,0.278575303398734,1,98,0,0.0,38.0,2.0,0.0,1.0,1.0,1.0,98.0,1.0
ZDT1,534,703,1,0,1,100,3,0.91,6,False,0.3101291172022675,1,96,0,0.0,92.0,2.0,0.0,0.0,2.0,1.0,96.0,0.0
ZDT1,538,706,1,0,1,100,4,0.94,5,False,0.2969535213984336,1,99,0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,542,709,1,0,1,100,3,0.95,5,False,0.24887708959653082,1,100,0,0.0,87.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,546,712,1,0,1,100,8,0.9,10,False,0.5210782587529527,1,100,0,0.0,30.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,550,715,1,0,1,100,7,0.98,1,False,0.3817910008945256,1,99,0,0.0,43.0,2.0,0.0,1.0,1.0,1.0,99.0,1.0
ZDT1,554,718,1,0,1,100,7,0.95,4,False,0.3583124174733047,1,99,0,0.0,98.0,1.0,1.0,1.0,1.0,1.0,99.0,0.0
ZDT1,558,721,1,0,1,100,2,0.95,3,False,0.27619328412319916,1,98,0,0.0,89.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,562,724,1,0,1,100,3,0.9,9,False,0.397152815585223,1,98,0,0.0,90.0,1.0,1.0,1.0,1.0,1.0,98.0,0.0
ZDT1,566,727,1,0,1,100,2,0.91,6,False,0.23083488350064654,1,96,0,0.0,80.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0
ZDT1,570,730,1,0,1,100,2,0.95,0,False,0.19262603053469818,1,95,0,0.0,11.0,2.0,0.0,1.0,1.0,1.0,95.0,1.0
ZDT1,574,733,1,0,1,100,51,0.66,25,False,0.7402276344690094,1,90,0,0.0,59.0,1.0,1.0,1.0,1.0,1.0,90.0,1.0
ZDT1,578,736,1,0,1,100,5,0.92,8,False,0.303087436061196,1,100,0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,582,739,1,0,1,100,5,0.92,8,False,0.23091812965537983,1,100,0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,586,742,1,0,1,100,51,0.76,21,False,0.7712515466127664,1,96,0,0.0,65.0,1.0,1.0,1.0,1.0,1.0,96.0,1.0
ZDT1,590,745,1,0,1,100,7,0.91,9,False,0.3415954835383967,1,100,0,0.0,54.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,594,748,1,0,1,100,51,0.64,21,False,0.6824470169765129,1,85,0,0.0,30.0,3.0,0.0,1.0,1.0,1.0,85.0,1.0
ZDT1,598,751,1,0,1,100,3,0.97,3,False,0.2736279518675851,1,99,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,602,754,1,0,1,100,15,0.92,7,False,0.446217043886293,1,99,0,0.0,17.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,606,757,1,0,1,100,5,0.93,6,False,0.23972681448071043,1,99,0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,610,760,1,0,1,100,3,0.94,4,False,0.2994884446481022,1,98,0,0.0,34.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,614,763,1,0,1,100,15,0.91,9,False,0.7008478716449114,1,100,0,0.0,26.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,618,766,1,0,1,100,6,0.9,8,False,0.2851015909711363,1,98,0,0.0,15.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,622,769,1,0,1,100,2,0.93,1,False,0.22598205541762648,1,94,0,0.0,73.0,1.0,1.0,1.0,1.0,1.0,94.0,1.0
ZDT1,626,772,1,0,1,100,12,0.9,10,False,0.38334248398507714,1,100,0,0.0,72.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,630,775,1,0,1,100,51,0.61,32,False,0.8153061628574675,1,91,0,0.0,45.0,1.0,1.0,1.0,1.0,1.0,91.0,1.0
ZDT1,634,778,1,0,1,100,3,0.9,8,False,0.2652194864412739,1,97,0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,638,781,1,0,1,100,2,0.92,0,False,0.26862594089736086,1,92,0,0.0,91.0,2.0,0.0,1.0,1.0,1.0,92.0,1.0
ZDT1,642,784,1,0,1,100,2,0.96,1,False,0.2624410753443203,1,97,0,0.0,60.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,646,787,1,0,1,100,2,0.9,6,False,0.24954435333754216,1,92,0,0.0,43.0,1.0,1.0,1.0,1.0,1.0,92.0,1.0
ZDT1,650,790,1,0,1,100,8,0.91,8,False,0.3743903469065878,1,99,0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,654,793,1,0,1,100,2,0.97,1,False,0.2151048038970982,1,97,0,0.0,99.0,1.0,1.0,1.0,1.0,1.0,97.0,0.0
ZDT1,658,796,1,0,1,100,51,0.8,15,False,0.6731558418881418,1,95,0,0.0,88.0,1.0,1.0,1.0,1.0,1.0,95.0,0.0
ZDT1,662,799,1,0,1,100,8,0.91,6,False,0.36907417473045523,1,97,0,0.0,34.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,666,802,1,0,1,100,51,0.72,24,False,0.6297301045368368,1,95,0,0.0,80.0,1.0,1.0,1.0,1.0,1.0,95.0,0.0
ZDT1,670,805,1,0,1,100,13,0.92,7,False,0.3824124561271951,1,99,0,0.0,57.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,674,808,1,0,1,100,4,0.92,8,False,0.3678931717177837,1,100,0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,678,811,1,0,1,100,6,0.9,8,False,0.3008192503868017,1,98,0,0.0,41.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,682,814,1,0,1,100,2,0.99,1,False,0.25232369032853547,1,99,0,0.0,44.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,686,817,1,0,1,100,4,0.95,5,False,0.2707193529172386,1,100,0,0.0,86.0,2.0,0.0,0.0,2.0,1.0,100.0,1.0
ZDT1,690,820,1,0,1,100,2,0.98,0,False,0.15179404758033876,1,98,0,0.0,25.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,694,823,1,0,1,100,51,0.68,27,False,1.1983063366169027,1,94,0,0.0,93.0,3.0,0.0,0.0,3.0,1.0,94.0,0.0
ZDT1,698,826,1,0,1,100,6,0.91,9,False,0.28300938455246805,1,100,0,0.0,29.0,2.0,0.0,0.0,2.0,1.0,100.0,1.0
ZDT1,702,829,1,0,1,100,3,0.92,6,False,0.34114923918797285,1,98,0,0.0,33.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,706,832,1,0,1,100,2,0.9,6,False,0.2168624821385435,1,93,0,0.0,55.0,2.0,0.0,1.0,1.0,1.0,93.0,1.0
ZDT1,710,835,1,0,1,100,51,0.94,5,False,1.4591037939839717,1,99,0,0.0,36.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,714,838,1,0,1,100,27,0.9,9,False,1.0421676950019303,1,99,0,0.0,28.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,718,841,1,0,1,100,14,0.91,9,False,0.7935874670619628,1,100,0,0.0,38.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,722,844,1,0,1,100,51,0.67,23,False,0.493141198544352,1,88,0,0.0,62.0,2.0,0.0,1.0,1.0,1.0,88.0,1.0
ZDT1,726,847,1,0,1,100,51,0.9,7,False,1.1046679200257912,1,97,0,0.0,81.0,2.0,0.0,1.0,1.0,1.0,97.0,1.0
ZDT1,730,850,1,0,1,100,51,0.65,25,False,0.5335732254062886,1,88,0,0.0,38.0,1.0,1.0,1.0,1.0,1.0,88.0,1.0
ZDT1,734,853,1,0,1,100,10,0.9,9,False,0.337722429034712,1,99,0,0.0,80.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,738,856,1,0,1,100,42,0.9,10,False,1.5079565335350857,1,100,0,0.0,67.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,742,859,1,0,1,100,24,0.93,7,False,0.9644518539755507,1,100,0,0.0,14.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,746,862,1,0,1,100,51,0.49,35,False,0.6090920103085062,1,83,0,0.0,40.0,2.0,0.0,1.0,1.0,1.0,83.0,1.0
ZDT1,750,865,1,0,1,100,4,0.91,9,False,0.26505021040051957,1,100,0,0.0,90.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,754,868,1,0,1,100,13,0.92,7,False,0.3309389381968255,1,99,0,0.0,50.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,758,871,1,0,1,100,7,0.9,7,False,0.38100395013621735,1,97,0,0.0,21.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0
ZDT1,762,874,1,0,1,100,5,0.92,7,False,0.2435965553583488,1,99,0,0.0,85.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,766,877,1,0,1,100,42,0.92,8,False,1.1444568688737213,1,100,0,0.0,42.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,770,880,1,0,1,100,45,0.9,10,False,1.4009243121476602,1,100,0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,774,883,1,0,1,100,9,0.91,8,False,0.28376303591772467,1,98,0,0.0,27.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,778,886,1,0,1,100,21,0.9,8,False,0.7085290811621819,1,98,0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,782,889,1,0,1,100,17,0.94,6,False,0.6951662531025451,1,99,0,0.0,52.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,786,892,1,0,1,100,24,0.91,8,False,0.7108201153123138,1,99,0,0.0,23.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,790,895,1,0,1,100,7,0.9,9,False,0.3460945454867404,1,99,0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,794,898,1,0,1,100,51,0.73,24,False,0.5101287784367251,1,96,0,0.0,52.0,2.0,0.0,1.0,1.0,1.0,96.0,1.0
ZDT1,798,901,1,0,1,100,33,0.91,8,False,1.015576986642648,1,99,0,0.0,51.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,802,904,1,0,1,100,4,0.9,10,False,0.33763977620879826,1,100,0,0.0,62.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,806,907,1,0,1,100,16,0.95,3,False,0.40204447380546304,1,98,0,0.0,31.0,1.0,1.0,1.0,1.0,1.0,98.0,1.0
ZDT1,810,910,1,0,1,100,3,0.9,9,False,0.2401318273133281,1,99,0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,814,913,1,0,1,100,51,0.59,33,False,0.7695277943724728,1,92,0,0.0,85.0,2.0,0.0,1.0,1.0,1.0,92.0,0.0
ZDT1,818,916,1,0,1,100,3,0.94,5,False,0.31928421925987305,1,99,0,0.0,64.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
ZDT1,822,919,1,0,1,100,11,0.9,7,False,0.4843120376667976,1,97,0,0.0,96.0,1.0,1.0,1.0,1.0,1.0,97.0,0.0
ZDT1,826,922,1,0,1,100,51,0.67,28,False,1.0983901717710622,1,94,0,0.0,59.0,2.0,0.0,1.0,1.0,1.0,94.0,1.0
ZDT1,830,925,1,0,1,100,5,0.94,6,False,0.24048424866263543,1,100,0,0.0,92.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0
ZDT1,834,928,1,0,1,100,32,0.94,5,False,1.1095793457211822,1,99,0,0.0,66.0,1.0,1.0,1.0,1.0,1.0,99.0,1.0
