corpus,problema,ger,n_desal,razao_global,razao_S,argmaxS,argmax_g,dist,dmax
s42,DTLZ3,118,7,0.6161498152745307,0.6161498152745307,0,0,0.6605483889579773,1.072058081626892
s42,DTLZ3,122,5,0.7636602290498105,0.7636602290498105,0,0,0.7712637782096863,1.00995671749115
s42,DTLZ3,126,10,0.6435633592264999,0.6435633592264999,0,0,0.8154183030128479,1.2670365571975708
s42,DTLZ3,130,0,1.0,1.0,1,1,0.4418714940547943,0.4418714940547943
s42,DTLZ3,134,9,0.8212941186008348,0.8212941186008348,0,0,0.9178191423416138,1.117527961730957
s42,DTLZ3,138,9,0.43076672972907837,0.43076672972907837,0,0,0.4495721757411957,1.0436557531356812
s42,DTLZ3,142,10,0.5700979663204355,0.5700979663204355,0,0,0.6613003015518188,1.159976601600647
s42,DTLZ3,146,5,1.0,1.0,1,1,0.9460112452507019,0.9460112452507019
s42,DTLZ3,150,6,0.22639386907798284,0.22639386907798284,0,0,0.1949077546596527,0.8609232902526855
s42,DTLZ3,154,6,0.8515505710862994,0.8515505710862994,0,0,0.8011184334754944,0.9407761096954346
s42,DTLZ3,158,13,0.7978114624656614,0.7978114624656614,0,0,0.7309497594833374,0.9161936044692993
s42,DTLZ3,162,9,0.5614248215827703,0.5614248215827703,0,0,0.4675907492637634,0.8328644037246704
s42,DTLZ3,166,6,0.5730089907125486,0.5730089907125486,0,0,0.6348797082901001,1.1079751253128052
s42,DTLZ3,170,7,1.0,1.0,1,1,1.0856839418411255,1.0856839418411255
s42,DTLZ3,174,10,0.4950806090554681,0.4950806090554681,0,0,0.4526759088039398,0.9143478870391846
s42,DTLZ3,178,9,0.6935841542514904,0.6935841542514904,0,0,0.7375702261924744,1.0634185075759888
s42,DTLZ3,182,7,0.9041815677149616,0.9041815677149616,0,0,0.9696817994117737,1.0724414587020874
s42,DTLZ3,186,9,0.5250314912816948,0.5250314912816948,0,0,0.42785707116127014,0.8149169683456421
s42,DTLZ3,190,2,0.4772224069813303,0.48924473736980834,0,0,0.3017526865005493,0.6323103904724121
s42,DTLZ3,194,9,0.35361709081434245,0.35361709081434245,0,0,0.36385467648506165,1.0289510488510132
s42,DTLZ3,198,8,0.5552063673445617,0.5552063673445617,0,0,0.46596741676330566,0.8392688632011414
s42,DTLZ3,202,5,0.4386762359499169,0.4386762359499169,0,0,0.37414616346359253,0.8528981804847717
s42,DTLZ3,206,7,0.24388074368408497,0.24388074368408497,0,0,0.22629693150520325,0.927899956703186
s42,DTLZ3,210,9,0.4056839897342662,0.4056839897342662,0,0,0.3319425582885742,0.8182293772697449
s42,DTLZ3,214,15,0.42111176471053857,0.42571925506197283,0,0,0.44393935799598694,1.0542079210281372
s42,DTLZ3,218,10,0.9297946953667385,0.9297946953667385,0,0,0.8370484113693237,0.9002507925033569
s42,DTLZ3,222,9,0.5416428331782687,0.5416428331782687,0,0,0.4529385566711426,0.8362310528755188
s42,DTLZ3,226,8,1.0,1.0,1,1,1.0322554111480713,1.0322554111480713
s42,DTLZ3,230,9,0.4508807392394447,0.4508807392394447,0,0,0.3894047737121582,0.8636536002159119
s42,DTLZ3,234,11,0.23963640830122865,0.23963640830122865,0,0,0.2030385136604309,0.8472774028778076
s42,DTLZ3,238,8,0.6399515323981826,0.6399515323981826,0,0,0.6728864312171936,1.0514646768569946
s42,DTLZ3,242,6,0.9480457603437766,0.9480457603437766,0,0,0.5758085250854492,0.6073636412620544
s42,DTLZ3,246,9,0.6478245198850532,0.6478245198850532,0,0,0.6738628149032593,1.0401934385299683
s42,DTLZ3,250,9,0.6941180236927129,0.6941180236927129,0,0,0.7456772923469543,1.0742802619934082
s42,DTLZ3,254,0,0.6979907287606518,0.7333130946401338,0,0,0.3365483283996582,0.4821673333644867
s42,DTLZ3,258,6,0.9236659775993986,0.9236659775993986,0,0,0.6251450181007385,0.6768085360527039
s42,DTLZ3,262,6,0.8940555177521794,0.8940555177521794,0,0,0.7307514548301697,0.817344605922699
s42,DTLZ3,266,7,0.7950136188254966,1.0,1,0,0.6427479386329651,0.8084741234779358
s42,DTLZ3,270,6,0.6258035750671022,0.6258035750671022,0,0,0.41921764612197876,0.6698869466781616
s42,DTLZ3,274,9,0.42263164396126235,0.5562621689057209,0,0,0.3165002465248108,0.7488796710968018
s42,DTLZ3,278,8,0.564616653977755,0.564616653977755,0,0,0.503612220287323,0.891954243183136
s42,DTLZ3,282,6,0.36418370201896044,0.36418370201896044,0,0,0.3606127202510834,0.99019455909729
s42,DTLZ3,286,10,0.9370411911163771,0.9370411911163771,0,0,0.9273134469985962,0.9896186590194702
s42,DTLZ3,290,10,0.3607825611897363,0.3607825611897363,0,0,0.3657541871070862,1.013780117034912
s42,DTLZ3,294,13,0.4868706377979952,0.4868706377979952,0,0,0.2777687609195709,0.5705186128616333
s42,DTLZ3,298,5,0.5181989993484108,0.5181989993484108,0,0,0.47350525856018066,0.9137517809867859
s42,DTLZ3,302,12,0.8016437803688493,0.8016437803688493,0,0,0.8207921981811523,1.0238864421844482
s42,DTLZ3,306,8,0.5560906712587117,0.5560906712587117,0,0,0.4842441976070404,0.870800793170929
s42,DTLZ3,310,6,0.5181383828556932,0.5181383828556932,0,0,0.4680784344673157,0.9033849835395813
s42,DTLZ3,314,15,0.48821536883168837,0.48821536883168837,0,0,0.45303189754486084,0.9279345273971558
s42,DTLZ3,318,9,0.7956521018258796,0.7956521018258796,0,0,0.6378556489944458,0.8016765713691711
s42,DTLZ4,2,2,0.4261392291873484,0.4261392291873484,0,0,0.3598933517932892,0.8445440530776978
s42,DTLZ4,6,3,0.6589617084073233,0.6589617084073233,0,0,0.5039927363395691,0.7648285627365112
s42,DTLZ4,10,1,1.0,1.0,1,1,0.8578206896781921,0.8578206896781921
s42,DTLZ4,14,8,0.9152711335581994,0.9152711335581994,0,0,1.104353666305542,1.2065863609313965
s42,DTLZ4,18,10,0.6864866010619373,0.6864866010619373,0,0,0.7663715481758118,1.1163678169250488
s42,DTLZ4,22,1,0.4254244685425626,0.4254244685425626,0,0,0.4297674596309662,1.0102086067199707
s42,DTLZ4,26,5,0.5824222001058552,0.5824222001058552,0,0,0.5751565098762512,0.9875250458717346
s42,DTLZ4,30,9,0.6056196593651579,0.6056196593651579,0,0,0.5524021983146667,0.9121272563934326
s42,DTLZ4,34,9,0.7317188461292927,0.7317188461292927,0,0,0.7719985842704773,1.0550481081008911
s42,DTLZ4,38,8,0.4968375543169727,0.4968375543169727,0,0,0.41267165541648865,0.8305967450141907
s42,DTLZ4,42,8,0.7345377189896497,0.7345377189896497,0,0,0.8101776242256165,1.1029762029647827
s42,DTLZ4,46,4,0.5306437968611892,0.5306437968611892,0,0,0.3984889090061188,0.7509536743164062
s42,DTLZ4,50,9,0.8309707402156048,0.8309707402156048,0,0,0.8120072484016418,0.9771791100502014
s42,DTLZ4,54,0,0.7042353372946555,0.7042353372946555,0,0,0.4497176706790924,0.6385900378227234
s42,DTLZ4,58,0,1.0,1.0,1,1,0.6209248900413513,0.6209248900413513
s42,DTLZ4,62,4,0.8717978173115641,0.8717978173115641,0,0,1.0295372009277344,1.1809357404708862
s42,DTLZ4,66,21,0.7584597613005319,0.7584597613005319,0,0,0.8904142379760742,1.1739768981933594
s42,DTLZ4,70,8,0.7598361945037119,0.7598361945037119,0,0,0.6446745991706848,0.8484389185905457
s42,DTLZ4,74,8,0.5609833717877317,0.5609833717877317,0,0,0.544672966003418,0.9709253311157227
s42,DTLZ4,78,9,0.34244402639060245,0.34244402639060245,0,0,0.3697856366634369,1.0798425674438477
s42,DTLZ4,82,7,0.6908045702943829,0.6908045702943829,0,0,0.7114681601524353,1.0299123525619507
s42,DTLZ4,86,7,0.7044811898105182,0.7044811898105182,0,0,0.7969357967376709,1.1312378644943237
s42,DTLZ4,90,8,1.0,1.0,1,1,1.0292264223098755,1.0292264223098755
s42,DTLZ4,94,9,0.8455173877448053,0.8455173877448053,0,0,0.7703299522399902,0.911075234413147
s42,DTLZ4,98,8,1.0,1.0,1,1,1.0739480257034302,1.0739480257034302
s42,DTLZ4,102,11,0.8778610871279192,0.9351716492162009,0,0,0.9827434420585632,1.1194748878479004
s42,DTLZ4,106,10,0.47291394813201726,0.47291394813201726,0,0,0.4759266674518585,1.0063705444335938
s42,DTLZ4,110,7,0.4741742635139431,0.4741742635139431,0,0,0.5236465334892273,1.104333519935608
s42,DTLZ4,114,10,0.3204130431873296,0.3204130431873296,0,0,0.3367860019207001,1.0510995388031006
s42,DTLZ4,118,6,0.699212444877332,0.699212444877332,0,0,0.8078552484512329,1.155378818511963
s42,DTLZ4,122,9,1.0,1.0,1,1,0.6791626811027527,0.6791626811027527
s42,DTLZ4,126,8,0.7549089142280638,0.7549089142280638,0,0,0.819031834602356,1.0849412679672241
s42,DTLZ4,130,8,0.5866812095062863,0.5866812095062863,0,0,0.5801047086715698,0.9887903332710266
s42,DTLZ4,134,9,0.6558116162030256,0.6558116162030256,0,0,0.6951078176498413,1.0599199533462524
s42,DTLZ4,138,6,0.504357842207203,0.504357842207203,0,0,0.5244565606117249,1.039850115776062
s42,DTLZ4,142,9,0.6534831942083997,0.6534831942083997,0,0,0.6974581480026245,1.0672931671142578
s42,DTLZ4,146,27,0.722732957306439,0.722732957306439,0,0,0.8092020153999329,1.1196417808532715
s42,DTLZ4,150,6,0.7330465352946619,0.7330465352946619,0,0,0.7839804887771606,1.0694825649261475
s42,DTLZ4,154,6,0.8330839932687191,0.8330839932687191,0,0,0.9921573400497437,1.1909451484680176
s42,DTLZ4,158,10,0.6408757336705814,0.6408757336705814,0,0,0.6782746315002441,1.0583559274673462
s42,DTLZ4,162,8,0.6147792839024846,0.6147792839024846,0,0,0.6964916586875916,1.13291335105896
s42,DTLZ4,166,7,0.6559860880575145,0.6559860880575145,0,0,0.7011240124702454,1.0688092708587646
s42,DTLZ4,170,9,0.5756141601971412,0.5756141601971412,0,0,0.5850328803062439,1.0163629055023193
s42,DTLZ4,174,6,0.5845396140881677,0.5845396140881677,0,0,0.5711537003517151,0.9771000742912292
s42,DTLZ4,178,1,1.0,1.0,1,1,0.774663507938385,0.774663507938385
s42,DTLZ4,182,6,0.5277490476083073,0.5277490476083073,0,0,0.5857646465301514,1.1099302768707275
s42,DTLZ4,186,6,0.930533714026973,0.930533714026973,0,0,0.9456401467323303,1.0162341594696045
s42,DTLZ4,190,7,0.5703204523012333,0.5703204523012333,0,0,0.6209678053855896,1.088805079460144
s42,DTLZ4,194,15,0.6895430908671287,0.6895430908671287,0,0,0.8697547912597656,1.2613494396209717
s42,DTLZ4,198,2,0.7315392925150139,0.7315392925150139,0,0,0.542965829372406,0.7422237396240234
s42,DTLZ4,202,10,0.7582242495624639,0.7582242495624639,0,0,0.8730183839797974,1.1513986587524414
s42,DTLZ4,206,7,1.0,1.0,1,1,1.1092311143875122,1.1092311143875122
s42,DTLZ4,210,6,0.9085229594968574,0.9085229594968574,0,0,0.9862848520278931,1.0855915546417236
s42,DTLZ4,214,9,0.9024027967926916,0.9024027967926916,0,0,0.7814270853996277,0.8659404516220093
s42,DTLZ4,218,9,0.6618159291261154,0.6618159291261154,0,0,0.5194135308265686,0.7848308086395264
s42,DTLZ4,222,9,0.5042744664023426,0.5042744664023426,0,0,0.37114429473876953,0.7359966039657593
s42,DTLZ4,226,5,0.7466505002097282,0.7466505002097282,0,0,0.7885264754295349,1.0560851097106934
s42,DTLZ4,230,9,0.38983796818572297,0.38983796818572297,0,0,0.3979399502277374,1.0207829475402832
s42,DTLZ4,234,8,0.374038457609809,0.374038457609809,0,0,0.3655899167060852,0.9774126410484314
s42,DTLZ4,238,6,0.885512359434011,0.885512359434011,0,0,0.8934985995292664,1.0090187788009644
s42,DTLZ4,242,2,0.6826104523441548,0.6826104523441548,0,0,0.500378429889679,0.7330365777015686
s42,DTLZ4,246,7,0.670832360535249,0.670832360535249,0,0,0.6607275009155273,0.9849368333816528
s42,DTLZ4,250,16,0.8602623862915637,0.8602623862915637,0,0,0.8800874948501587,1.0230454206466675
s42,DTLZ4,254,5,1.0,1.0,1,1,0.9132798314094543,0.9132798314094543
s42,DTLZ4,258,8,0.8545223758413776,0.8545223758413776,0,0,0.9722208380699158,1.1377359628677368
s42,DTLZ4,262,6,0.6229351322067538,0.6229351322067538,0,0,0.6926324963569641,1.11188542842865
s42,DTLZ4,266,5,0.7627976297509258,0.7627976297509258,0,0,0.8116470575332642,1.0640398263931274
s42,DTLZ4,270,5,0.869608803124296,0.869608803124296,0,0,0.6833838820457458,0.7858520746231079
s42,DTLZ4,274,10,0.6686664302334251,0.6686664302334251,0,0,0.7205818891525269,1.0776402950286865
s42,DTLZ4,278,9,1.0,1.0,1,1,1.006940484046936,1.006940484046936
s42,DTLZ4,282,10,0.7870710735355404,0.7870710735355404,0,0,0.7779707312583923,0.9884377121925354
s42,DTLZ4,286,19,0.9289969113883091,0.9289969113883091,0,0,0.9418637156486511,1.013850212097168
s42,DTLZ4,290,8,0.5322473229929947,0.5322473229929947,0,0,0.5372397303581238,1.0093798637390137
s42,DTLZ4,294,5,0.6574759574477352,0.6574759574477352,0,0,0.5218265056610107,0.7936815023422241
s42,DTLZ4,298,14,0.8033623881119086,0.8508152870284922,0,0,0.8980299830436707,1.1178392171859741
s42,DTLZ4,302,7,0.4093284446140929,0.4093284446140929,0,0,0.29964515566825867,0.7320408821105957
s42,DTLZ4,306,7,0.6903873517842846,0.6903873517842846,0,0,0.6935462951660156,1.0045756101608276
s42,DTLZ4,310,8,0.6877436713778953,0.6877436713778953,0,0,0.6868390440940857,0.9986846446990967
s42,DTLZ4,314,8,0.7044065367137036,0.7044065367137036,0,0,0.6437066793441772,0.9138283729553223
s42,DTLZ7,2,0,1.0,1.0,1,1,1.2563533782958984,1.2563533782958984
s42,DTLZ7,174,0,0.253439541567628,0.253439541567628,0,0,0.13782817125320435,0.5438305735588074
s42,DTLZ7,186,0,0.08176576939276509,0.08726802959278082,0,0,0.04128566011786461,0.5049259662628174
s42,DTLZ7,190,4,1.0,1.0,1,1,0.6561651825904846,0.6561651825904846
s42,DTLZ7,194,7,0.4429789514766169,0.4429789514766169,0,0,0.44799959659576416,1.0113338232040405
s42,DTLZ7,198,5,0.5972490570606329,0.5972490570606329,0,0,0.17171965539455414,0.2875176668167114
s42,DTLZ7,202,10,0.8141803485619835,0.8141803485619835,0,0,0.6979767084121704,0.8572753071784973
s42,DTLZ7,206,8,0.525251301987307,0.525251301987307,0,0,0.3689057230949402,0.7023413777351379
s42,DTLZ7,234,28,0.54709490822475,0.54709490822475,0,0,0.6935771703720093,1.2677456140518188
s42,DTLZ7,238,0,0.5615017735613068,0.5615017735613068,0,0,0.11626630276441574,0.20706310868263245
s42,DTLZ7,242,6,0.8141655759652692,0.8141655759652692,0,0,0.3853422701358795,0.4732971787452698
s42,DTLZ7,246,0,1.0,1.0,1,1,0.48675891757011414,0.48675891757011414
s42,DTLZ7,250,7,0.34864552793479414,0.34864552793479414,0,0,0.15551508963108063,0.44605502486228943
s42,DTLZ7,254,3,0.8021003286895539,0.8182446606997903,0,0,0.31353864073753357,0.3908970355987549
s42,DTLZ7,258,10,0.8061136469091252,0.8061136469091252,0,0,0.41068580746650696,0.509463906288147
s42,DTLZ7,262,9,0.881081577258651,0.881081577258651,0,0,0.5017495155334473,0.5694699883460999
s42,DTLZ7,266,6,0.6869297129234616,0.6869297129234616,0,0,0.2803131341934204,0.40806668996810913
s42,DTLZ7,270,9,0.6244612656257704,0.6244612656257704,0,0,0.34044626355171204,0.5451839566230774
s42,DTLZ7,274,7,0.7209025243594481,0.7209025243594481,0,0,0.5699272751808167,0.7905746698379517
s42,DTLZ7,278,8,1.0,1.0,1,1,0.5864488482475281,0.5864488482475281
s42,DTLZ7,282,1,0.8784947538841095,0.8784947538841095,0,0,0.4656364917755127,0.5300390124320984
s42,DTLZ7,286,6,0.6926623846453055,0.6926623846453055,0,0,0.37563356757164,0.5423039793968201
s42,DTLZ7,290,4,0.7500831085146322,0.7500831085146322,0,0,0.58986496925354,0.7863994836807251
s42,DTLZ7,294,6,0.748606872623075,0.748606872623075,0,0,0.3700908422470093,0.49437275528907776
s42,DTLZ7,298,9,0.7674228908717309,0.7674228908717309,0,0,0.7196981906890869,0.9378117322921753
s42,DTLZ7,302,31,0.850903963724141,0.850903963724141,0,0,0.8992676734924316,1.056838035583496
s42,DTLZ7,306,5,0.6278390429496166,0.6278390429496166,0,0,0.2055738866329193,0.3274308741092682
s42,DTLZ7,310,24,0.7661318020958685,0.8174721786075949,0,0,1.0051465034484863,1.3119759559631348
s42,DTLZ7,314,9,0.8001106113182708,0.8001106113182708,0,0,0.8763598799705505,1.095298409461975
s42,DTLZ7,318,25,0.7500413349701317,0.7500413349701317,0,0,0.7181509733200073,0.957481861114502
s42,DTLZ7,322,4,1.0,1.0,1,1,0.33952245116233826,0.33952245116233826
s42,DTLZ7,326,8,0.18663489422130264,0.18663489422130264,0,0,0.09118404984474182,0.48856914043426514
s42,DTLZ7,330,27,0.5564042638121188,0.5564042638121188,0,0,0.5922169089317322,1.0643644332885742
s42,DTLZ7,334,9,0.5728761849866497,0.5728761849866497,0,0,0.4277133047580719,0.7466068863868713
s42,DTLZ7,338,23,0.8668884807997262,0.8668884807997262,0,0,1.0720146894454956,1.2366235256195068
s42,DTLZ7,342,4,0.550356452882079,0.550356452882079,0,0,0.5019230842590332,0.9119963645935059
s42,DTLZ7,346,2,0.9016964702131276,0.9016964702131276,0,0,0.4797339141368866,0.5320348143577576
s42,DTLZ7,350,20,0.5346734785718986,0.5346734785718986,0,0,0.6005232930183411,1.1231589317321777
s42,DTLZ7,354,9,0.6079243090786532,0.6079243090786532,0,0,0.18793007731437683,0.30913400650024414
s42,DTLZ7,358,23,0.580341206993396,0.580341206993396,0,0,0.7963925004005432,1.3722832202911377
s42,DTLZ7,362,33,0.5929099149302606,0.5943027724036586,0,0,0.8094659447669983,1.3652427196502686
s42,DTLZ7,366,0,0.725286610919195,0.725286610919195,0,0,0.1896539330482483,0.26148825883865356
s42,DTLZ7,370,10,0.6088440006142188,0.6088440006142188,0,0,0.5806683897972107,0.9537227749824524
s42,DTLZ7,374,6,0.052457721353226565,0.05358672588182056,0,0,0.025226103141903877,0.48088446259498596
s42,DTLZ7,378,9,0.7301799329984061,0.7301799329984061,0,0,0.27834653854370117,0.38120266795158386
s42,DTLZ7,382,9,0.4922120611647857,0.4922120611647857,0,0,0.18194545805454254,0.3696485161781311
s42,DTLZ7,386,34,0.566093160907725,0.566093160907725,0,0,0.46266862750053406,0.8173012137413025
s42,DTLZ7,390,8,0.948516876808103,0.948516876808103,0,0,0.4391707479953766,0.4630078375339508
s42,DTLZ7,394,3,0.6084036677338827,0.6084036677338827,0,0,0.1818140745162964,0.29883790016174316
s42,DTLZ7,398,8,0.4784424757363616,0.4784424757363616,0,0,0.20875780284404755,0.43632790446281433
s42,DTLZ7,402,8,0.5931497596526325,0.5931497596526325,0,0,0.3271888196468353,0.5516124963760376
s42,DTLZ7,406,9,0.7873298413452603,0.7873298413452603,0,0,0.22143740952014923,0.28125113248825073
s42,DTLZ7,410,10,0.5049197550182761,0.5049197550182761,0,0,0.19699199497699738,0.3901451528072357
s42,DTLZ7,414,8,0.6407495416267234,0.6407495416267234,0,0,0.25184503197669983,0.3930475413799286
s42,DTLZ7,418,3,1.0,1.0,1,1,0.30156517028808594,0.30156517028808594
s42,DTLZ7,422,8,0.5820360390840618,0.8946314842484028,0,0,0.2735736072063446,0.4700286388397217
s42,DTLZ7,426,8,0.3806979684382381,0.3806979684382381,0,0,0.08593947440385818,0.22574187815189362
s42,DTLZ7,430,6,0.9161668684583746,0.9161668684583746,0,0,0.2158152163028717,0.2355632185935974
s42,DTLZ7,434,28,0.39295386482370553,0.39295386482370553,0,0,0.3236684203147888,0.8236804604530334
s42,DTLZ7,438,5,0.5316809275034252,0.5316809275034252,0,0,0.14425326883792877,0.27131548523902893
s42,DTLZ7,442,5,0.6725876372374574,0.6725876372374574,0,0,0.598452091217041,0.8897756338119507
s42,DTLZ7,446,8,0.6290673387353962,0.6290673387353962,0,0,0.33449262380599976,0.5317278504371643
s42,DTLZ7,450,8,1.0,1.0,1,1,1.347888469696045,1.347888469696045
s42,DTLZ7,454,6,0.5938344960445329,0.5938344960445329,0,0,0.3284035921096802,0.5530220866203308
s42,DTLZ7,458,7,0.5029838182339059,0.5029838182339059,0,0,0.46673551201820374,0.9279334545135498
s42,DTLZ7,462,4,0.8164990647322895,0.8164990647322895,0,0,0.9730120897293091,1.1916879415512085
s42,DTLZ7,466,4,0.8022166523807404,0.8022166523807404,0,0,0.23783643543720245,0.29647406935691833
s42,DTLZ7,470,5,0.5473200230560963,0.5473200230560963,0,0,0.1940155178308487,0.3544827699661255
s42,DTLZ7,474,1,1.0,1.0,1,1,0.2077849805355072,0.2077849805355072
s42,DTLZ7,478,6,0.9043683083320652,0.9043683083320652,0,0,0.4227537512779236,0.46745750308036804
s42,DTLZ7,482,5,0.4597609944224325,0.4597609944224325,0,0,0.13630537688732147,0.2964700758457184
s42,DTLZ7,486,6,0.5401811110932553,0.5401811110932553,0,0,0.560991644859314,1.038525104522705
s42,DTLZ7,490,5,0.6209271063417506,0.6209271063417506,0,0,0.2720959186553955,0.4382091164588928
s42,DTLZ7,494,8,0.6967578006195794,0.6967578006195794,0,0,0.476967453956604,0.6845527291297913
s42,DTLZ7,498,9,0.8021433149489808,0.8021433149489808,0,0,0.9446987509727478,1.177718162536621
s42,DTLZ7,502,6,0.5870721250854397,0.5870721250854397,0,0,0.34156835079193115,0.5818166732788086
s42,DTLZ7,506,8,0.3704517301393767,0.3704517301393767,0,0,0.3084455728530884,0.8326201438903809
s42,DTLZ7,510,8,0.5599541506738566,0.5599541506738566,0,0,0.4082034230232239,0.7289943695068359
s42,DTLZ7,514,10,0.41662958473930206,0.41662958473930206,0,0,0.1586027592420578,0.38068050146102905
s42,DTLZ7,518,3,1.0,1.0,1,1,0.40105128288269043,0.40105128288269043
s42,DTLZ7,522,8,0.4174943352236909,0.4174943352236909,0,0,0.14524461328983307,0.347896009683609
s42,DTLZ7,526,10,0.5477912827391367,0.5477912827391367,0,0,0.8062213659286499,1.4717674255371094
s42,DTLZ7,530,5,0.8750981837031264,0.8750981837031264,0,0,0.5196271538734436,0.5937929749488831
s42,DTLZ7,534,4,0.8527625601853408,0.8527625601853408,0,0,0.2767012417316437,0.32447630167007446
s42,DTLZ7,538,5,0.8342394529313424,0.8342394529313424,0,0,0.8882470726966858,1.0647387504577637
s42,DTLZ7,542,8,0.8026087247772002,0.8026087247772002,0,0,0.27137723565101624,0.3381189703941345
s42,DTLZ7,546,2,0.5891279375873689,0.5891279375873689,0,0,0.20418477058410645,0.3465881645679474
s42,DTLZ7,550,8,0.5975954002743175,0.5975954002743175,0,0,0.9239434003829956,1.5461019277572632
s42,DTLZ7,554,4,0.4809794058787119,0.4809794058787119,0,0,0.13549713790416718,0.2817108929157257
s42,DTLZ7,558,8,1.0,1.0,1,1,0.43754705786705017,0.43754705786705017
s42,DTLZ7,562,3,0.24637581649559642,0.24637581649559642,0,0,0.0696435198187828,0.28267189860343933
s42,DTLZ7,566,8,0.5653918479235519,0.5653918479235519,0,0,0.6577056646347046,1.1632740497589111
s42,DTLZ7,570,8,0.6936455831092433,0.6936455831092433,0,0,0.6547578573226929,0.9439371824264526
s42,DTLZ7,574,7,0.3013235378490598,0.3013235378490598,0,0,0.12224245071411133,0.40568503737449646
s42,DTLZ7,578,8,0.27637516360523084,0.27637516360523084,0,0,0.09737882763147354,0.3523429036140442
s42,DTLZ7,582,8,0.7026672090410132,0.7026672090410132,0,0,0.22738760709762573,0.3236064016819
s42,DTLZ7,586,9,0.5349216120372271,0.5349216120372271,0,0,0.3069857656955719,0.5738892555236816
s42,DTLZ7,590,10,0.6952414323922859,0.6952414323922859,0,0,0.6105936765670776,0.8782469630241394
s42,DTLZ7,594,5,0.756349727779641,0.756349727779641,0,0,0.2582082152366638,0.3413873314857483
s42,DTLZ7,598,10,1.0,1.0,1,1,1.2136149406433105,1.2136149406433105
s42,DTLZ7,602,6,0.5045331626417155,0.5233182095603495,0,0,0.1533474326133728,0.30393925309181213
s42,DTLZ7,606,6,0.6069273285799093,0.6069273285799093,0,0,0.17309457063674927,0.2851981818675995
s42,DTLZ7,610,9,0.5284842211417672,0.5284842211417672,0,0,0.45391595363616943,0.8589016199111938
s42,DTLZ7,614,7,0.4567112877363321,0.4567112877363321,0,0,0.36919793486595154,0.8083836436271667
s42,DTLZ7,618,8,0.8511866446288175,0.8511866446288175,0,0,0.21477627754211426,0.25232571363449097
s42,DTLZ7,622,6,0.23001553041004713,0.23001553041004713,0,0,0.0609738752245903,0.265085905790329
s42,DTLZ7,626,8,0.6583872861987657,0.6583872861987657,0,0,0.3985668420791626,0.6053683757781982
s42,DTLZ7,630,8,0.5724994317218134,0.5724994317218134,0,0,0.1803673654794693,0.31505247950553894
s42,DTLZ7,634,9,0.7886894556643415,0.7886894556643415,0,0,0.2625375986099243,0.3328782916069031
s42,DTLZ7,638,6,0.3070055110314077,0.3070055110314077,0,0,0.1635075807571411,0.5325884222984314
s42,DTLZ7,642,8,0.540666453112466,0.540666453112466,0,0,0.15523014962673187,0.2871088981628418
s42,DTLZ7,646,9,0.510476624132111,0.510476624132111,0,0,0.3690595328807831,0.7229704856872559
s42,DTLZ7,650,7,0.7320105390394377,0.7643490658620152,0,0,0.23114238679409027,0.3157637417316437
s42,MMF1,2,1,1.0,1.0,1,1,0.23284873366355896,0.23284873366355896
s42,MMF1,6,2,0.627267786616692,0.627267786616692,0,0,0.16496999561786652,0.26299771666526794
s42,MMF1,10,6,0.6569372517286294,0.7386483562249878,0,0,0.19350838661193848,0.2945614457130432
s42,MMF1,22,3,0.4209449886334783,0.4209449886334783,0,0,0.11586005985736847,0.2752380073070526
s42,MMF1,26,2,0.07623432555694196,0.07623432555694196,0,0,0.024865256622433662,0.3261687755584717
s42,MMF1,30,17,0.34056161652442535,0.6097201361667615,0,0,0.0930233895778656,0.27314701676368713
s42,MMF1,46,3,0.8725903814381291,0.8725903814381291,0,0,0.1735651046037674,0.19890788197517395
s42,MMF1,50,13,0.9018014170995011,0.9018014170995011,0,0,0.24149328470230103,0.2677898705005646
s42,MMF1,54,15,0.705452464297685,0.9767860197596987,0,0,0.19952629506587982,0.2828345000743866
s42,MMF11_L,2,0,0.2386452564321928,0.2386452564321928,0,0,0.05391170457005501,0.22590729594230652
s42,MMF11_L,6,2,1.0,1.0,1,1,0.19025422632694244,0.19025422632694244
s42,MMF11_L,10,9,0.6306338362143155,0.6306338362143155,0,0,0.10264220088720322,0.16276037693023682
s42,MMF11_L,18,15,0.43019306889878844,0.46637637868547016,0,0,0.034600358456373215,0.08042983710765839
s42,MMF11_L,22,10,0.2539169242343457,0.2539169242343457,0,0,0.0302411038428545,0.11909841746091843
s42,MMF11_L,38,1,1.0,1.2241575376900382,0,1,0.1392742097377777,0.1392742097377777
s42,MMF11_L,42,0,0.1599174041982989,0.1599174041982989,0,0,0.011954112909734249,0.07475179433822632
s42,MMF16_20,2,0,1.0,1.0,1,1,1.159663200378418,1.159663200378418
s42,MMF16_20,6,0,1.0,1.0,1,1,1.0115717649459839,1.0115717649459839
s42,MMF16_20,10,2,0.7274676683268281,0.7274676683268281,0,0,0.8677341341972351,1.1928147077560425
s42,MMF16_20,14,3,1.0,1.0,1,1,1.0571527481079102,1.0571527481079102
s42,MMF16_20,18,0,1.0,1.0,1,1,0.7712863087654114,0.7712863087654114
s42,MMF16_20,22,1,0.8906654004166963,0.8906654004166963,0,0,1.030577540397644,1.1570872068405151
s42,MMF16_20,26,2,0.4520808124623592,0.4520808124623592,0,0,0.6256750226020813,1.3839893341064453
