alg,label,dir,n_files,size_jsonl,nlink_jsonl,size_manifest,nlink_manifest,size_pop,nlink_pop,size_real,nlink_real,size_surrogate,nlink_surrogate,size_timing,nlink_timing,mtime_jsonl,mtime_manifest,mtime_pop,mtime_real,mtime_surrogate,mtime_timing,mtime_min,mtime_max,mtime_spread_s,run_id,exp,status,n_retries,n_geracoes,fe_final,maxfe,motivo_parada,created_at,updated_at,upd_minus_created_s,env_exec,env_python,path_jsonl,path_real,bucket,upload_status,tempo_total_s,tempo_total_despachante_s,n_fit_series,jsonl_linhas,jsonl_bad,n_header,n_footer,n_header_null,n_fit,n_decision,n_sonda,n_guard,recs,ts_min,ts_max,ts_first,ts_last,ts_span_s,n_retro,max_retro_s,max_gap_s,n_janelas_900s,hdr_ts,ftr_ts_last,ftr_ts_first,size_final_manifest,nlink_final_manifest,size_final,nlink_final,mtime_final_manifest,mtime_final,final_n,final_created_at,final_keys
b4,DTLZ3,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ3/42,6,238259,3,28564,3,8036,3,29976,3,1669498,3,7718,3,1785285368.538058,1785285354.4339304,1785285354.2358787,1785285354.446466,1785285363.2097938,1785285355.2804976,1785285354.2358787,1785285368.538058,14.302179336547852,main_b4_DTLZ3_42,main,ok,0,244,371,371,,2026-07-26T12:29:55Z,2026-07-26T12:29:55Z,0.0,,,data/experiments/main/b4/exp_main_b4_DTLZ3_42.jsonl,data/experiments/main/b4/exp_main_b4_DTLZ3_42__real.parquet,,,562.25298,,243,372,0,1,1,0,0,0,123,4,"{""b4_gen"": 243, ""footer"": 1, ""guard"": 4, ""header"": 1, ""sonda"": 123}",2026-07-26T12:20:35+00:00,2026-07-26T12:29:55+00:00,2026-07-26T12:20:35+00:00,2026-07-26T12:29:55+00:00,560.0,0,0.0,8.0,1,"[""2026-07-26T12:20:35Z""]",2026-07-26T12:29:55Z,2026-07-26T12:29:55Z,,,,,,,,,
b4,DTLZ4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ4/42,6,357716,3,38668,3,9075,3,29032,3,2088733,3,9558,3,1785285356.2419195,1785285355.0349092,1785285354.9763207,1785285355.8148308,1785285367.3065028,1785285356.1893032,1785285354.9763207,1785285367.3065028,12.330182075500488,main_b4_DTLZ4_42,main,ok,0,339,371,371,,2026-07-26T12:38:56Z,2026-07-26T12:38:56Z,0.0,,,data/experiments/main/b4/exp_main_b4_DTLZ4_42.jsonl,data/experiments/main/b4/exp_main_b4_DTLZ4_42__real.parquet,,,1045.109548,,338,662,0,1,1,0,0,0,171,151,"{""b4_gen"": 338, ""footer"": 1, ""guard"": 151, ""header"": 1, ""sonda"": 171}",2026-07-26T12:21:33+00:00,2026-07-26T12:38:56+00:00,2026-07-26T12:21:33+00:00,2026-07-26T12:38:56+00:00,1043.0,0,0.0,9.0,1,"[""2026-07-26T12:21:33Z""]",2026-07-26T12:38:56Z,2026-07-26T12:38:56Z,,,,,,,,,
b4,DTLZ7,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/DTLZ7/42,6,419222,3,47686,3,11061,3,75996,3,2613164,3,11319,3,1785285357.5666592,1785285355.9303434,1785285355.9480386,1785285358.2346635,1785285368.9488068,1785285356.339458,1785285355.9303434,1785285368.9488068,13.018463373184204,main_b4_DTLZ7_42,main,ok,0,424,681,681,,2026-07-26T14:46:22Z,2026-07-26T14:46:22Z,0.0,,,data/experiments/main/b4/exp_main_b4_DTLZ7_42.jsonl,data/experiments/main/b4/exp_main_b4_DTLZ7_42__real.parquet,,,1746.920812,,423,679,0,1,1,0,0,0,213,41,"{""b4_gen"": 423, ""footer"": 1, ""guard"": 41, ""header"": 1, ""sonda"": 213}",2026-07-26T14:17:17+00:00,2026-07-26T14:46:22+00:00,2026-07-26T14:17:17+00:00,2026-07-26T14:46:22+00:00,1745.0,0,0.0,9.0,1,"[""2026-07-26T14:17:17Z""]",2026-07-26T14:46:22Z,2026-07-26T14:46:22Z,,,,,,,,,
b4,MMF1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF1/42,6,45261,3,7592,3,2389,3,4619,3,297722,3,3625,3,1785285358.1271675,1785285357.9150605,1785285357.9751115,1785285357.9807904,1785285359.9652603,1785285358.0399253,1785285357.9150605,1785285359.9652603,2.0501997470855713,main_b4_MMF1_42,main,ok,0,46,61,61,,2026-07-26T11:38:52Z,2026-07-26T11:38:52Z,0.0,,,data/experiments/main/b4/exp_main_b4_MMF1_42.jsonl,data/experiments/main/b4/exp_main_b4_MMF1_42__real.parquet,,,53.957052,,45,77,0,1,1,0,0,0,24,6,"{""b4_gen"": 45, ""footer"": 1, ""guard"": 6, ""header"": 1, ""sonda"": 24}",2026-07-26T11:38:00+00:00,2026-07-26T11:38:52+00:00,2026-07-26T11:38:00+00:00,2026-07-26T11:38:52+00:00,52.0,0,0.0,17.0,1,"[""2026-07-26T11:38:00Z""]",2026-07-26T11:38:52Z,2026-07-26T11:38:52Z,,,,,,,,,
b4,MMF11_L,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF11_L/42,6,43831,3,7284,3,2392,3,4666,3,293228,3,3601,3,1785285356.9730744,1785285356.483522,1785285356.6980438,1785285356.7317173,1785285358.0538185,1785285356.8010502,1785285356.483522,1785285358.0538185,1.5702965259552002,main_b4_MMF11_L_42,main,ok,0,43,61,61,,2026-07-26T11:38:59Z,2026-07-26T11:38:59Z,0.0,,,data/experiments/main/b4/exp_main_b4_MMF11_L_42.jsonl,data/experiments/main/b4/exp_main_b4_MMF11_L_42__real.parquet,,,53.295741,,42,80,0,1,1,0,0,0,22,14,"{""b4_gen"": 42, ""footer"": 1, ""guard"": 14, ""header"": 1, ""sonda"": 22}",2026-07-26T11:38:07+00:00,2026-07-26T11:38:59+00:00,2026-07-26T11:38:07+00:00,2026-07-26T11:38:59+00:00,52.0,0,0.0,9.0,1,"[""2026-07-26T11:38:07Z""]",2026-07-26T11:38:59Z,2026-07-26T11:38:59Z,,,,,,,,,
b4,MMF16_20,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF16_20/42,6,99507,3,12355,3,6544,3,68326,3,920387,3,4686,3,1785285357.4554956,1785285357.0233598,1785285357.074006,1785285357.5813332,1785285362.4187605,1785285357.363463,1785285357.0233598,1785285362.4187605,5.395400762557983,main_b4_MMF16_20_42,main,ok,0,91,619,619,,2026-07-26T13:19:34Z,2026-07-26T13:19:34Z,0.0,,,data/experiments/main/b4/exp_main_b4_MMF16_20_42.jsonl,data/experiments/main/b4/exp_main_b4_MMF16_20_42__real.parquet,,,302.116616,,90,141,0,1,1,0,0,0,47,2,"{""b4_gen"": 90, ""footer"": 1, ""guard"": 2, ""header"": 1, ""sonda"": 47}",2026-07-26T13:14:34+00:00,2026-07-26T13:19:34+00:00,2026-07-26T13:14:34+00:00,2026-07-26T13:19:34+00:00,300.0,0,0.0,10.0,1,"[""2026-07-26T13:14:34Z""]",2026-07-26T13:19:34Z,2026-07-26T13:19:34Z,,,,,,,,,
b4,MMF4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/MMF4/42,6,51474,3,8095,3,2436,3,4625,3,312819,3,3734,3,1785285358.4787858,1785285358.276323,1785285358.3889773,1785285358.3401659,1785285359.812326,1785285358.468332,1785285358.276323,1785285359.812326,1.5360028743743896,main_b4_MMF4_42,main,ok,0,51,61,61,,2026-07-26T11:38:57Z,2026-07-26T11:38:57Z,0.0,,,data/experiments/main/b4/exp_main_b4_MMF4_42.jsonl,data/experiments/main/b4/exp_main_b4_MMF4_42__real.parquet,,,50.820755,,50,93,0,1,1,0,0,0,26,15,"{""b4_gen"": 50, ""footer"": 1, ""guard"": 15, ""header"": 1, ""sonda"": 26}",2026-07-26T11:38:08+00:00,2026-07-26T11:38:57+00:00,2026-07-26T11:38:08+00:00,2026-07-26T11:38:57+00:00,49.0,0,0.0,8.0,1,"[""2026-07-26T11:38:08Z""]",2026-07-26T11:38:57Z,2026-07-26T11:38:57Z,,,,,,,,,
b4,WFG1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG1/42,6,205569,3,22382,3,8560,3,80276,3,1511911,3,6361,3,1785285359.0972874,1785285358.769063,1785285358.717008,1785285359.22274,1785285369.9915423,1785285358.8162656,1785285358.717008,1785285369.9915423,11.274534225463867,main_b4_WFG1_42,main,ok,0,186,681,681,,2026-07-26T14:33:28Z,2026-07-26T14:33:28Z,0.0,,,data/experiments/main/b4/exp_main_b4_WFG1_42.jsonl,data/experiments/main/b4/exp_main_b4_WFG1_42__real.parquet,,,861.332264,,185,347,0,1,1,0,0,0,94,66,"{""b4_gen"": 185, ""footer"": 1, ""guard"": 66, ""header"": 1, ""sonda"": 94}",2026-07-26T14:19:09+00:00,2026-07-26T14:33:28+00:00,2026-07-26T14:19:09+00:00,2026-07-26T14:33:28+00:00,859.0,0,0.0,9.0,1,"[""2026-07-26T14:19:09Z""]",2026-07-26T14:33:28Z,2026-07-26T14:33:28Z,,,,,,,,,
b4,WFG2,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG2/42,6,437621,3,49806,3,11300,3,73457,3,2698741,3,11720,3,1785285361.6844654,1785285359.253423,1785285359.0521834,1785285359.7619534,1785285375.2571003,1785285359.1988907,1785285359.0521834,1785285375.2571003,16.204916954040527,main_b4_WFG2_42,main,ok,0,444,681,681,,2026-07-26T14:56:29Z,2026-07-26T14:56:29Z,0.0,,,data/experiments/main/b4/exp_main_b4_WFG2_42.jsonl,data/experiments/main/b4/exp_main_b4_WFG2_42__real.parquet,,,1753.577579,,443,676,0,1,1,0,0,0,223,8,"{""b4_gen"": 443, ""footer"": 1, ""guard"": 8, ""header"": 1, ""sonda"": 223}",2026-07-26T14:27:17+00:00,2026-07-26T14:56:29+00:00,2026-07-26T14:27:17+00:00,2026-07-26T14:56:29+00:00,1752.0,0,0.0,9.0,1,"[""2026-07-26T14:27:17Z""]",2026-07-26T14:56:29Z,2026-07-26T14:56:29Z,,,,,,,,,
b4,WFG4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG4/42,6,281417,3,31848,3,9465,3,77538,3,2085814,3,8379,3,1785285361.3093,1785285359.4734335,1785285359.62975,1785285359.9405227,1785285370.2805002,1785285359.6487203,1785285359.4734335,1785285370.2805002,10.807066679000854,main_b4_WFG4_42,main,ok,0,275,681,681,,2026-07-26T14:53:26Z,2026-07-26T14:53:26Z,0.0,,,data/experiments/main/b4/exp_main_b4_WFG4_42.jsonl,data/experiments/main/b4/exp_main_b4_WFG4_42__real.parquet,,,1185.503627,,274,441,0,1,1,0,0,0,138,27,"{""b4_gen"": 274, ""footer"": 1, ""guard"": 27, ""header"": 1, ""sonda"": 138}",2026-07-26T14:33:42+00:00,2026-07-26T14:53:26+00:00,2026-07-26T14:33:42+00:00,2026-07-26T14:53:26+00:00,1184.0,0,0.0,9.0,1,"[""2026-07-26T14:33:42Z""]",2026-07-26T14:53:26Z,2026-07-26T14:53:26Z,,,,,,,,,
b4,WFG5,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG5/42,6,366723,3,42049,3,10461,3,74390,3,2385319,3,10327,3,1785285362.2943096,1785285359.9524937,1785285360.044389,1785285360.3963513,1785285374.7581434,1785285360.1553514,1785285359.9524937,1785285374.7581434,14.805649757385254,main_b4_WFG5_42,main,ok,0,371,681,681,,2026-07-26T15:04:09Z,2026-07-26T15:04:09Z,0.0,,,data/experiments/main/b4/exp_main_b4_WFG5_42.jsonl,data/experiments/main/b4/exp_main_b4_WFG5_42__real.parquet,,,1489.149624,,370,561,0,1,1,0,0,0,186,3,"{""b4_gen"": 370, ""footer"": 1, ""guard"": 3, ""header"": 1, ""sonda"": 186}",2026-07-26T14:39:21+00:00,2026-07-26T15:04:09+00:00,2026-07-26T14:39:21+00:00,2026-07-26T15:04:09+00:00,1488.0,0,0.0,9.0,1,"[""2026-07-26T14:39:21Z""]",2026-07-26T15:04:09Z,2026-07-26T15:04:09Z,,,,,,,,,
b4,WFG9,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/WFG9/42,6,435043,3,49681,3,11272,3,73494,3,2657985,3,11742,3,1785285362.0892713,1785285360.3762197,1785285360.3000486,1785285360.5465333,1785285376.496314,1785285360.3962605,1785285360.3000486,1785285376.496314,16.19626545906067,main_b4_WFG9_42,main,ok,0,443,681,681,,2026-07-26T15:18:28Z,2026-07-26T15:18:28Z,0.0,,,data/experiments/main/b4/exp_main_b4_WFG9_42.jsonl,data/experiments/main/b4/exp_main_b4_WFG9_42__real.parquet,,,1913.158663,,442,669,0,1,1,0,0,0,222,3,"{""b4_gen"": 442, ""footer"": 1, ""guard"": 3, ""header"": 1, ""sonda"": 222}",2026-07-26T14:46:37+00:00,2026-07-26T15:18:28+00:00,2026-07-26T14:46:37+00:00,2026-07-26T15:18:28+00:00,1911.0,0,0.0,10.0,1,"[""2026-07-26T14:46:37Z""]",2026-07-26T15:18:28Z,2026-07-26T15:18:28Z,,,,,,,,,
b4,ZDT1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT1/42,6,558233,3,61913,3,15026,3,128412,3,3308631,3,14489,3,1785285363.0154939,1785285360.8408265,1785285360.794571,1785285361.2726548,1785285381.4512002,1785285360.951942,1785285360.794571,1785285381.4512002,20.65662932395935,main_b4_ZDT1_42,main,ok,0,558,929,929,,2026-07-26T17:10:59Z,2026-07-26T17:10:59Z,0.0,,,data/experiments/main/b4/exp_main_b4_ZDT1_42.jsonl,data/experiments/main/b4/exp_main_b4_ZDT1_42__real.parquet,,,3327.127472,,557,921,0,1,1,0,0,0,280,82,"{""b4_gen"": 557, ""footer"": 1, ""guard"": 82, ""header"": 1, ""sonda"": 280}",2026-07-26T16:15:34+00:00,2026-07-26T17:10:59+00:00,2026-07-26T16:15:34+00:00,2026-07-26T17:10:59+00:00,3325.0,0,0.0,10.0,1,"[""2026-07-26T16:15:34Z""]",2026-07-26T17:10:59Z,2026-07-26T17:10:59Z,,,,,,,,,
b4,ZDT3,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT3/42,6,563371,3,60892,3,14542,3,132067,3,3272981,3,14253,3,1785285363.1072218,1785285361.2951763,1785285361.1732001,1785285361.7391412,1785285381.1094162,1785285361.341079,1785285361.1732001,1785285381.1094162,19.936216115951538,main_b4_ZDT3_42,main,ok,0,548,929,929,,2026-07-26T17:13:35Z,2026-07-26T17:13:35Z,0.0,,,data/experiments/main/b4/exp_main_b4_ZDT3_42.jsonl,data/experiments/main/b4/exp_main_b4_ZDT3_42__real.parquet,,,3168.091876,,547,971,0,1,1,0,0,0,275,147,"{""b4_gen"": 547, ""footer"": 1, ""guard"": 147, ""header"": 1, ""sonda"": 275}",2026-07-26T16:20:49+00:00,2026-07-26T17:13:35+00:00,2026-07-26T16:20:49+00:00,2026-07-26T17:13:35+00:00,3166.0,0,0.0,10.0,1,"[""2026-07-26T16:20:49Z""]",2026-07-26T17:13:35Z,2026-07-26T17:13:35Z,,,,,,,,,
b4,ZDT4,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT4/42,6,195558,3,24083,3,6891,3,21069,3,1369384,3,6802,3,1785285362.4922345,1785285361.5380569,1785285361.5164618,1785285361.6521366,1785285368.7561445,1785285361.6375794,1785285361.5164618,1785285368.7561445,7.239682674407959,main_b4_ZDT4_42,main,ok,0,202,309,309,,2026-07-26T12:20:21Z,2026-07-26T12:20:21Z,0.0,,,data/experiments/main/b4/exp_main_b4_ZDT4_42.jsonl,data/experiments/main/b4/exp_main_b4_ZDT4_42__real.parquet,,,394.7073,,201,307,0,1,1,0,0,0,102,2,"{""b4_gen"": 201, ""footer"": 1, ""guard"": 2, ""header"": 1, ""sonda"": 102}",2026-07-26T12:13:48+00:00,2026-07-26T12:20:21+00:00,2026-07-26T12:13:48+00:00,2026-07-26T12:20:21+00:00,393.0,0,0.0,9.0,1,"[""2026-07-26T12:13:48Z""]",2026-07-26T12:20:21Z,2026-07-26T12:20:21Z,,,,,,,,,
b4,ZDT6,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b4/ZDT6/42,6,200591,3,24318,3,6915,3,20865,3,1389108,3,6845,3,1785285621.969136,1785285361.8833048,1785285361.857746,1785285362.6791635,1785285369.7677433,1785285362.0156136,1785285361.857746,1785285621.969136,260.11139011383057,main_b4_ZDT6_42,main,ok,0,204,309,309,,2026-07-26T12:22:21Z,2026-07-26T12:22:21Z,0.0,,,data/experiments/main/b4/exp_main_b4_ZDT6_42.jsonl,data/experiments/main/b4/exp_main_b4_ZDT6_42__real.parquet,,,402.867068,,203,312,0,1,1,0,0,0,103,4,"{""b4_gen"": 203, ""footer"": 1, ""guard"": 4, ""header"": 1, ""sonda"": 103}",2026-07-26T12:15:40+00:00,2026-07-26T12:22:21+00:00,2026-07-26T12:15:40+00:00,2026-07-26T12:22:21+00:00,401.0,0,0.0,9.0,1,"[""2026-07-26T12:15:40Z""]",2026-07-26T12:22:21Z,2026-07-26T12:22:21Z,,,,,,,,,
b5m,BBOB_F1,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F1/42,8,196977,2,6024,2,1244,2,26147,2,3193142,2,2820,2,1785285684.8908222,1785285683.4210446,1785285683.4903133,1785285683.7007232,1785285710.7735128,1785285683.6957407,1785285683.4210446,1785285710.7735128,27.352468252182007,off_b5m_BBOB_F1_42,off,ok,0,801,309,309,orcamento,2026-07-26T23:20:54+00:00,2026-07-26T23:20:55+00:00,1.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F1_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F1_42__real.parquet,,,3062.8566,3064.1857,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T22:29:54.557000+00:00,2026-07-26T23:20:55.133000+00:00,2026-07-26T22:29:54.557000+00:00,2026-07-26T23:20:55.133000+00:00,3060.576,0,0.0,3054.78,2,"[""2026-07-26T22:29:54.557+00:00""]",2026-07-26T23:20:55.133+00:00,2026-07-26T23:20:54.785+00:00,517,2,9219,2,1785285683.5322409,1785285683.5184598,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F17,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F17/42,8,194915,2,6033,2,1244,2,26242,2,2268065,2,2827,2,1785285684.8502607,1785285683.300074,1785285683.3117366,1785285683.5464604,1785285701.5940247,1785285683.4209101,1785285683.300074,1785285701.5940247,18.29395055770874,off_b5m_BBOB_F17_42,off,ok,0,801,309,309,orcamento,2026-07-26T22:53:15+00:00,2026-07-26T22:53:16+00:00,1.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F17_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F17_42__real.parquet,,,3383.8881,3385.0595,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T21:56:53.565000+00:00,2026-07-26T22:53:16.150000+00:00,2026-07-26T21:56:53.565000+00:00,2026-07-26T22:53:16.150000+00:00,3382.585,0,0.0,3378.247,2,"[""2026-07-26T21:56:53.565+00:00""]",2026-07-26T22:53:16.150+00:00,2026-07-26T22:53:15.835+00:00,517,2,7802,2,1785285683.311726,1785285683.4126773,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F22,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F22/42,8,195469,2,6032,2,1244,2,26164,2,2657791,2,2827,2,1785285684.7512093,1785285683.6253107,1785285683.7176957,1785285683.9378016,1785285704.74863,1785285683.7217212,1785285683.6253107,1785285704.74863,21.123319387435913,off_b5m_BBOB_F22_42,off,ok,0,801,309,309,orcamento,2026-07-26T22:40:06+00:00,2026-07-26T22:40:06+00:00,0.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F22_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F22_42__real.parquet,,,3437.3777,3438.3527,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T21:42:50.565000+00:00,2026-07-26T22:40:06.712000+00:00,2026-07-26T21:42:50.565000+00:00,2026-07-26T22:40:06.712000+00:00,3436.147,0,0.0,3432.227,2,"[""2026-07-26T21:42:50.565+00:00""]",2026-07-26T22:40:06.712+00:00,2026-07-26T22:40:06.463+00:00,518,2,9111,2,1785285683.7286716,1785285683.7398832,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F37,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F37/42,8,194903,2,6031,2,1244,2,26187,2,3162327,2,2827,2,1785285685.2410297,1785285683.7309709,1785285683.759489,1785285683.954197,1785285710.1378117,1785285683.8301883,1785285683.7309709,1785285710.1378117,26.406840801239014,off_b5m_BBOB_F37_42,off,ok,0,801,309,309,orcamento,2026-07-26T22:29:50+00:00,2026-07-26T22:29:50+00:00,0.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F37_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F37_42__real.parquet,,,3021.202,3022.5708,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T21:39:29.993000+00:00,2026-07-26T22:29:50.598000+00:00,2026-07-26T21:39:29.993000+00:00,2026-07-26T22:29:50.598000+00:00,3020.605,0,0.0,3015.576,2,"[""2026-07-26T21:39:29.993+00:00""]",2026-07-26T22:29:50.598+00:00,2026-07-26T22:29:50.249+00:00,517,2,9213,2,1785285684.0888226,1785285683.8131304,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F49,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F49/42,8,194898,2,6033,2,1244,2,26118,2,3199202,2,2827,2,1785285685.240978,1785285683.8633966,1785285684.0559685,1785285684.4159021,1785285706.7361028,1785285684.0887103,1785285683.8616917,1785285706.7361028,22.87441110610962,off_b5m_BBOB_F49_42,off,ok,0,801,309,309,orcamento,2026-07-26T22:38:15+00:00,2026-07-26T22:38:15+00:00,0.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F49_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F49_42__real.parquet,,,3589.5938,3590.6157,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T21:38:27.211000+00:00,2026-07-26T22:38:15.486000+00:00,2026-07-26T21:38:27.211000+00:00,2026-07-26T22:38:15.486000+00:00,3588.275,0,0.0,3584.732,2,"[""2026-07-26T21:38:27.211+00:00""]",2026-07-26T22:38:15.486+00:00,2026-07-26T22:38:15.243+00:00,518,2,8081,2,1785285683.8616917,1785285683.9983778,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F5,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F5/42,8,195672,2,6025,2,1244,2,26157,2,3104669,2,2820,2,1785285739.5158165,1785285738.2814949,1785285713.4149032,1785285685.2888439,1785285729.6122522,1785285697.5251338,1785285685.2888439,1785285739.5158165,54.226972579956055,off_b5m_BBOB_F5_42,off,ok,0,801,309,309,orcamento,2026-07-26T21:56:50+00:00,2026-07-26T21:56:50+00:00,0.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F5_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F5_42__real.parquet,,,2981.9469,2983.0289,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T21:07:09.993000+00:00,2026-07-26T21:56:50.878000+00:00,2026-07-26T21:07:09.993000+00:00,2026-07-26T21:56:50.878000+00:00,2980.885,0,0.0,2976.848,2,"[""2026-07-26T21:07:09.993+00:00""]",2026-07-26T21:56:50.878+00:00,2026-07-26T21:56:50.595+00:00,517,2,9167,2,1785285738.1980205,1785285738.2251685,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
b5m,BBOB_F55,/Users/gmello/Documents/python_repos/mestrado/resultados_experimentos/b5m/BBOB_F55/42,8,193542,2,6032,2,1244,2,26038,2,3112091,2,2827,2,1785285685.8021786,1785285684.165595,1785285684.1294084,1785285684.4779658,1785285761.8719616,1785285738.337399,1785285684.1058064,1785285761.8719616,77.76615524291992,off_b5m_BBOB_F55_42,off,ok,0,801,309,309,orcamento,2026-07-26T21:42:47+00:00,2026-07-26T21:42:48+00:00,1.0,/Users/gmello/Documents/python_venvs/env_b5/bin/python,3.7.12,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F55_42.jsonl,/Users/gmello/Documents/python_repos/mestrado/ua-dd-saea/data/experiments/off/b5m/exp_off_b5m_BBOB_F55_42__real.parquet,,,2872.6748,2873.6255,1,805,0,1,2,0,0,801,1,0,"{""decision"": 801, ""footer"": 2, ""header"": 1, ""sonda"": 1}",2026-07-26T20:54:56.251000+00:00,2026-07-26T21:42:48.187000+00:00,2026-07-26T20:54:56.251000+00:00,2026-07-26T21:42:48.187000+00:00,2871.936,0,0.0,2868.169,2,"[""2026-07-26T20:54:56.251+00:00""]",2026-07-26T21:42:48.187+00:00,2026-07-26T21:42:47.912+00:00,517,2,8801,2,1785285684.1058064,1785285684.2273777,50,,"avaliador,camada,convencao,decisao,fora_do_orcamento,n_final,n_nd_pos_real,origem_camada,origem_precisao,run_id,schema_version"
