alg,label,fontes,assinatura
e74,ZDT3,"{""bucket"": 6}",bucketx6
e74,ZDT4,"{""bucket"": 6}",bucketx6
e74,ZDT6,"{""bucket"": 6}",bucketx6
e81,BBOB_F1,"{""bucket"": 6}",bucketx6
e81,BBOB_F17,"{""bucket"": 6}",bucketx6
e81,BBOB_F22,"{""bucket"": 6}",bucketx6
e81,BBOB_F37,"{""bucket"": 6}",bucketx6
e81,BBOB_F49,"{""bucket"": 6}",bucketx6
e81,BBOB_F5,"{""bucket"": 6}",bucketx6
e81,BBOB_F55,"{""bucket"": 6}",bucketx6
e81,DTLZ1,"{""bucket"": 6}",bucketx6
e81,DTLZ2,"{""bucket"": 6}",bucketx6
e81,DTLZ3,"{""bucket"": 6}",bucketx6
e81,DTLZ4,"{""bucket"": 6}",bucketx6
e81,DTLZ7,"{""bucket"": 6}",bucketx6
e81,MMF1,"{""bucket"": 6}",bucketx6
e81,MMF11_L,"{""bucket"": 6}",bucketx6
e81,MMF16_20,"{""bucket"": 6}",bucketx6
e81,MMF4,"{""bucket"": 6}",bucketx6
e81,WFG1,"{""bucket"": 6}",bucketx6
e81,WFG2,"{""bucket"": 6}",bucketx6
e81,WFG4,"{""bucket"": 6}",bucketx6
e81,WFG5,"{""bucket"": 6}",bucketx6
e81,WFG9,"{""bucket"": 6}",bucketx6
e81,ZDT1,"{""bucket"": 6}",bucketx6
e81,ZDT3,"{""bucket"": 6}",bucketx6
e81,ZDT4,"{""bucket"": 6}",bucketx6
e81,ZDT6,"{""bucket"": 6}",bucketx6
e81,q10_DTLZ2,"{""bucket"": 6}",bucketx6
e81,q10_MMF16_20,"{""bucket"": 6}",bucketx6
e81,q10_WFG9,"{""bucket"": 6}",bucketx6
e81,q10_ZDT1,"{""bucket"": 6}",bucketx6
e81,q10_ZDT4,"{""bucket"": 6}",bucketx6
moead,BBOB_F1,"{""bucket"": 6}",bucketx6
moead,BBOB_F17,"{""bucket"": 6}",bucketx6
moead,BBOB_F22,"{""bucket"": 6}",bucketx6
moead,BBOB_F37,"{""bucket"": 6}",bucketx6
moead,BBOB_F49,"{""bucket"": 6}",bucketx6
moead,BBOB_F5,"{""bucket"": 6}",bucketx6
moead,BBOB_F55,"{""bucket"": 6}",bucketx6
moead,DTLZ1,"{""bucket"": 6}",bucketx6
moead,DTLZ2,"{""bucket"": 6}",bucketx6
moead,DTLZ3,"{""bucket"": 6}",bucketx6
moead,DTLZ4,"{""bucket"": 6}",bucketx6
moead,DTLZ7,"{""bucket"": 6}",bucketx6
moead,MMF1,"{""bucket"": 6}",bucketx6
moead,MMF11_L,"{""bucket"": 6}",bucketx6
moead,MMF16_20,"{""bucket"": 6}",bucketx6
moead,MMF4,"{""bucket"": 6}",bucketx6
moead,WFG1,"{""bucket"": 6}",bucketx6
moead,WFG2,"{""bucket"": 6}",bucketx6
moead,WFG4,"{""bucket"": 6}",bucketx6
moead,WFG5,"{""bucket"": 6}",bucketx6
moead,WFG9,"{""bucket"": 6}",bucketx6
moead,ZDT1,"{""bucket"": 6}",bucketx6
moead,ZDT3,"{""bucket"": 6}",bucketx6
moead,ZDT4,"{""bucket"": 6}",bucketx6
moead,ZDT6,"{""bucket"": 6}",bucketx6
moead_media,BBOB_F1,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F17,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F22,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F37,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F49,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F5,"{""bucket"": 8}",bucketx8
moead_media,BBOB_F55,"{""bucket"": 8}",bucketx8
moead_media,DTLZ1,"{""bucket"": 8}",bucketx8
moead_media,DTLZ2,"{""bucket"": 8}",bucketx8
moead_media,DTLZ3,"{""bucket"": 8}",bucketx8
moead_media,DTLZ4,"{""bucket"": 8}",bucketx8
moead_media,DTLZ7,"{""bucket"": 8}",bucketx8
moead_media,MMF1,"{""bucket"": 8}",bucketx8
moead_media,MMF11_L,"{""bucket"": 8}",bucketx8
moead_media,MMF16_20,"{""bucket"": 8}",bucketx8
moead_media,MMF4,"{""bucket"": 8}",bucketx8
moead_media,WFG1,"{""bucket"": 8}",bucketx8
moead_media,WFG2,"{""bucket"": 8}",bucketx8
moead_media,WFG4,"{""bucket"": 8}",bucketx8
moead_media,WFG5,"{""bucket"": 8}",bucketx8
moead_media,WFG9,"{""bucket"": 8}",bucketx8
moead_media,ZDT1,"{""bucket"": 8}",bucketx8
moead_media,ZDT3,"{""bucket"": 8}",bucketx8
moead_media,ZDT4,"{""bucket"": 8}",bucketx8
moead_media,ZDT6,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-lhs_DTLZ2,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-lhs_MMF16_20,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-lhs_WFG9,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-lhs_ZDT1,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-lhs_ZDT4,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-mvns_DTLZ2,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-mvns_MMF16_20,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-mvns_WFG9,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-mvns_ZDT1,"{""bucket"": 8}",bucketx8
moead_media,swap_medium-mvns_ZDT4,"{""bucket"": 8}",bucketx8
moead_media,swap_small-lhs_DTLZ2,"{""bucket"": 8}",bucketx8
moead_media,swap_small-lhs_MMF16_20,"{""bucket"": 8}",bucketx8
moead_media,swap_small-lhs_WFG9,"{""bucket"": 8}",bucketx8
moead_media,swap_small-lhs_ZDT1,"{""bucket"": 8}",bucketx8
moead_media,swap_small-lhs_ZDT4,"{""bucket"": 8}",bucketx8
moead_media,swap_small-mvns_DTLZ2,"{""bucket"": 8}",bucketx8
moead_media,swap_small-mvns_MMF16_20,"{""bucket"": 8}",bucketx8
moead_media,swap_small-mvns_WFG9,"{""bucket"": 8}",bucketx8
moead_media,swap_small-mvns_ZDT1,"{""bucket"": 8}",bucketx8
moead_media,swap_small-mvns_ZDT4,"{""bucket"": 8}",bucketx8
nsga2,BBOB_F1,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F17,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F22,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F37,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F49,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F5,"{""bucket"": 6}",bucketx6
nsga2,BBOB_F55,"{""bucket"": 6}",bucketx6
nsga2,DTLZ1,"{""bucket"": 6}",bucketx6
nsga2,DTLZ2,"{""bucket"": 6}",bucketx6
nsga2,DTLZ3,"{""bucket"": 6}",bucketx6
nsga2,DTLZ4,"{""bucket"": 6}",bucketx6
nsga2,DTLZ7,"{""bucket"": 6}",bucketx6
nsga2,MMF1,"{""bucket"": 6}",bucketx6
nsga2,MMF11_L,"{""bucket"": 6}",bucketx6
nsga2,MMF16_20,"{""bucket"": 6}",bucketx6
nsga2,MMF4,"{""bucket"": 6}",bucketx6
nsga2,WFG1,"{""bucket"": 6}",bucketx6
nsga2,WFG2,"{""bucket"": 6}",bucketx6
nsga2,WFG4,"{""bucket"": 6}",bucketx6
nsga2,WFG5,"{""bucket"": 6}",bucketx6
nsga2,WFG9,"{""bucket"": 6}",bucketx6
nsga2,ZDT1,"{""bucket"": 6}",bucketx6
nsga2,ZDT3,"{""bucket"": 6}",bucketx6
nsga2,ZDT4,"{""bucket"": 6}",bucketx6
nsga2,ZDT6,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F1,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F17,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F22,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F37,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F49,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F5,"{""bucket"": 6}",bucketx6
nsga3,BBOB_F55,"{""bucket"": 6}",bucketx6
nsga3,DTLZ1,"{""bucket"": 6}",bucketx6
nsga3,DTLZ2,"{""bucket"": 6}",bucketx6
nsga3,DTLZ3,"{""bucket"": 6}",bucketx6
nsga3,DTLZ4,"{""bucket"": 6}",bucketx6
nsga3,DTLZ7,"{""bucket"": 6}",bucketx6
nsga3,MMF1,"{""bucket"": 6}",bucketx6
nsga3,MMF11_L,"{""bucket"": 6}",bucketx6
nsga3,MMF16_20,"{""bucket"": 6}",bucketx6
nsga3,MMF4,"{""bucket"": 6}",bucketx6
nsga3,WFG1,"{""bucket"": 6}",bucketx6
nsga3,WFG2,"{""bucket"": 6}",bucketx6
nsga3,WFG4,"{""bucket"": 6}",bucketx6
nsga3,WFG5,"{""bucket"": 6}",bucketx6
nsga3,WFG9,"{""bucket"": 6}",bucketx6
nsga3,ZDT1,"{""bucket"": 6}",bucketx6
nsga3,ZDT3,"{""bucket"": 6}",bucketx6
nsga3,ZDT4,"{""bucket"": 6}",bucketx6
nsga3,ZDT6,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F1,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F17,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F22,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F37,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F49,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F5,"{""bucket"": 6}",bucketx6
smsemoa,BBOB_F55,"{""bucket"": 6}",bucketx6
smsemoa,DTLZ1,"{""bucket"": 6}",bucketx6
smsemoa,DTLZ2,"{""bucket"": 6}",bucketx6
smsemoa,DTLZ3,"{""bucket"": 6}",bucketx6
smsemoa,DTLZ4,"{""bucket"": 6}",bucketx6
smsemoa,DTLZ7,"{""bucket"": 6}",bucketx6
smsemoa,MMF1,"{""bucket"": 6}",bucketx6
smsemoa,MMF11_L,"{""bucket"": 6}",bucketx6
smsemoa,MMF16_20,"{""bucket"": 6}",bucketx6
smsemoa,MMF4,"{""bucket"": 6}",bucketx6
smsemoa,WFG1,"{""bucket"": 6}",bucketx6
smsemoa,WFG2,"{""bucket"": 6}",bucketx6
smsemoa,WFG4,"{""bucket"": 6}",bucketx6
smsemoa,WFG5,"{""bucket"": 6}",bucketx6
smsemoa,WFG9,"{""bucket"": 6}",bucketx6
smsemoa,ZDT1,"{""bucket"": 6}",bucketx6
smsemoa,ZDT3,"{""bucket"": 6}",bucketx6
smsemoa,ZDT4,"{""bucket"": 6}",bucketx6
smsemoa,ZDT6,"{""bucket"": 6}",bucketx6
sobol_batch,q10_DTLZ2,"{""bucket"": 6}",bucketx6
sobol_batch,q10_MMF16_20,"{""bucket"": 6}",bucketx6
sobol_batch,q10_WFG9,"{""bucket"": 6}",bucketx6
sobol_batch,q10_ZDT1,"{""bucket"": 6}",bucketx6
sobol_batch,q10_ZDT4,"{""bucket"": 6}",bucketx6
treed_media,swap_big-lhs_DTLZ2,"{""bucket"": 8}",bucketx8
treed_media,swap_big-lhs_MMF16_20,"{""bucket"": 8}",bucketx8
treed_media,swap_big-lhs_WFG9,"{""bucket"": 8}",bucketx8
treed_media,swap_big-lhs_ZDT1,"{""bucket"": 8}",bucketx8
treed_media,swap_big-lhs_ZDT4,"{""bucket"": 8}",bucketx8
treed_media,swap_big-mvns_DTLZ2,"{""bucket"": 8}",bucketx8
treed_media,swap_big-mvns_MMF16_20,"{""bucket"": 8}",bucketx8
treed_media,swap_big-mvns_WFG9,"{""bucket"": 8}",bucketx8
treed_media,swap_big-mvns_ZDT1,"{""bucket"": 8}",bucketx8
treed_media,swap_big-mvns_ZDT4,"{""bucket"": 8}",bucketx8
