problema,D,M,geracao,N,lote,nivel,ramo_QU,n_front1,n_front2,entrada,sel,n_sub1,n_sub2,n_pool,rcond,n_treino,hp_n,hp_c,hp_poly,hp_bf,s0_min,s0_max,s0_med,s0_int,s0_teto,s1_min,s1_max,s1_med,s0_nan,s1_nan,mu_min,mu_max,dist_min,dist_min_med,dist_min_max,U_max,U_min,Q_med,U_pool_max,fit1_med,fit2_med,fit3_med,fit2_min,fit2_max,fit3_max,fit1_max
BBOB_F5,10,2,43,100,3,3,True,150,22,200,3,100,100,200,2.2806803009494703e-22,266,266,1,0,MQ,14.0,376.0,190.0,1.0,398,0.01737894117832184,2.7807796001434326,0.6166911125183105,0.0,0.0,2.2057008743286133,1287.248046875,"[0.24483054173878743, 0, 0.2374525886704749]",0.2374525886704749,0.24483054173878743,42.0,10.0,33.5,376,0.005183474266978596,1.000000000011437,0.004655380672030109,-0.0973399365456542,1.6314940324755982,0.00852267865854164,0.013854706197689866
BBOB_F5,10,2,44,100,4,3,True,157,15,200,4,100,100,200,3.2098378134371874e-22,269,268,1,0,MQ,24.0,398.0,172.0,1.0,398,0.15496622025966644,2.3684284687042236,0.5913821756839752,0.0,0.0,2.1164426803588867,1311.46142578125,"[0.27018822892641925, 0.22953956995690514, 0.2831309720545281, 0.1092133950277665]",0.2498638994416622,0.2831309720545281,26.0,4.0,23.0,398,0.004062566631896941,0.8556152996498527,0.005066252728562912,-0.8782438123052456,2.1552799872934516,0.007028120136313529,0.01240258908051639
BBOB_F5,10,2,45,100,3,3,True,163,23,200,3,100,100,200,4.482143013034491e-25,273,272,1,0,MQ,16.0,396.0,199.0,1.0,398,0.1341904252767563,3.618490219116211,0.5776984393596649,0.0,0.0,2.2454185485839844,1314.89794921875,"[0.2931444659666478, 0.23335257951371433, 0.30769861187585756]",0.2931444659666478,0.30769861187585756,44.0,6.0,35.0,396,0.004979961113803277,0.9882079905514463,0.003837094656218033,-0.5587228379204401,2.1329452532013153,0.007544957229827366,0.012819476519907197
BBOB_F5,10,2,46,100,3,3,True,145,16,200,3,100,100,200,2.2742913979977708e-22,276,275,1,0,MQ,10.0,394.0,190.0,1.0,398,0.10995934158563614,4.0646748542785645,0.6179164052009583,0.0,0.0,2.1934444904327393,1282.2476806640625,"[0.24434781857465765, 0.34320364604638226, 0.24855523703152735]",0.24855523703152735,0.34320364604638226,28.0,8.0,26.5,394,0.004045362447929128,0.561783120213672,0.006739180858223853,-3.1161483979983906,4.008683539418794,0.011500005796781416,0.013406683045061915
BBOB_F5,10,2,47,100,4,3,True,139,14,200,4,100,100,200,1.4758098631456938e-22,278,278,1,0,MQ,6.0,390.0,181.0,1.0,398,0.03143705055117607,2.310764789581299,0.5844703912734985,0.0,0.0,2.294536828994751,1347.00439453125,"[0.28418508645714524, 0.13994525552551293, 0.22050891821115004, 0]",0.1802270868683315,0.28418508645714524,26.0,8.0,22.0,390,0.005528090919539007,0.9287985463392783,0.004763277736817043,-1.4013258603522605,1.4735877437701514,0.006882042387740353,0.012529029756476504
BBOB_F5,10,2,48,100,4,3,True,141,15,200,4,100,100,200,9.288717220568284e-23,281,281,1,0,MQ,18.0,384.0,189.0,1.0,398,0.018881378695368767,2.1035501956939697,0.592149943113327,0.0,0.0,2.1602370738983154,1316.7530517578125,"[0.29999109995750095, 0, 0.3669371922412626, 0.28858473254335615]",0.29428791625042855,0.3669371922412626,28.0,10.0,24.0,384,0.005048991094060651,0.9103918509505977,0.004332426656576391,-0.14718159680369602,2.37987744537231,0.006174776185472783,0.015395589078545435
BBOB_F5,10,2,49,100,3,3,True,153,13,200,3,100,100,200,5.36039116938746e-22,285,284,1,0,MQ,18.0,392.0,180.0,1.0,398,0.06258348375558853,2.833632230758667,0.5876293182373047,0.0,0.0,2.2606680393218994,1327.5125732421875,"[0.44367435551134016, 0.1695066394599537, 0.17354483595192266]",0.17354483595192266,0.44367435551134016,24.0,4.0,22.0,392,0.007025800402427618,0.943979400888181,0.0033572661757526167,0.19802663817570387,1.007466911376084,0.005529243846653887,0.009976882812628055
BBOB_F5,10,2,50,100,2,3,True,151,12,200,2,100,100,200,2.9403317603519014e-23,288,287,1,0,MQ,16.0,378.0,181.0,1.0,398,0.2210264801979065,2.3295488357543945,0.6194652915000916,0.0,0.0,2.098552942276001,1316.127197265625,"[0.21865935055449984, 0.10888557206391974]",0.1637724613092098,0.21865935055449984,22.0,0.0,19.0,378,0.006209949569863565,0.8895537466592556,0.0038377021826231867,0.3866244689939391,1.253591536817619,0.005335229706978578,0.015985752172901657
BBOB_F5,10,2,51,100,3,3,True,153,8,200,3,100,100,200,1.3780394307091437e-21,290,289,1,0,MQ,26.0,390.0,166.0,1.0,398,0.11392601579427719,4.4083781242370605,0.6298558413982391,0.0,0.0,2.3286185264587402,1256.7401123046875,"[0.2403136396007191, 0.15991176976798577, 0.13020941678069856]",0.15991176976798577,0.2403136396007191,14.0,6.0,13.5,390,0.007568155771708246,0.6272480525050801,0.0027190279650482706,0.19932495315714416,1.4423154404141192,0.005533552033020272,0.011274912267123072
BBOB_F5,10,2,52,100,2,3,True,154,22,200,2,100,100,200,1.1268419872314708e-22,293,292,1,0,MQ,4.0,382.0,190.0,1.0,398,0.10255718976259232,1.679550290107727,0.6137846112251282,0.0,0.0,1.985310673713684,1346.4019775390625,"[0.2333554894166555, 0.1107204627799429]",0.17203797609829918,0.2333554894166555,42.0,8.0,35.0,382,0.007458679654296113,1.002473417538991,0.0037139514183861418,0.18141675527246282,1.9993755352647584,0.005032133393310757,0.014739110621719509
BBOB_F5,10,2,53,100,3,3,True,143,10,200,3,100,100,200,3.716326136795471e-22,295,294,1,0,MQ,8.0,386.0,180.0,1.0,398,0.24842818081378937,2.4044172763824463,0.6175053715705872,0.0,0.0,2.030231475830078,1341.9266357421875,"[0.4446790981842495, 0.28711396149083507, 0.4289197954379574]",0.4289197954379574,0.4446790981842495,18.0,8.0,15.5,386,0.006664227185846305,0.8702130493458915,0.0034748957052631157,0.4855750683056774,1.1299887819806989,0.005157297706288212,0.010751202834969803
BBOB_F5,10,2,54,100,4,3,True,148,15,200,4,100,100,200,1.3852242903114994e-21,298,297,1,0,MQ,6.0,386.0,185.0,1.0,398,0.21414953470230103,3.426445484161377,0.6019188463687897,0.0,0.0,2.1371190547943115,1297.2532958984375,"[0.06315285570127505, 0.2771347570643924, 0.19233748797903497, 0.27423043573433814]",0.23328396185668654,0.2771347570643924,28.0,6.0,23.0,386,0.007773608373146168,0.8724595411449965,0.002640547836527625,0.37223668151276534,1.361834817708802,0.004869158394747282,0.013327214031889967
BBOB_F5,10,2,55,100,2,3,True,142,14,200,2,100,100,200,3.996593685660564e-22,302,301,1,0,MQ,18.0,396.0,176.0,1.0,398,0.09217970073223114,2.3727269172668457,0.577182412147522,0.0,0.0,2.0589029788970947,1342.4708251953125,"[0.23293537968806957, 0.07225718986509293]",0.15259628477658124,0.23293537968806957,24.0,8.0,22.5,396,0.007251560409418295,0.9155078771152008,0.002391507316413833,0.5189911581316524,1.6181282107160628,0.00516002609412406,0.01560721130291437
BBOB_F5,10,2,56,100,3,3,True,155,19,200,3,100,100,200,1.0729688619883771e-21,304,303,1,0,MQ,16.0,398.0,168.0,1.0,398,0.026143237948417664,2.3581786155700684,0.608375072479248,0.0,0.0,2.1743597984313965,1388.59521484375,"[0.3020280958658223, 0.2674103734286168, 0.15802680843537845]",0.2674103734286168,0.3020280958658223,36.0,10.0,31.0,398,0.006677744642135289,0.9880801882300991,0.0035555656419106792,0.3541462267495197,1.1681625635465869,0.005736895040218631,0.011159658989200905
BBOB_F55,10,2,1,100,7,3,True,100,43,200,7,100,100,200,0.0016634500116052629,109,109,1,0,MQ,18.0,384.0,215.0,1.0,398,0.12163735181093216,1.3737202882766724,0.44099345803260803,0.0,0.0,54.960994720458984,85.32098388671875,"[3.5607635113784175, 3.675970440570565, 4.072103905024074, 2.1436508850070273, 2.9945843657230116, 2.261704935711384, 0.5847731611034623]",2.9945843657230116,4.072103905024074,84.0,12.0,66.0,384,0.005200043484584471,-0.7135836221505976,0.25856551123003324,-2.2920125791919155,0.49039576165075616,0.32852040655370773,0.017689202942309912
BBOB_F55,10,2,2,100,3,3,True,131,21,200,3,100,100,200,5.949427065625191e-05,116,116,1,0,MQ,36.0,372.0,184.0,1.0,398,0.05271779000759125,0.8146942257881165,0.28045985102653503,0.0,0.0,54.925811767578125,85.32098388671875,"[0.2334249943467668, 1.3306934441241272, 1.0547209245051934]",1.0547209245051934,1.3306934441241272,40.0,6.0,33.0,372,0.0026695125993518587,-0.4256716654336845,0.20500236416402473,-0.8118099355263286,0.8929673541644387,0.22279227664172657,0.02044020442917016
BBOB_F55,10,2,3,100,2,3,True,107,14,200,2,100,100,200,1.584905907746232e-05,119,119,1,0,MQ,24.0,382.0,170.0,1.0,398,0.07627110928297043,1.460724949836731,0.6904407739639282,0.0,0.0,49.825260162353516,85.34635162353516,"[0.4821051020898505, 2.181842262479441]",1.3319736822846457,2.181842262479441,26.0,6.0,22.0,382,0.005092374584618723,0.7817124979961125,0.0887810446785754,-0.1401773194178002,1.8350205919386173,0.17318088871115778,0.018049133663521677
BBOB_F55,10,2,4,100,7,3,True,131,24,200,7,100,100,200,1.3965473858330657e-05,121,121,1,0,MQ,4.0,366.0,187.0,1.0,398,0.15255369246006012,2.2009196281433105,0.7528769075870514,0.0,0.0,40.627525329589844,73.7857437133789,"[1.151593119315998, 0.9117414977501942, 1.8270661755112787, 3.070439605306027, 0.9303857508419399, 2.393460054845354, 0.5661200446281722]",1.151593119315998,3.070439605306027,46.0,6.0,37.0,366,0.000865780537086025,0.7373581701751917,0.31103542849292315,0.30888208722036126,2.573383179940862,0.39914564017877346,0.03449555485221913
BBOB_F55,10,2,5,100,2,3,True,123,10,200,2,100,100,200,4.889974652935216e-06,128,128,1,0,MQ,6.0,388.0,202.0,1.0,398,0.34869635105133057,2.0785183906555176,1.106203854084015,0.0,0.0,9.271637916564941,71.65850067138672,"[0.4712462996624991, 3.643812937349725]",2.057529618506112,3.643812937349725,18.0,0.0,15.5,388,0.0042887887859516804,1.0132047234792765,0.43054699788376694,0.7504658003104794,2.9316479273141596,0.4837662357861966,0.020958632483143558
BBOB_F55,10,2,6,100,4,3,True,126,20,200,4,100,100,200,4.83401000027761e-06,130,130,1,0,MQ,12.0,380.0,179.0,1.0,398,0.37649694085121155,3.112427234649658,0.6676791906356812,0.0,0.0,9.5389986038208,72.51142120361328,"[0.39334227440075675, 0.46759050094464294, 0.25753510513363737, 2.1402135472170305]",0.43046638767269985,2.1402135472170305,38.0,2.0,31.5,380,0.00034551038407110157,0.9433141257143038,0.10045166032716207,0.7377230414262019,4.777607388994435,0.1628287346036537,0.010725795238538116
BBOB_F55,10,2,7,100,2,3,True,108,7,200,2,100,100,200,4.450480782420707e-06,134,134,1,0,MQ,6.0,376.0,175.0,1.0,398,0.06748373061418533,2.4500057697296143,0.4833356887102127,0.0,0.0,9.386249542236328,72.3357925415039,"[0.5002188647604289, 0.9987398957988304]",0.7494793802796296,0.9987398957988304,12.0,6.0,12.0,376,0.004291953481428413,0.1073843306975526,0.15851105693165315,-0.10581576429212092,1.8399979895806062,0.19828107148618482,0.005360838805559043
BBOB_F55,10,2,8,100,5,3,True,108,27,200,5,100,100,200,4.21154687675774e-06,136,136,1,0,MQ,6.0,392.0,211.0,1.0,398,0.009857180528342724,1.2631748914718628,0.32511746883392334,0.0,0.0,9.764707565307617,73.08440399169922,"[0.41497638584618796, 0.6784689310702684, 0.43759571895774185, 0.40326550676663286, 1.093788261314809]",0.43759571895774185,1.093788261314809,52.0,8.0,41.0,392,0.002206974820307628,0.1677857363916626,0.06276368322888647,-0.248011610110753,1.5767795248478347,0.148196955117287,0.018352144327066666
BBOB_F55,10,2,9,100,1,2,False,101,1,200,0,100,100,200,3.464568766716812e-06,141,141,1,0,MQ,8.0,382.0,185.0,1.0,398,0.061458174139261246,2.719548225402832,0.6392130255699158,0.0,0.0,9.780295372009277,73.17920684814453,0.8253380765802356,0.8253380765802356,0.8253380765802356,,,,382,0.015580824364106112,0.21765503478128778,0.0711278673161722,0.21765503478128778,0.21765503478128778,0.0711278673161722,0.015580824364106112
BBOB_F55,10,2,10,100,4,3,True,110,17,200,4,100,100,200,3.3263307172077515e-06,142,142,1,0,MQ,16.0,394.0,160.0,1.0,398,0.3720875084400177,3.4519224166870117,0.7027468681335449,0.0,0.0,9.699804306030273,70.9521713256836,"[0.5405842102373948, 0.7645292676826683, 0.4840192846790655, 0.8075300722615355]",0.6525567389600315,0.8075300722615355,30.0,8.0,27.0,394,0.002142033775196839,0.9601840836590778,0.08139598756829199,0.6792085520954512,2.2671616463688107,0.08997487208092221,0.008040244519406992
BBOB_F55,10,2,11,100,2,3,True,116,16,200,2,100,100,200,1.5049702065858718e-06,146,146,1,0,MQ,8.0,378.0,206.0,1.0,398,0.25007838010787964,1.6152031421661377,0.6126177310943604,0.0,0.0,9.672240257263184,71.9278335571289,"[0.21577885960383938, 0.8523726944708679]",0.5340757770373536,0.8523726944708679,30.0,8.0,26.0,378,0.0026669364706464194,0.8630370602024122,0.10586464534172842,0.5966131898260976,1.7481169784435444,0.12040972059647644,0.006546939739113217
BBOB_F55,10,2,12,100,5,3,True,115,27,200,5,100,100,200,1.4822398130378332e-06,148,148,1,0,MQ,28.0,370.0,217.0,1.0,398,0.29767659306526184,1.4613292217254639,0.6699964702129364,0.0,0.0,9.679457664489746,70.8500747680664,"[0.7095283385396142, 0.7229571231843009, 0.5318245043406296, 0.4119280644227201, 0.38313190461634256]",0.5318245043406296,0.7229571231843009,52.0,4.0,42.0,370,0.0006832721908709427,0.8682821077284242,0.15812033183395585,0.5290185081228227,1.7646365505081345,0.19354580823011974,0.012318111364820195
BBOB_F55,10,2,13,100,3,3,True,115,15,200,3,100,100,200,1.1073414311010678e-06,153,153,1,0,MQ,18.0,376.0,149.0,1.0,398,0.03332258760929108,1.1293786764144897,0.4443732798099518,0.0,0.0,9.774890899658203,71.49681091308594,"[0.811081834246708, 0.7864407585617668, 0.4863885359852283]",0.7864407585617668,0.811081834246708,28.0,8.0,24.0,376,0.0020666435028477426,0.28081631937956963,0.073845382590946,-0.20244559509461446,0.595791573045604,0.08925795057600142,0.009465006939467502
BBOB_F55,10,2,14,100,3,3,True,120,10,200,3,100,100,200,9.775014971726494e-07,156,156,1,0,MQ,8.0,396.0,127.0,1.0,398,0.0780300721526146,1.2330514192581177,0.5730506181716919,0.0,0.0,9.718683242797852,70.67919921875,"[0.49407589363742477, 0.3894744634342176, 0.3783640990311769]",0.3894744634342176,0.49407589363742477,16.0,4.0,16.0,396,0.004059815217996143,0.4782105615172334,0.05521922587797084,0.1541309289842907,0.9123058862119713,0.06063176193159108,0.01196199084557703
BBOB_F55,10,2,15,100,3,3,True,110,5,200,3,100,100,200,9.499378041488859e-07,159,159,1,0,MQ,10.0,354.0,146.0,1.0,398,0.04632079601287842,1.267402172088623,0.4406167268753052,0.0,0.0,9.780295372009277,69.8116455078125,"[0.6494910848708976, 0.4662185832278579, 0.8141809843205118]",0.6494910848708976,0.8141809843205118,8.0,4.0,8.0,354,0.0009392547471736012,-0.32187167941912875,0.1442863165231161,-0.3261248486812711,-0.30988818991300704,0.14953534657482773,0.011225942391345722
BBOB_F55,10,2,16,100,7,3,True,123,26,200,7,100,100,200,7.918054767751516e-07,162,162,1,0,MQ,14.0,362.0,194.0,1.0,398,0.12908169627189636,1.0075269937515259,0.5892153084278107,0.0,0.0,9.780295372009277,69.18560791015625,"[0.2918999442310249, 0.24599272552984489, 0.288830003462126, 0.23471467629649687, 0.3984771494974773, 0.3040326834545981, 0.2332322504687114]",0.288830003462126,0.3984771494974773,50.0,8.0,41.0,362,0.006259375731846983,0.8515840432198178,0.05517975585859761,0.23650682169948034,1.3338280932096769,0.14300046155753546,0.016175415924796877
BBOB_F55,10,2,17,100,5,3,True,134,10,200,5,100,100,200,1.5573419148804772e-07,169,169,1,0,MQ,26.0,372.0,191.0,1.0,398,0.014117816463112831,1.5606005191802979,0.4273493140935898,0.0,0.0,9.773016929626465,69.28579711914062,"[0.4388653883239799, 0.5932350741672203, 0.3556516085229069, 0.820675774766901, 0.40979906894524654]",0.4388653883239799,0.820675774766901,18.0,6.0,16.0,372,0.010206394022131166,-0.2825977280909484,0.05614120090152493,-1.6231398155318573,0.596896143408884,0.07239351429008686,0.015142166144267888
BBOB_F55,10,2,18,100,3,3,True,142,11,200,3,100,100,200,1.4216994288234137e-07,174,174,1,0,MQ,14.0,384.0,193.0,1.0,398,0.030985241755843163,2.0174508094787598,0.654696524143219,0.0,0.0,9.632600784301758,70.21929168701172,"[0.4649158621582607, 0.2573598405498815, 0.42642076843547166]",0.42642076843547166,0.4649158621582607,20.0,4.0,17.0,384,0.006556502809366593,1.1790778791836694,0.07175465633215125,-0.43451721961551115,2.3637857414681527,0.07663578626892095,0.015655738135103764
BBOB_F55,10,2,19,100,2,3,True,147,11,200,2,100,100,200,1.1511705167555232e-07,177,177,1,0,MQ,22.0,384.0,182.0,1.0,398,0.05508814752101898,1.2513970136642456,0.5890801846981049,0.0,0.0,9.632713317871094,69.35023498535156,"[0.12925007443426634, 0.4599631971426833]",0.2946066357884748,0.4599631971426833,20.0,4.0,17.0,384,0.005443458214940355,0.7296508630326528,0.0381494306729398,0.11157189995729055,1.295187767675806,0.04094114545959099,0.010964621430387844
BBOB_F55,10,2,20,100,2,3,True,130,18,200,2,100,100,200,1.0288257784744452e-07,179,179,1,0,MQ,14.0,376.0,184.0,1.0,398,0.021542826667428017,1.212587833404541,0.6159468293190002,0.0,0.0,9.759089469909668,69.4409408569336,"[0.5431435191176843, 0.5744602897423556]",0.55880190443002,0.5744602897423556,34.0,10.0,28.0,376,0.005457396767238665,0.737773449049401,0.046621136082628536,0.029011276329216074,2.0527030276187777,0.08062233060678171,0.020495393258813333
BBOB_F55,10,2,21,100,4,3,True,131,19,200,4,100,100,200,1.0163001723317836e-07,181,181,1,0,MQ,4.0,386.0,196.0,1.0,398,0.029350679367780685,1.4930918216705322,0.620060384273529,0.0,0.0,9.684685707092285,69.60890197753906,"[0.20994900838109623, 0.2931451761825637, 0.9792992543912111, 0.1407463883153457]",0.25154709228183,0.9792992543912111,36.0,4.0,29.0,386,0.007259756446032939,0.8899469523557109,0.050207941196229,0.4749141534514756,1.9269639590433307,0.11434823294338885,0.017699291924492922
BBOB_F55,10,2,22,100,5,3,True,128,27,200,5,100,100,200,9.558851682983598e-08,185,185,1,0,MQ,26.0,392.0,210.0,1.0,398,0.03802650049328804,1.5569441318511963,0.6347149312496185,0.0,0.0,9.181173324584961,68.4828109741211,"[0.21815800904194851, 0.36993126217187555, 0.2181168509868636, 0.2601184654774793, 0.4150173752565328]",0.2601184654774793,0.4150173752565328,52.0,4.0,41.0,392,0.005042856381079153,1.1416510564785298,0.18131169716863704,-0.06387503904935699,2.655828854810146,0.26036938595809866,0.01681775099674193
BBOB_F55,10,2,23,100,3,3,True,117,11,200,3,100,100,200,9.358107686115965e-08,190,190,1,0,MQ,16.0,348.0,136.0,1.0,398,0.0063844164833426476,1.6295541524887085,0.5611842274665833,0.0,0.0,6.701942443847656,69.55024719238281,"[0.5886744430943662, 1.0903488111336295, 0.8148008710802723]",0.8148008710802723,1.0903488111336295,18.0,6.0,17.0,348,0.0,-2.001472220272799,0.17205936331838298,-2.4206973086484957,-0.787940133358088,0.2035640981936032,0.018127572558118116
BBOB_F55,10,2,24,100,4,3,True,114,17,200,4,100,100,200,9.248115304234858e-08,193,193,1,0,MQ,14.0,394.0,159.0,1.0,398,0.04722778499126434,2.3018693923950195,0.5220589935779572,0.0,0.0,5.7084527015686035,70.62848663330078,"[0.38835003448122435, 0.5212017578461429, 0.3391546764462921, 0.6185932289054513]",0.45477589616368364,0.6185932289054513,32.0,8.0,27.0,394,0.005929251896614196,0.7874048329492584,0.06414513144368254,0.17574722331719705,3.0382326703261047,0.10159785929139713,0.012533788663566464
BBOB_F55,10,2,25,100,3,3,True,125,4,200,3,100,100,200,8.918472057701464e-08,197,197,1,0,MQ,2.0,394.0,126.0,1.0,398,0.022230559960007668,2.609267473220825,0.6112087070941925,0.0,0.0,5.341793537139893,69.63886260986328,"[0.519851364210212, 0.2974465751173557, 0.34730978798279116]",0.34730978798279116,0.519851364210212,6.0,4.0,7.5,394,0.0019847543131011336,0.03594683482686811,0.04182143173052583,0.007840933264626315,0.08094248078277566,0.042414895465330456,0.01465086510372271
BBOB_F55,10,2,26,100,5,3,True,126,19,200,5,100,100,200,8.810069446490832e-08,200,200,1,0,MQ,12.0,394.0,196.0,1.0,398,0.1468644142150879,2.2292397022247314,0.6551709771156311,0.0,0.0,2.77364444732666,70.36109924316406,"[0.5973885576287574, 0.2307100629446957, 0.6037892519884441, 0.46026666615346945, 0.4284442549722624]",0.46026666615346945,0.6037892519884441,36.0,8.0,31.0,394,0.0005870298732712819,1.1070853627979158,0.0682491198508696,0.2743102075841488,2.333954653091423,0.08873161902140328,0.008622540474159113
BBOB_F55,10,2,27,100,5,3,True,128,12,200,5,100,100,200,8.640219085386129e-08,205,205,1,0,MQ,12.0,390.0,158.0,1.0,398,0.1015302985906601,3.5974318981170654,0.5704691112041473,0.0,0.0,1.149051308631897,69.46826934814453,"[0.33023331192137184, 0.4262762853753037, 0.2779646150355184, 0.40410751061732125, 0.31663293750648647]",0.33023331192137184,0.4262762853753037,22.0,2.0,19.5,390,0.004213729964056553,0.5251076346675845,0.027230274128787958,0.2468232739504046,0.9505397922170786,0.029283775751696585,0.022266402063871427
BBOB_F55,10,2,28,100,3,3,True,111,13,200,3,100,100,200,8.455189912969097e-08,210,210,1,0,MQ,12.0,382.0,190.0,1.0,398,0.0558159202337265,2.8011679649353027,0.6364996433258057,0.0,0.0,1.8144886493682861,68.63556671142578,"[0.534628600812707, 0.3999500013399295, 0.20240625578282542]",0.3999500013399295,0.534628600812707,24.0,2.0,21.0,382,0.0037487467790471296,0.8342678294595931,0.026932948991479293,0.10775229943489428,2.1375795123399417,0.03135506528357162,0.01619148478804122
BBOB_F55,10,2,29,100,5,3,True,109,11,200,5,100,100,200,8.3569055635553e-08,213,213,1,0,MQ,20.0,382.0,198.0,1.0,398,0.12127193063497543,2.095170259475708,0.6883008778095245,0.0,0.0,1.4659663438796997,68.16929626464844,"[0.6708538337915319, 0.3220099500096261, 0.41486698150978923, 0.48977233872084147, 0.5645770858308168]",0.48977233872084147,0.6708538337915319,18.0,2.0,17.0,382,0.0006544895910306908,0.47991985347630006,0.03401945137636166,0.28324953754303905,1.696544514784133,0.06381774184471457,0.017139096291426507
BBOB_F55,10,2,30,100,4,3,True,105,25,200,4,100,100,200,8.199196185188872e-08,218,218,1,0,MQ,2.0,396.0,180.0,1.0,398,0.005999545566737652,1.8020696640014648,0.5784850716590881,0.0,0.0,0.5079382658004761,69.29578399658203,"[0.24617625852856553, 0.3756751764569201, 0.4456208505419973, 0.3529526186100549]",0.36431389753348753,0.4456208505419973,48.0,4.0,40.0,396,0.0014158058762680642,0.8548696580513049,0.03984885210208075,-0.8212748967295713,1.058742898276071,0.05105588141404935,0.01675805331202369
BBOB_F55,10,2,31,100,2,3,True,120,3,200,2,100,100,200,8.044966054990396e-08,222,222,1,0,MQ,2.0,364.0,138.0,1.0,398,0.02211052179336548,1.8425488471984863,0.6433054208755493,0.0,0.0,1.160090684890747,68.65290832519531,"[0.5873088998505914, 0.6192971546856523]",0.6033030272681219,0.6192971546856523,4.0,0.0,6.0,364,0.005700826283659408,0.06474066594342354,0.04173238770817665,0.036488085359229316,2.066336880404384,0.04216426739881772,0.010300002135659847
BBOB_F55,10,2,32,100,5,3,True,101,23,200,5,100,100,200,6.35485025006167e-08,224,224,1,0,MQ,20.0,380.0,192.0,1.0,398,0.43881040811538696,1.1932553052902222,0.6684707701206207,0.0,0.0,0.9187611937522888,68.65290832519531,"[0.2682108513551622, 0.2308367116936877, 0.2865445252920852, 0.3475532670347883, 0.38430014227930787]",0.2865445252920852,0.38430014227930787,44.0,2.0,35.0,380,0.0013150416861572728,0.9595950856730404,0.01581856218488186,0.7626074305508972,1.3810053518706944,0.030866181488956583,0.007005087964871218
BBOB_F55,10,2,33,100,3,3,True,122,8,200,3,100,100,200,4.5257403448541293e-08,229,229,1,0,MQ,24.0,388.0,177.0,1.0,398,0.0055706920102238655,0.935610294342041,0.2571450173854828,0.0,0.0,0.34387707710266113,68.67281341552734,"[0.3006982361087816, 0.3076213389530842, 0.3039191153503318]",0.3039191153503318,0.3076213389530842,14.0,4.0,13.0,388,0.001501042108468971,-0.2135207559285437,0.037571172221218835,-0.4016658563418378,-0.08847763127001151,0.04087477757843769,0.0051717748391451185
BBOB_F55,10,2,34,100,4,3,True,111,12,200,4,100,100,200,3.9333101385684734e-08,232,232,1,0,MQ,2.0,394.0,152.0,1.0,398,0.03616108000278473,1.5004031658172607,0.4265523850917816,0.0,0.0,1.2406398057937622,68.65290832519531,"[0.4421905904079153, 0.2825521815398999, 0.43767973241181657, 0.3329403513106276]",0.3853100418612221,0.4421905904079153,22.0,4.0,20.0,394,0.00900472792061591,0.5202641135483805,0.016593287408705398,0.31478129625749496,1.098282694730658,0.021119826786026235,0.02805113244551504
BBOB_F55,10,2,35,100,2,3,True,119,29,200,2,100,100,200,2.7388796140790662e-08,236,236,1,0,MQ,18.0,392.0,200.0,1.0,398,0.2580421268939972,1.6428395509719849,0.6151236891746521,0.0,0.0,1.7214468717575073,22.848236083984375,"[0.16610504303903173, 0.15764070786689255]",0.16187287545296214,0.16610504303903173,56.0,4.0,45.0,392,0.0039010171802675297,0.8778175743169818,0.012315353328127714,0.4511248020823082,1.5380702195847284,0.025611344362922665,0.017831711642294707
BBOB_F55,10,2,36,100,4,3,True,116,13,200,4,100,100,200,2.4744086828639912e-08,238,238,1,0,MQ,20.0,378.0,185.0,1.0,398,0.2352634221315384,1.5685635805130005,0.6012722849845886,0.0,0.0,1.8730456829071045,19.84844207763672,"[0.21998486810519133, 0.15670559402286696, 0.2140536360648558, 0.15512847221319354]",0.18537961504386138,0.21998486810519133,24.0,2.0,22.0,378,0.0053111018158837064,0.9630233265003394,0.01634110599280275,0.43805335593210337,1.8416218062344765,0.026203476122168168,0.015121853609142089
BBOB_F55,10,2,37,100,2,3,True,117,13,200,2,100,100,200,2.1887175545321448e-08,242,242,1,0,MQ,14.0,374.0,181.0,1.0,398,0.19720488786697388,1.1316709518432617,0.6415922939777374,0.0,0.0,1.8227988481521606,21.705825805664062,"[0.3048213167292652, 0.30491723935297005]",0.30486927804111763,0.30491723935297005,24.0,2.0,21.0,374,0.00778486304705539,0.9734567425693736,0.025797504900542563,0.5762956447688108,1.2063603842570725,0.03168320049217411,0.013494386070926095
BBOB_F55,10,2,38,100,5,3,True,116,21,200,5,100,100,200,2.097894942266705e-08,244,244,1,0,MQ,12.0,372.0,214.0,1.0,398,0.1721433699131012,0.996513843536377,0.5921972095966339,0.0,0.0,1.8625922203063965,19.796852111816406,"[0.12592762832823687, 0.16658920285931103, 0.16847924462068073, 0.3057570997601293, 0.15866952845566804]",0.16658920285931103,0.3057570997601293,40.0,4.0,34.0,372,0.004539000125789894,0.9085217010339477,0.008877239565872837,0.6118631751529904,1.2177179406759535,0.023192404431934828,0.0224056575820061
